,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,GGG,FDS,BRO,WSM,MPW,LII,TTC,NDSN,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,OC,TRGP,AZPN,HUBB,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,MANH,WSO,LEA,PEN,OLED,Y,MKSI,SYNH,NBIX,ATR,FHN,SCI,RUN,ACM,LAMR,CIEN,CONE,WEX,AMED,STOR,BLDR,OHI,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,EHC,DCI,ITT,GNTX,AGCO,LECO,REXR,AIRC,FSLR,IIVI,HRC,RGA,PII,CBSH,CHE,BC,JBL,RGLD,SMG,IAA,LSCC,TPX,CROX,RNR,PCTY,SEIC,KRC,XEC,THC,WWD,CASY,ORI,HOG,MAT,NVST,AMG,YETI,FR,SLAB,STAA,FFIN,FAF,OGE,SF,TTEK,HQY,CHDN,BRKS,VAC,CNXC,BRX,WH,EGP,JEF,ACC,SON,SKX,EME,SRCL,JHG,ARWR,LHCG,SLM,PNFP,PB,COHR,POST,DKS,FOXF,TOL,LITE,SNV,BJ,MAN,MDU,OLN,TXRH,BLD,NYT,FL,GMED,HALO,INGR,CFR,LFUS,THO,AYI,NCR,X,CACI,MSA,LSTR,CDK,JCOM,EXP,COR,PRI,VVV,KNX,MTZ,EVR,EXEL,EQT,LPX,HELE,ACHC,NATI,CC,AEO,DEI,SYNA,CUZ,SRC,SLG,VNT,CFX,TKR,KBR,MMS,VLY,RBC,AN,TDC,JBLU,IBKR,FLS,RYN,NYCB,ADS,IDA,SAIC,OLLI,QDEL,NVT,ASGN,GXO WI,GME,WING,ESNT,VSCO WI,CIT,GXO,VSCO,GVMXX,PRAH,SNX,SAIA,IRDM,IART,PFGC,MEDP,VMI,APPS,TNDM,SGMS,PRGO,n/a,SMTC,PACW,CAR,BYD,GBCI,COG,GT,OZK,NOV,UNM,CLH,CW,MTG,WOLF,RRX,ZD,HFC,ASH,BXS,CADE,AVNT,NFG,WTFC,BRKR,SSD,SUM
08/10/2021,0.79,0.64,0.65,0.58,0.65,0.37,0.6,0.61,0.57,0.59,0.56,0.58,0.54,0.5,0.5,0.48,0.52,0.51,0.53,0.48,0.51,0.47,0.53,0.47,0.38,0.48,0.49,0.51,0.48,0.45,0.54,0.46,0.42,0.41,0.43,0.46,0.45,0.45,0.55,0.45,0.47,0.41,0.41,0.45,0.38,0.39,0.38,0.38,0.4,0.37,0.37,0.36,0.36,0.37,0.45,0.33,0.39,0.41,0.37,0.39,0.34,0.26,0.37,0.41,0.35,0.26,0.39,0.35,0.38,0.33,0.36,0.37,0.4,0.38,0.37,0.34,0.36,0.36,0.34,0.35,0.35,0.35,0.34,0.33,0.3,0.38,0.35,0.32,0.32,0.31,0.34,0.34,0.32,0.28,0.31,0.35,0.33,0.39,0.33,0.38,0.31,0.3,0.29,0.31,0.28,0.31,0.3,0.26,0.32,0.28,0.29,0.32,0.3,0.3,0.29,0.3,0.32,0.3,0.3,0.31,0.26,0.29,0.27,0.26,0.29,0.29,0.28,0.29,0.3,0.29,0.27,0.31,0.28,0.26,0.3,0.28,0.25,0.26,0.31,0.27,0.25,0.27,0.3,0.28,0.27,0.26,0.27,0.3,0.27,0.28,0.28,0.25,0.31,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.28,0.27,0.23,0.3,0.25,0.25,0.26,0.24,0.25,0.26,0.26,0.25,0.24,0.25,0.22,0.23,0.23,0.0,0.25,0.23,0.24,0.24,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.24,0.24,0.0,0.23,0.0,0.23,0.25,0.27,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.23,0.27,0.35,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.19
08/11/2021,0.79,0.64,0.65,0.58,0.65,0.37,0.6,0.61,0.57,0.59,0.56,0.58,0.54,0.5,0.5,0.48,0.52,0.51,0.53,0.48,0.51,0.47,0.53,0.47,0.38,0.48,0.49,0.51,0.48,0.45,0.54,0.46,0.42,0.41,0.43,0.46,0.45,0.45,0.55,0.45,0.47,0.41,0.41,0.45,0.38,0.39,0.38,0.38,0.4,0.37,0.37,0.36,0.36,0.37,0.45,0.33,0.39,0.41,0.37,0.39,0.34,0.26,0.37,0.41,0.35,0.26,0.39,0.35,0.38,0.33,0.36,0.37,0.4,0.38,0.37,0.34,0.36,0.36,0.34,0.35,0.35,0.35,0.34,0.33,0.3,0.38,0.35,0.32,0.32,0.31,0.34,0.34,0.32,0.28,0.31,0.35,0.33,0.39,0.33,0.38,0.31,0.3,0.29,0.31,0.28,0.31,0.3,0.26,0.32,0.28,0.29,0.32,0.3,0.3,0.29,0.3,0.32,0.3,0.3,0.31,0.26,0.29,0.27,0.26,0.29,0.29,0.28,0.29,0.3,0.29,0.27,0.31,0.28,0.26,0.3,0.28,0.25,0.26,0.31,0.27,0.25,0.27,0.3,0.28,0.27,0.26,0.27,0.3,0.27,0.28,0.28,0.25,0.31,0.29,0.24,0.26,0.23,0.24,0.28,0.27,0.28,0.27,0.23,0.3,0.25,0.25,0.26,0.24,0.25,0.26,0.26,0.25,0.24,0.25,0.22,0.23,0.23,0.0,0.25,0.23,0.24,0.24,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.24,0.24,0.0,0.23,0.0,0.23,0.25,0.27,0.22,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.23,0.27,0.35,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.19
08/13/2021,0.76,0.64,0.63,0.56,0.65,0.37,0.62,0.59,0.59,0.57,0.55,0.58,0.54,0.51,0.49,0.49,0.52,0.51,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.52,0.51,0.51,0.47,0.46,0.54,0.47,0.43,0.43,0.42,0.46,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.43,0.38,0.39,0.37,0.37,0.4,0.35,0.36,0.35,0.36,0.37,0.46,0.34,0.39,0.39,0.37,0.38,0.33,0.27,0.36,0.43,0.35,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.38,0.33,0.36,0.36,0.34,0.36,0.36,0.34,0.33,0.34,0.29,0.36,0.34,0.32,0.32,0.31,0.34,0.34,0.31,0.27,0.3,0.35,0.33,0.39,0.33,0.39,0.31,0.3,0.29,0.29,0.28,0.31,0.3,0.26,0.33,0.27,0.29,0.32,0.3,0.3,0.28,0.3,0.31,0.3,0.3,0.32,0.25,0.29,0.27,0.26,0.28,0.29,0.28,0.29,0.3,0.28,0.27,0.3,0.28,0.26,0.31,0.27,0.24,0.26,0.31,0.27,0.25,0.27,0.3,0.28,0.28,0.26,0.27,0.31,0.28,0.28,0.29,0.25,0.31,0.29,0.25,0.25,0.23,0.25,0.28,0.28,0.28,0.27,0.23,0.32,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.25,0.23,0.25,0.0,0.23,0.23,0.23,0.25,0.24,0.24,0.23,0.24,0.0,0.0,0.25,0.24,0.24,0.0,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.27,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.0,0.0,0.0,0.24,0.23,0.28,0.37,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.21000000000001
08/16/2021,0.76,0.61,0.61,0.55,0.63,0.38,0.62,0.59,0.59,0.56,0.55,0.58,0.54,0.52,0.49,0.49,0.51,0.51,0.61,0.52,0.52,0.47,0.51,0.44,0.37,0.52,0.53,0.5,0.46,0.46,0.55,0.47,0.43,0.42,0.36,0.47,0.45,0.46,0.54,0.43,0.5,0.42,0.42,0.42,0.38,0.39,0.37,0.36,0.4,0.34,0.37,0.34,0.37,0.38,0.46,0.34,0.4,0.4,0.36,0.39,0.33,0.25,0.36,0.45,0.34,0.25,0.39,0.37,0.39,0.34,0.35,0.37,0.38,0.38,0.38,0.33,0.36,0.36,0.33,0.37,0.36,0.34,0.33,0.35,0.28,0.37,0.34,0.33,0.31,0.31,0.35,0.34,0.31,0.27,0.3,0.34,0.34,0.39,0.33,0.4,0.31,0.3,0.28,0.31,0.29,0.31,0.31,0.27,0.32,0.27,0.3,0.32,0.3,0.3,0.27,0.3,0.32,0.3,0.31,0.32,0.24,0.28,0.26,0.26,0.29,0.29,0.28,0.29,0.3,0.28,0.27,0.3,0.28,0.26,0.31,0.26,0.24,0.25,0.31,0.28,0.25,0.28,0.3,0.28,0.29,0.25,0.28,0.3,0.28,0.28,0.29,0.25,0.31,0.29,0.25,0.25,0.23,0.24,0.28,0.28,0.28,0.27,0.24,0.32,0.25,0.25,0.26,0.24,0.24,0.28,0.26,0.25,0.23,0.26,0.0,0.24,0.24,0.0,0.26,0.24,0.24,0.23,0.24,0.0,0.0,0.25,0.25,0.24,0.0,0.24,0.25,0.23,0.23,0.0,0.23,0.26,0.26,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.32,0.38,0.0,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
08/17/2021,0.76,0.61,0.61,0.55,0.62,0.38,0.62,0.6,0.59,0.56,0.56,0.59,0.55,0.51,0.5,0.49,0.51,0.52,0.62,0.51,0.52,0.47,0.5,0.44,0.36,0.52,0.54,0.51,0.46,0.46,0.55,0.47,0.42,0.42,0.36,0.47,0.46,0.45,0.54,0.42,0.5,0.42,0.42,0.42,0.38,0.39,0.37,0.35,0.4,0.34,0.37,0.35,0.37,0.38,0.46,0.32,0.39,0.4,0.36,0.39,0.33,0.25,0.37,0.45,0.35,0.25,0.39,0.36,0.39,0.34,0.35,0.36,0.38,0.38,0.38,0.33,0.36,0.36,0.33,0.37,0.35,0.35,0.33,0.35,0.28,0.37,0.34,0.32,0.31,0.31,0.35,0.34,0.32,0.27,0.31,0.34,0.34,0.4,0.33,0.4,0.31,0.3,0.28,0.31,0.29,0.31,0.31,0.26,0.32,0.27,0.3,0.32,0.3,0.3,0.27,0.29,0.32,0.31,0.3,0.32,0.24,0.28,0.26,0.26,0.29,0.29,0.28,0.29,0.29,0.28,0.27,0.3,0.27,0.26,0.31,0.26,0.24,0.25,0.31,0.27,0.25,0.28,0.3,0.28,0.29,0.25,0.27,0.29,0.28,0.28,0.29,0.24,0.31,0.29,0.24,0.25,0.23,0.25,0.28,0.29,0.28,0.27,0.24,0.33,0.25,0.25,0.26,0.24,0.24,0.27,0.26,0.25,0.23,0.26,0.0,0.24,0.24,0.0,0.25,0.25,0.23,0.23,0.24,0.0,0.0,0.26,0.25,0.25,0.0,0.24,0.25,0.23,0.23,0.0,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.34,0.38,0.0,0.23,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
08/18/2021,0.76,0.61,0.61,0.55,0.62,0.38,0.62,0.6,0.59,0.56,0.56,0.59,0.55,0.51,0.5,0.49,0.51,0.52,0.62,0.51,0.52,0.47,0.5,0.44,0.36,0.52,0.54,0.51,0.46,0.46,0.55,0.47,0.42,0.42,0.36,0.47,0.46,0.45,0.54,0.42,0.5,0.42,0.42,0.42,0.38,0.39,0.37,0.35,0.4,0.34,0.37,0.35,0.37,0.38,0.46,0.32,0.39,0.4,0.36,0.39,0.33,0.25,0.37,0.45,0.35,0.25,0.39,0.36,0.39,0.34,0.35,0.36,0.38,0.38,0.38,0.33,0.36,0.36,0.33,0.37,0.35,0.35,0.33,0.35,0.28,0.37,0.34,0.32,0.31,0.31,0.35,0.34,0.32,0.27,0.31,0.34,0.34,0.4,0.33,0.4,0.31,0.3,0.28,0.31,0.29,0.31,0.31,0.26,0.32,0.27,0.3,0.32,0.3,0.3,0.27,0.29,0.32,0.31,0.3,0.32,0.24,0.28,0.26,0.26,0.29,0.29,0.28,0.29,0.29,0.28,0.27,0.3,0.27,0.26,0.31,0.26,0.24,0.25,0.31,0.27,0.25,0.28,0.3,0.28,0.29,0.25,0.27,0.29,0.28,0.28,0.29,0.24,0.31,0.29,0.24,0.25,0.23,0.25,0.28,0.29,0.28,0.27,0.24,0.33,0.25,0.25,0.26,0.24,0.24,0.27,0.26,0.25,0.23,0.26,0.0,0.24,0.24,0.0,0.25,0.25,0.23,0.23,0.24,0.0,0.0,0.26,0.25,0.25,0.0,0.24,0.25,0.23,0.23,0.0,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.34,0.38,0.0,0.23,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
08/19/2021,0.78,0.62,0.62,0.54,0.61,0.39,0.62,0.6,0.59,0.57,0.56,0.6,0.56,0.53,0.49,0.49,0.52,0.52,0.61,0.51,0.52,0.47,0.51,0.43,0.35,0.54,0.54,0.51,0.47,0.47,0.55,0.47,0.43,0.41,0.36,0.47,0.46,0.45,0.53,0.42,0.49,0.42,0.42,0.42,0.39,0.39,0.36,0.35,0.4,0.34,0.38,0.36,0.37,0.38,0.46,0.3,0.39,0.4,0.37,0.39,0.33,0.25,0.37,0.45,0.34,0.25,0.39,0.36,0.39,0.34,0.35,0.37,0.38,0.37,0.38,0.33,0.36,0.36,0.33,0.36,0.35,0.35,0.33,0.35,0.27,0.37,0.34,0.32,0.31,0.31,0.35,0.34,0.32,0.26,0.3,0.34,0.34,0.4,0.34,0.4,0.31,0.3,0.27,0.32,0.29,0.31,0.31,0.27,0.32,0.28,0.3,0.32,0.3,0.3,0.28,0.29,0.32,0.3,0.3,0.32,0.23,0.28,0.26,0.26,0.29,0.29,0.28,0.29,0.29,0.28,0.27,0.3,0.27,0.25,0.31,0.27,0.24,0.26,0.31,0.28,0.25,0.29,0.31,0.28,0.29,0.25,0.27,0.3,0.28,0.28,0.29,0.25,0.31,0.3,0.24,0.25,0.23,0.25,0.28,0.29,0.28,0.28,0.24,0.33,0.25,0.25,0.26,0.24,0.24,0.27,0.26,0.25,0.24,0.26,0.0,0.24,0.24,0.0,0.25,0.24,0.24,0.23,0.24,0.0,0.0,0.25,0.25,0.25,0.0,0.24,0.24,0.23,0.23,0.0,0.23,0.26,0.28,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.34,0.38,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.45
08/20/2021,0.79,0.62,0.65,0.56,0.59,0.38,0.6,0.61,0.59,0.59,0.56,0.6,0.56,0.52,0.5,0.49,0.51,0.53,0.59,0.49,0.51,0.47,0.51,0.42,0.35,0.53,0.53,0.5,0.47,0.47,0.56,0.43,0.42,0.42,0.37,0.47,0.46,0.44,0.53,0.42,0.48,0.42,0.41,0.43,0.38,0.38,0.37,0.36,0.41,0.34,0.39,0.37,0.37,0.38,0.46,0.3,0.39,0.4,0.37,0.39,0.33,0.26,0.37,0.44,0.35,0.25,0.4,0.35,0.4,0.34,0.35,0.37,0.39,0.36,0.39,0.33,0.37,0.36,0.33,0.35,0.36,0.35,0.34,0.34,0.27,0.37,0.33,0.32,0.31,0.31,0.34,0.34,0.32,0.26,0.3,0.33,0.34,0.39,0.35,0.4,0.31,0.3,0.27,0.32,0.29,0.32,0.32,0.26,0.32,0.28,0.29,0.31,0.31,0.3,0.29,0.29,0.32,0.31,0.3,0.32,0.0,0.27,0.25,0.26,0.29,0.29,0.27,0.3,0.3,0.28,0.28,0.28,0.27,0.26,0.31,0.27,0.24,0.26,0.31,0.28,0.25,0.29,0.3,0.27,0.28,0.26,0.27,0.31,0.29,0.28,0.28,0.25,0.3,0.3,0.24,0.26,0.23,0.25,0.28,0.29,0.27,0.28,0.23,0.32,0.26,0.25,0.26,0.24,0.24,0.27,0.27,0.25,0.24,0.26,0.0,0.23,0.25,0.0,0.24,0.24,0.24,0.23,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.24,0.24,0.0,0.24,0.23,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.23,0.0,0.0,0.0,0.24,0.24,0.32,0.39,0.0,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.35000000000001
08/23/2021,0.8,0.64,0.67,0.56,0.59,0.37,0.6,0.62,0.6,0.61,0.56,0.6,0.58,0.52,0.5,0.49,0.51,0.53,0.58,0.49,0.53,0.47,0.51,0.4,0.34,0.53,0.52,0.52,0.47,0.47,0.58,0.43,0.42,0.41,0.37,0.47,0.46,0.43,0.52,0.43,0.46,0.42,0.41,0.43,0.39,0.37,0.38,0.38,0.42,0.34,0.39,0.37,0.38,0.37,0.47,0.29,0.4,0.4,0.37,0.4,0.33,0.25,0.37,0.44,0.33,0.24,0.4,0.38,0.4,0.33,0.36,0.37,0.39,0.35,0.39,0.33,0.36,0.35,0.33,0.35,0.35,0.36,0.34,0.34,0.27,0.38,0.35,0.31,0.31,0.32,0.33,0.34,0.31,0.27,0.3,0.34,0.34,0.39,0.35,0.4,0.31,0.3,0.26,0.32,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.31,0.31,0.3,0.28,0.29,0.32,0.31,0.3,0.31,0.23,0.28,0.25,0.26,0.29,0.29,0.28,0.3,0.29,0.29,0.28,0.29,0.28,0.27,0.31,0.26,0.24,0.26,0.3,0.28,0.26,0.29,0.3,0.27,0.28,0.28,0.27,0.32,0.28,0.28,0.27,0.26,0.3,0.31,0.24,0.26,0.22,0.25,0.27,0.29,0.27,0.28,0.23,0.32,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.25,0.23,0.26,0.0,0.23,0.24,0.0,0.25,0.24,0.24,0.23,0.23,0.0,0.23,0.25,0.25,0.25,0.0,0.25,0.24,0.0,0.23,0.22,0.23,0.26,0.27,0.24,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.34,0.37,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.44999999999999
08/24/2021,0.8,0.64,0.67,0.55,0.6,0.37,0.61,0.61,0.6,0.61,0.56,0.6,0.58,0.53,0.5,0.49,0.5,0.53,0.58,0.5,0.54,0.47,0.52,0.41,0.34,0.54,0.49,0.52,0.47,0.47,0.58,0.42,0.41,0.41,0.37,0.47,0.46,0.43,0.52,0.43,0.45,0.42,0.41,0.43,0.39,0.37,0.38,0.37,0.41,0.33,0.38,0.37,0.38,0.37,0.46,0.29,0.39,0.41,0.37,0.4,0.34,0.25,0.37,0.44,0.33,0.23,0.4,0.38,0.4,0.33,0.35,0.38,0.39,0.35,0.39,0.33,0.36,0.35,0.32,0.34,0.35,0.35,0.34,0.34,0.27,0.38,0.34,0.31,0.32,0.32,0.33,0.34,0.31,0.27,0.3,0.33,0.33,0.4,0.35,0.41,0.31,0.3,0.26,0.33,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.32,0.31,0.3,0.26,0.3,0.32,0.31,0.3,0.31,0.23,0.28,0.25,0.26,0.29,0.29,0.28,0.3,0.3,0.29,0.28,0.29,0.28,0.26,0.31,0.27,0.24,0.25,0.31,0.28,0.26,0.29,0.31,0.27,0.29,0.28,0.27,0.33,0.28,0.28,0.27,0.25,0.31,0.31,0.26,0.26,0.23,0.25,0.28,0.29,0.27,0.28,0.23,0.31,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.25,0.23,0.26,0.0,0.23,0.25,0.0,0.26,0.24,0.24,0.23,0.0,0.0,0.23,0.26,0.24,0.24,0.0,0.25,0.24,0.0,0.23,0.23,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.34,0.38,0.0,0.23,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.47999999999999
08/25/2021,0.8,0.64,0.67,0.55,0.6,0.37,0.61,0.61,0.6,0.61,0.56,0.6,0.58,0.53,0.5,0.49,0.5,0.53,0.58,0.5,0.54,0.47,0.52,0.41,0.34,0.54,0.49,0.52,0.47,0.47,0.58,0.42,0.41,0.41,0.37,0.47,0.46,0.43,0.52,0.43,0.45,0.42,0.41,0.43,0.39,0.37,0.38,0.37,0.41,0.33,0.38,0.37,0.38,0.37,0.46,0.29,0.39,0.41,0.37,0.4,0.34,0.25,0.37,0.44,0.33,0.23,0.4,0.38,0.4,0.33,0.35,0.38,0.39,0.35,0.39,0.33,0.36,0.35,0.32,0.34,0.35,0.35,0.34,0.34,0.27,0.38,0.34,0.31,0.32,0.32,0.33,0.34,0.31,0.27,0.3,0.33,0.33,0.4,0.35,0.41,0.31,0.3,0.26,0.33,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.32,0.31,0.3,0.26,0.3,0.32,0.31,0.3,0.31,0.23,0.28,0.25,0.26,0.29,0.29,0.28,0.3,0.3,0.29,0.28,0.29,0.28,0.26,0.31,0.27,0.24,0.25,0.31,0.28,0.26,0.29,0.31,0.27,0.29,0.28,0.27,0.33,0.28,0.28,0.27,0.25,0.31,0.31,0.26,0.26,0.23,0.25,0.28,0.29,0.27,0.28,0.23,0.31,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.25,0.23,0.26,0.0,0.23,0.25,0.0,0.26,0.24,0.24,0.23,0.0,0.0,0.23,0.26,0.24,0.24,0.0,0.25,0.24,0.0,0.23,0.23,0.23,0.26,0.26,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.0,0.38,0.0,0.23,0.0,0.22,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.47999999999999
08/26/2021,0.74,0.63,0.63,0.62,0.61,0.61,0.6,0.55,0.54,0.52,0.54,0.54,0.53,0.52,0.5,0.51,0.5,0.51,0.51,0.49,0.5,0.49,0.49,0.48,0.46,0.46,0.47,0.45,0.44,0.44,0.43,0.44,0.44,0.43,0.4,0.43,0.43,0.43,0.43,0.41,0.42,0.41,0.41,0.39,0.4,0.41,0.4,0.41,0.4,0.42,0.38,0.39,0.39,0.41,0.38,0.38,0.39,0.39,0.38,0.37,0.37,0.34,0.36,0.38,0.36,0.4,0.35,0.37,0.37,0.36,0.35,0.36,0.34,0.37,0.34,0.33,0.34,0.34,0.34,0.34,0.34,0.33,0.32,0.33,0.32,0.32,0.33,0.34,0.34,0.32,0.33,0.33,0.32,0.33,0.31,0.33,0.31,0.33,0.31,0.31,0.31,0.31,0.32,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.29,0.29,0.29,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.29,0.3,0.29,0.29,0.29,0.29,0.28,0.29,0.27,0.29,0.28,0.29,0.28,0.28,0.37,0.27,0.29,0.29,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.27,0.28,0.27,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.25,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.57000000000001
