,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,TTE.PA,DGE.L,OR.PA,ALV.DE,GSK.L,BATS.L,RIO.L,SU.PA,BP.L,RDSA.AS,AI.PA,AIR.PA,ADYEN.AS,IBE.MC,RYDBF,ENEL.MI,DAI.DE,BAS.DE,BNP.PA,DTE.DE,ADS.DE,DPW.DE,ABBN.SW,RKT.L,SAN.MC,KER.PA,RITN.,BHP.L,ABI.BR,ZURN.SW,BAYN.DE,UBSG.SW,REL.L,AAL.L,DG.PA,CS.PA,EL.PA,LONN.SW,IFX.DE,INGA.AS,RMS.PA,PRU.L,NG.L,BN.PA,SAF.PA,DSV.CO,ISP.MI,GLEN.L,SIKA.SW,LLOY.L,STLA.MI,VOD.L,RI.PA,VOW3.DE,PHIA.AS,INVE B.ST,BBVA.MC,PRX.AS,ITX.MC,ATCO A.ST,VWS.CO,CRH.L,CPG.L,VOLV B.ST,VNA.DE,MUV2.DE,BARC.L,NDA SE.ST,GIVN.SW,EXPN.L,CLNX.MC,LSEG.L,SGO.PA,ALC.SW,ERIC B.ST,DSY.PA,AHT.L,DB1.DE,DSM.AS,KNEBV.HE,BMW.DE,FERG.L,AMS.MC,NOKIA.HE,ASSA B.ST,CAP.PA,ENI.MI,AD.AS,HOLN.SW,HEXA B.ST,VIV.PA,LR.PA,PGHN.SW,SAND.ST,GEBN.SW,HEIA.AS,ML.PA,FLTR.L,WKL.AS,EVO.ST,GMAB.CO,ORSTED.CO,NESTE.HE,DHER.DE,RACE.MI,EOAN.DE,SREN.SW,RWE.DE,MRK.DE,DBK.DE,KBC.BR,UCG.MI,TSCO.L,EUR,CSGN.SW,ENGI.PA,G.MI,STM.PA,BA.L,TEF.MC,AKZA.AS,SAMPO.HE,BT.A.L,GLE.PA,TEP.PA,ORA.PA,EQNR.OL,AV.L,DWNI.DE,LGEN.L,LOGN.SW,FRE.DE,WLN.PA,KRZ.IR,SSE.L,MT.AS,UPM.HE,SOON.SW,IMB.L,SEB A.ST,ESSITY B.ST,ZAL.DE,ATCOB.ST,HEN3.DE,SN.L,COLO B.CO,DNB.OL,SGRO.L,SRT3.,CARL B.CO,STMN.SW,MAERSK B.CO,SY1.DE,HM B.ST,ACA.PA,SHL.DE,REP.MC,SHB A.ST,SWED A.ST,KNIN.SW,PAH3.DE,SLHN.SW,SGSN.SW,NZYM B.CO,FME.DE,OCDO.L,ARGX.BR,CNHI.MI,III.L,VIE.PA,WPP.L,STAN.L,BAER.SW,BNR.DE,EPI A.ST,NWG.L,CRDA.L,EDEN.PA,PUB.PA,HLMA.L,CON.DE,NXT.L,NIBE B.ST,FER.MC,ENT.L,NN.AS,EDP.LS,KRX.IR,DSYA.,ERF.PA,HFG.DE,SCMN.SW,SPX.L,PNDORA.CO,MONC.MI,127.HK,SWMA.ST,SK3.IR,GBLB.BR,DNB,CHF,UCB.BR,RTO.L,MNDI.L,ASM.AS,UMI.BR,GBP,CFR.SW,DIM.PA,UMG.AS,RR.L,n/a,XTSLA,EQT.ST,SUM
07/23/2021,3.47,2.74,2.58,2.13,1.94,1.7,1.48,1.49,1.36,1.15,1.07,1.12,0.98,1.04,1.02,0.94,0.92,0.81,0.82,0.81,0.73,0.72,0.79,0.73,0.73,0.65,0.64,0.66,0.66,0.68,0.63,0.64,0.63,0.63,0.64,0.61,0.58,0.59,0.59,0.6,0.54,0.56,0.56,0.56,0.53,0.5,0.48,0.49,0.5,0.51,0.46,0.45,0.49,0.45,0.46,0.45,0.44,0.45,0.43,0.43,0.46,0.4,0.38,0.39,0.41,0.42,0.4,0.41,0.38,0.37,0.35,0.4,0.34,0.36,0.33,0.34,0.37,0.34,0.34,0.36,0.37,0.36,0.32,0.31,0.34,0.33,0.29,0.0,0.32,0.3,0.32,0.32,0.3,0.3,0.27,0.31,0.3,0.3,0.27,0.3,0.27,0.29,0.27,0.28,0.28,0.26,0.28,0.26,0.27,0.23,0.28,0.24,0.27,0.25,0.25,0.25,0.25,0.26,0.24,0.22,0.24,0.23,0.24,0.22,0.23,0.27,0.23,0.22,0.23,0.23,0.22,0.21,0.22,0.22,0.21,0.21,0.23,0.22,0.19,0.19,0.21,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.18,0.2,0.17,0.17,0.2,0.0,0.18,0.19,0.17,0.19,0.16,0.18,0.15,0.16,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.14,0.15,0.34,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.13,0.16,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78999999999999
07/27/2021,3.34,2.87,2.45,2.1,1.94,1.68,1.37,1.43,1.35,1.19,1.06,1.1,0.98,1.04,1.01,0.95,0.91,0.8,0.81,0.81,0.73,0.72,0.78,0.74,0.76,0.65,0.64,0.68,0.66,0.67,0.63,0.63,0.63,0.63,0.64,0.59,0.59,0.59,0.6,0.6,0.54,0.56,0.55,0.57,0.53,0.51,0.48,0.5,0.5,0.51,0.46,0.45,0.48,0.45,0.45,0.44,0.44,0.45,0.43,0.44,0.45,0.41,0.38,0.4,0.41,0.42,0.4,0.42,0.39,0.38,0.35,0.4,0.37,0.35,0.34,0.35,0.37,0.35,0.34,0.36,0.36,0.37,0.33,0.31,0.34,0.33,0.29,0.0,0.33,0.3,0.32,0.32,0.3,0.31,0.28,0.31,0.29,0.3,0.27,0.3,0.28,0.29,0.27,0.28,0.29,0.27,0.28,0.26,0.27,0.25,0.28,0.25,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.24,0.24,0.24,0.22,0.23,0.0,0.23,0.22,0.23,0.23,0.23,0.21,0.21,0.23,0.21,0.21,0.23,0.21,0.2,0.19,0.2,0.2,0.19,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.17,0.18,0.2,0.16,0.18,0.19,0.17,0.19,0.16,0.17,0.15,0.16,0.17,0.14,0.16,0.17,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.14,0.16,0.0,0.14,0.14,0.14,0.15,0.34,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58999999999999
07/28/2021,3.35,2.92,2.45,2.1,1.96,1.67,1.39,1.4,1.36,1.18,1.06,1.1,0.97,1.04,1.02,0.95,0.9,0.81,0.81,0.82,0.73,0.71,0.78,0.74,0.76,0.65,0.63,0.68,0.68,0.67,0.63,0.63,0.64,0.63,0.65,0.59,0.59,0.6,0.61,0.61,0.54,0.55,0.55,0.57,0.52,0.52,0.48,0.49,0.5,0.53,0.46,0.45,0.49,0.45,0.45,0.43,0.44,0.45,0.44,0.44,0.46,0.41,0.38,0.4,0.41,0.41,0.4,0.42,0.39,0.37,0.35,0.4,0.34,0.35,0.34,0.35,0.36,0.35,0.34,0.36,0.35,0.37,0.33,0.31,0.34,0.33,0.29,0.0,0.32,0.3,0.32,0.32,0.3,0.3,0.28,0.31,0.29,0.3,0.26,0.29,0.27,0.3,0.27,0.27,0.29,0.26,0.28,0.26,0.27,0.25,0.28,0.26,0.27,0.25,0.26,0.26,0.25,0.25,0.24,0.22,0.25,0.24,0.24,0.23,0.23,0.0,0.23,0.22,0.22,0.24,0.23,0.21,0.21,0.22,0.21,0.21,0.23,0.21,0.19,0.19,0.2,0.2,0.19,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.2,0.16,0.17,0.2,0.16,0.18,0.19,0.17,0.19,0.16,0.17,0.15,0.16,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.14,0.14,0.16,0.0,0.14,0.14,0.14,0.15,0.34,0.14,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.57
07/29/2021,3.31,2.91,2.43,2.07,1.96,1.64,1.35,1.4,1.34,1.18,1.06,1.09,0.99,1.03,1.01,0.95,0.9,0.81,0.84,0.82,0.75,0.73,0.77,0.75,0.76,0.64,0.65,0.68,0.69,0.68,0.65,0.63,0.63,0.63,0.65,0.59,0.6,0.6,0.62,0.63,0.54,0.56,0.55,0.58,0.52,0.53,0.48,0.49,0.5,0.52,0.46,0.46,0.49,0.45,0.45,0.43,0.44,0.44,0.45,0.46,0.45,0.42,0.38,0.4,0.41,0.41,0.39,0.42,0.4,0.33,0.35,0.4,0.34,0.36,0.34,0.35,0.35,0.35,0.35,0.37,0.35,0.36,0.32,0.31,0.34,0.33,0.29,0.0,0.32,0.3,0.32,0.31,0.3,0.3,0.28,0.31,0.29,0.3,0.27,0.29,0.28,0.29,0.27,0.27,0.28,0.27,0.27,0.26,0.26,0.24,0.27,0.27,0.27,0.25,0.27,0.26,0.25,0.25,0.24,0.22,0.24,0.24,0.25,0.23,0.23,0.0,0.23,0.22,0.22,0.24,0.23,0.21,0.21,0.23,0.21,0.22,0.23,0.21,0.2,0.19,0.2,0.2,0.19,0.21,0.21,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.16,0.17,0.2,0.16,0.18,0.18,0.17,0.18,0.16,0.17,0.15,0.17,0.17,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.0,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.16,0.0,0.14,0.14,0.14,0.15,0.34,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.55000000000001
07/30/2021,3.34,2.86,2.45,2.08,1.96,1.64,1.37,1.42,1.35,1.18,1.07,1.09,1.0,1.04,1.01,0.95,0.9,0.82,0.84,0.82,0.75,0.74,0.77,0.75,0.75,0.64,0.66,0.67,0.68,0.68,0.65,0.63,0.62,0.62,0.65,0.54,0.6,0.59,0.61,0.63,0.54,0.56,0.54,0.58,0.52,0.54,0.48,0.49,0.5,0.52,0.45,0.46,0.48,0.45,0.46,0.43,0.44,0.45,0.44,0.46,0.45,0.42,0.38,0.4,0.41,0.4,0.38,0.42,0.4,0.31,0.35,0.4,0.34,0.36,0.34,0.35,0.35,0.35,0.35,0.37,0.36,0.37,0.32,0.3,0.34,0.33,0.28,0.0,0.32,0.3,0.32,0.31,0.29,0.3,0.28,0.3,0.29,0.3,0.27,0.3,0.28,0.3,0.27,0.27,0.28,0.27,0.27,0.26,0.27,0.24,0.28,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.22,0.24,0.24,0.25,0.23,0.23,0.0,0.23,0.22,0.22,0.23,0.23,0.22,0.21,0.23,0.21,0.22,0.23,0.22,0.2,0.19,0.21,0.2,0.17,0.21,0.19,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.19,0.18,0.2,0.16,0.17,0.2,0.16,0.18,0.19,0.17,0.19,0.16,0.17,0.15,0.17,0.17,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.16,0.15,0.14,0.0,0.14,0.14,0.14,0.15,0.13,0.0,0.14,0.0,0.14,0.16,0.0,0.14,0.15,0.14,0.15,0.34,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.47
08/02/2021,3.29,2.92,2.45,2.07,1.98,1.63,1.38,1.44,1.36,1.16,1.06,1.07,1.02,1.05,1.0,0.95,0.9,0.79,0.86,0.81,0.76,0.76,0.75,0.77,0.77,0.65,0.68,0.67,0.69,0.66,0.65,0.62,0.62,0.62,0.64,0.52,0.59,0.6,0.62,0.64,0.5,0.56,0.55,0.58,0.53,0.57,0.48,0.49,0.5,0.52,0.46,0.46,0.49,0.46,0.45,0.45,0.43,0.44,0.45,0.46,0.45,0.42,0.39,0.4,0.41,0.41,0.38,0.42,0.39,0.35,0.35,0.4,0.34,0.36,0.35,0.34,0.34,0.35,0.36,0.37,0.35,0.37,0.32,0.3,0.34,0.33,0.28,0.0,0.31,0.29,0.32,0.31,0.3,0.3,0.28,0.32,0.29,0.32,0.27,0.29,0.28,0.3,0.27,0.27,0.29,0.27,0.28,0.26,0.27,0.24,0.28,0.27,0.26,0.25,0.24,0.25,0.25,0.25,0.24,0.22,0.24,0.24,0.25,0.23,0.23,0.0,0.22,0.22,0.22,0.25,0.24,0.21,0.21,0.22,0.19,0.22,0.23,0.21,0.2,0.19,0.21,0.2,0.17,0.21,0.19,0.22,0.2,0.22,0.2,0.19,0.19,0.2,0.18,0.18,0.2,0.16,0.16,0.2,0.17,0.18,0.19,0.17,0.19,0.16,0.17,0.15,0.17,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.16,0.17,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.0,0.14,0.0,0.14,0.16,0.14,0.14,0.14,0.14,0.15,0.35,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.60999999999999
08/03/2021,3.35,2.92,2.49,2.09,1.96,1.63,1.39,1.44,1.38,1.15,1.05,1.08,1.0,1.06,1.01,0.94,0.91,0.78,0.84,0.83,0.74,0.76,0.76,0.77,0.76,0.65,0.67,0.65,0.68,0.66,0.65,0.62,0.61,0.61,0.64,0.52,0.58,0.6,0.61,0.63,0.49,0.56,0.54,0.59,0.54,0.56,0.48,0.49,0.52,0.53,0.46,0.46,0.49,0.45,0.45,0.46,0.42,0.45,0.44,0.45,0.46,0.41,0.39,0.4,0.41,0.41,0.39,0.41,0.4,0.34,0.35,0.4,0.34,0.36,0.35,0.34,0.35,0.34,0.36,0.37,0.36,0.37,0.32,0.31,0.35,0.34,0.28,0.0,0.31,0.29,0.32,0.31,0.29,0.3,0.27,0.32,0.29,0.32,0.27,0.3,0.28,0.3,0.27,0.28,0.29,0.26,0.28,0.25,0.27,0.24,0.28,0.26,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.22,0.24,0.24,0.25,0.24,0.23,0.0,0.22,0.22,0.22,0.24,0.24,0.22,0.21,0.22,0.2,0.21,0.23,0.21,0.19,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.19,0.22,0.2,0.2,0.19,0.2,0.19,0.17,0.2,0.16,0.16,0.2,0.17,0.19,0.19,0.17,0.19,0.16,0.17,0.15,0.16,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.35,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
08/04/2021,3.35,2.92,2.49,2.09,1.96,1.63,1.39,1.44,1.38,1.15,1.05,1.08,1.0,1.06,1.01,0.94,0.91,0.78,0.84,0.83,0.74,0.76,0.76,0.77,0.76,0.65,0.67,0.65,0.68,0.66,0.65,0.62,0.61,0.61,0.64,0.52,0.58,0.6,0.61,0.63,0.49,0.56,0.54,0.59,0.54,0.56,0.48,0.49,0.52,0.53,0.46,0.46,0.49,0.45,0.45,0.46,0.42,0.45,0.44,0.45,0.46,0.41,0.39,0.4,0.41,0.41,0.39,0.41,0.4,0.34,0.35,0.4,0.34,0.36,0.35,0.34,0.35,0.34,0.36,0.37,0.36,0.37,0.32,0.31,0.35,0.34,0.28,0.0,0.31,0.29,0.32,0.31,0.29,0.3,0.27,0.32,0.29,0.32,0.27,0.3,0.28,0.3,0.27,0.28,0.29,0.26,0.28,0.25,0.27,0.24,0.28,0.26,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.22,0.24,0.24,0.25,0.24,0.23,0.0,0.22,0.22,0.22,0.24,0.24,0.22,0.21,0.22,0.2,0.21,0.23,0.21,0.19,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.19,0.22,0.2,0.2,0.19,0.2,0.19,0.17,0.2,0.16,0.16,0.2,0.17,0.19,0.19,0.17,0.19,0.16,0.17,0.15,0.16,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.35,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
08/05/2021,3.35,2.92,2.49,2.09,1.96,1.63,1.39,1.44,1.38,1.15,1.05,1.08,1.0,1.06,1.01,0.94,0.91,0.78,0.84,0.83,0.74,0.76,0.76,0.77,0.76,0.65,0.67,0.65,0.68,0.66,0.65,0.62,0.61,0.61,0.64,0.52,0.58,0.6,0.61,0.63,0.49,0.56,0.54,0.59,0.54,0.56,0.48,0.49,0.52,0.53,0.46,0.46,0.49,0.45,0.45,0.46,0.42,0.45,0.44,0.45,0.46,0.41,0.39,0.4,0.41,0.41,0.39,0.41,0.4,0.34,0.35,0.4,0.34,0.36,0.35,0.34,0.35,0.34,0.36,0.37,0.36,0.37,0.32,0.31,0.35,0.34,0.28,0.0,0.31,0.29,0.32,0.31,0.29,0.3,0.27,0.32,0.29,0.32,0.27,0.3,0.28,0.3,0.27,0.28,0.29,0.26,0.28,0.25,0.27,0.24,0.28,0.26,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.22,0.24,0.24,0.25,0.24,0.23,0.0,0.22,0.22,0.22,0.24,0.24,0.22,0.21,0.22,0.2,0.21,0.23,0.21,0.19,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.19,0.22,0.2,0.2,0.19,0.2,0.19,0.17,0.2,0.16,0.16,0.2,0.17,0.19,0.19,0.17,0.19,0.16,0.17,0.15,0.16,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.0,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.35,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
08/06/2021,3.31,2.95,2.49,2.07,2.01,1.62,1.38,1.44,1.38,1.17,1.04,1.07,1.02,1.06,1.02,0.86,0.91,0.78,0.86,0.84,0.78,0.77,0.75,0.76,0.76,0.65,0.68,0.64,0.68,0.66,0.64,0.62,0.64,0.61,0.64,0.52,0.58,0.62,0.62,0.63,0.48,0.56,0.53,0.59,0.54,0.59,0.48,0.52,0.53,0.54,0.47,0.46,0.5,0.45,0.45,0.47,0.41,0.43,0.44,0.46,0.46,0.42,0.41,0.4,0.4,0.4,0.38,0.41,0.4,0.32,0.35,0.4,0.35,0.36,0.34,0.34,0.35,0.34,0.36,0.37,0.36,0.37,0.33,0.3,0.35,0.34,0.28,0.0,0.3,0.29,0.32,0.31,0.28,0.29,0.26,0.32,0.29,0.33,0.27,0.3,0.27,0.31,0.27,0.28,0.29,0.26,0.28,0.25,0.27,0.23,0.28,0.24,0.27,0.24,0.24,0.26,0.24,0.25,0.23,0.22,0.24,0.23,0.25,0.23,0.23,0.0,0.23,0.22,0.22,0.25,0.24,0.22,0.21,0.22,0.2,0.23,0.23,0.21,0.2,0.19,0.21,0.2,0.17,0.2,0.19,0.21,0.19,0.22,0.2,0.2,0.19,0.2,0.18,0.18,0.2,0.16,0.16,0.2,0.16,0.18,0.19,0.16,0.19,0.16,0.17,0.15,0.16,0.17,0.15,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.14,0.16,0.0,0.0,0.14,0.0,0.15,0.35,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.61999999999999
08/10/2021,3.23,2.98,2.46,2.05,1.99,1.59,1.36,1.46,1.47,1.21,1.07,1.05,1.01,1.05,1.03,0.87,0.91,0.76,0.82,0.85,0.78,0.77,0.75,0.76,0.76,0.63,0.69,0.64,0.68,0.66,0.67,0.61,0.61,0.6,0.64,0.52,0.6,0.61,0.6,0.61,0.48,0.57,0.49,0.59,0.53,0.57,0.48,0.52,0.53,0.52,0.49,0.48,0.5,0.47,0.45,0.46,0.42,0.43,0.45,0.45,0.45,0.41,0.42,0.4,0.4,0.4,0.37,0.41,0.41,0.33,0.34,0.4,0.36,0.36,0.34,0.34,0.36,0.35,0.37,0.37,0.35,0.36,0.33,0.32,0.36,0.33,0.28,0.0,0.31,0.29,0.32,0.31,0.28,0.3,0.26,0.32,0.29,0.33,0.28,0.3,0.27,0.3,0.27,0.27,0.29,0.26,0.28,0.24,0.27,0.24,0.27,0.23,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.22,0.25,0.24,0.26,0.24,0.23,0.0,0.23,0.22,0.22,0.25,0.23,0.22,0.21,0.23,0.2,0.23,0.22,0.21,0.2,0.2,0.2,0.21,0.17,0.2,0.19,0.2,0.2,0.22,0.2,0.2,0.19,0.2,0.18,0.17,0.2,0.16,0.15,0.2,0.17,0.19,0.19,0.16,0.19,0.16,0.17,0.14,0.17,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.13,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.36,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
08/11/2021,3.23,2.98,2.46,2.05,1.99,1.59,1.36,1.46,1.47,1.21,1.07,1.05,1.01,1.05,1.03,0.87,0.91,0.76,0.82,0.85,0.78,0.77,0.75,0.76,0.76,0.63,0.69,0.64,0.68,0.66,0.67,0.61,0.61,0.6,0.64,0.52,0.6,0.61,0.6,0.61,0.48,0.57,0.49,0.59,0.53,0.57,0.48,0.52,0.53,0.52,0.49,0.48,0.5,0.47,0.45,0.46,0.42,0.43,0.45,0.45,0.45,0.41,0.42,0.4,0.4,0.4,0.37,0.41,0.41,0.33,0.34,0.4,0.36,0.36,0.34,0.34,0.36,0.35,0.37,0.37,0.35,0.36,0.33,0.32,0.36,0.33,0.28,0.0,0.31,0.29,0.32,0.31,0.28,0.3,0.26,0.32,0.29,0.33,0.28,0.3,0.27,0.3,0.27,0.27,0.29,0.26,0.28,0.24,0.27,0.24,0.27,0.23,0.27,0.25,0.24,0.26,0.26,0.25,0.24,0.22,0.25,0.24,0.26,0.24,0.23,0.0,0.23,0.22,0.22,0.25,0.23,0.22,0.21,0.23,0.2,0.23,0.22,0.21,0.2,0.2,0.2,0.21,0.17,0.2,0.19,0.2,0.2,0.22,0.2,0.2,0.19,0.2,0.18,0.17,0.2,0.16,0.15,0.2,0.17,0.19,0.19,0.16,0.19,0.16,0.17,0.14,0.17,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.13,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.36,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.62
08/12/2021,3.23,3.0,2.51,2.06,1.99,1.59,1.36,1.45,1.49,1.19,1.07,1.06,1.01,1.05,1.03,0.88,0.91,0.77,0.83,0.85,0.77,0.76,0.74,0.75,0.76,0.63,0.68,0.64,0.66,0.66,0.67,0.62,0.62,0.6,0.64,0.52,0.6,0.61,0.6,0.61,0.47,0.57,0.5,0.59,0.54,0.57,0.47,0.52,0.53,0.53,0.5,0.48,0.5,0.47,0.45,0.46,0.41,0.42,0.45,0.45,0.45,0.41,0.42,0.4,0.4,0.4,0.37,0.41,0.41,0.34,0.34,0.4,0.36,0.36,0.34,0.33,0.35,0.35,0.37,0.37,0.35,0.36,0.33,0.32,0.36,0.33,0.28,0.0,0.31,0.29,0.33,0.31,0.28,0.29,0.26,0.32,0.29,0.33,0.27,0.3,0.27,0.3,0.27,0.27,0.29,0.25,0.28,0.24,0.27,0.25,0.27,0.23,0.27,0.25,0.23,0.25,0.26,0.25,0.24,0.23,0.25,0.24,0.26,0.24,0.23,0.0,0.23,0.22,0.22,0.25,0.23,0.23,0.21,0.23,0.2,0.23,0.22,0.21,0.2,0.2,0.2,0.21,0.17,0.2,0.19,0.2,0.21,0.22,0.2,0.2,0.19,0.2,0.18,0.16,0.2,0.16,0.15,0.2,0.17,0.19,0.2,0.16,0.18,0.16,0.17,0.14,0.17,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.0,0.14,0.16,0.13,0.0,0.14,0.13,0.14,0.16,0.0,0.14,0.15,0.0,0.15,0.35,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65
