,NTLA,CROX,LSCC,SGMS,IIVI,DNLI,FATE,STAA,TXRH,UPWK,TTEK,SLAB,HQY,EGP,RDFN,ARWR,VRNS,FOXF,SWAV,OMCL,HALO,LHCG,PFGC,BL,JCOM,TWST,APPS,FFIN,HELE,QTWO,AEO,SYNA,SAIA,RPD,BEAM,NVRO,APPN,MMS,MEDP,WSC,NEO,WK,POWI,INSP,NOVT,MSTR,TGTX,SSD,BJ,CRNC,BPMC,ENSG,CDNA,SEM,NEOG,AMN,ASAN,BBIO,WING,SAIL,EXPO,KBR,TRUP,APLS,ACIW,ASGN,SONO,SMTC,LPRO,AEIS,EYE,ALRM,ALKS,CCMP,BCPC,JBT,SPT,DDD,CNMD,SHAK,LPSN,UFPI,ONEM,MTDR,OSTK,FUBO,AQUA,RLI,CDLX,BOX,PGNY,TENB,ITRI,QLYS,NSA,BE,AMBA,MGNI,FELE,BCO,GKOS,BLKB,HLI,RHP,DEN,SPSC,KNSL,ENV,SFIX,SHOO,NUVA,PZZA,HGV,CBRL,EXLS,WDFC,BHVN,VG,SAVA,IRDM,ATRC,SWN,LGIH,VIAV,CVLT,MUSA,CSOD,MED,CELH,VC,ABG,NSP,ARVN,PD,KLIC,SDGR,AIT,NGVT,LANC,ALTR,ATKR,RETA,SIG,KWR,RXN,HLNE,LIVN,BAND,LCII,RCII,CCOI,EDIT,NARI,SAFM,MIME,GTLS,ROG,WBT,NKLA,CBT,PTCT,APAM,MXL,TEX,MTSI,KOD,BIGC,BMI,TNET,AJRD,ACAD,CWST,INSM,MMSI,ALGT,ITCI,ENR,PACB,EGHT,KTB,FN,RCM,RIOT,ALLK,ACCD,DIOD,AMEH,DOOR,FIX,MP,SFBS,HRI,MNTV,GRWG,SKY,EAT,IBP,LTHM,DORM,NSTG,AXNX,PRFT,KRTX,STMP,WWW,OMI,FOCS,TWOU,EVTC,PSB,DRNA,IIPR,CARG,HCAT,APPF,AAON,YELP,INOV,PHR,PCRX,HLIO,THRM,EXPI,CYRX,FOLD,SI,RRR,SITM,FSR,VIR,HSKA,VICR,CVA,WTS,SSTK,DOMO,VCEL,FORM,USD,XTSLA,DOCN,BOOT,CWK,IGT,ZD,MGY,CYTK,ZNTL,CALX,LOB,FWRD,AMRC,OCGN,IRTC,FSS,TBK,COKE,KAI,NMRK,VCRA,OCDX,WGO,UCTT,WHD,BECN,JJSF,OAS,EVRI,JOE,TREE,MC,EAF,IRWD,INFN,KFRC,HMHC,KOS,CVCO,OM,FOE,TNC,SFM,OI,DY,SBH,PLXS,HI,VRTS,ZUO,GBT,CAKE,CRVL,AVYA,PATK,CYH,CWH,DVAX,PJT,VRRM,CPE,TTGT,ACLS,TSE,SUM
07/23/2021,0.67,0.51,0.48,0.41,0.47,0.4,0.46,0.42,0.45,0.42,0.46,0.43,0.42,0.47,0.4,0.47,0.43,0.45,0.39,0.44,0.4,0.43,0.41,0.41,0.41,0.39,0.36,0.4,0.37,0.38,0.36,0.35,0.36,0.4,0.3,0.35,0.33,0.36,0.36,0.35,0.34,0.36,0.33,0.31,0.32,0.27,0.33,0.33,0.34,0.28,0.32,0.31,0.28,0.3,0.3,0.31,0.31,0.3,0.32,0.3,0.33,0.33,0.28,0.28,0.29,0.3,0.27,0.27,0.28,0.26,0.28,0.26,0.26,0.28,0.28,0.29,0.26,0.2,0.26,0.24,0.27,0.26,0.21,0.22,0.24,0.24,0.25,0.27,0.27,0.24,0.24,0.26,0.23,0.24,0.25,0.2,0.22,0.21,0.26,0.25,0.0,0.23,0.25,0.26,0.22,0.24,0.25,0.25,0.23,0.23,0.22,0.25,0.23,0.23,0.24,0.23,0.31,0.23,0.24,0.25,0.24,0.22,0.24,0.23,0.23,0.24,0.21,0.22,0.2,0.21,0.25,0.23,0.23,0.22,0.22,0.21,0.23,0.21,0.22,0.21,0.22,0.21,0.18,0.21,0.22,0.21,0.21,0.21,0.23,0.22,0.22,0.2,0.2,0.22,0.22,0.23,0.22,0.21,0.19,0.2,0.21,0.19,0.2,0.21,0.2,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.19,0.2,0.2,0.0,0.0,0.19,0.0,0.0,0.21,0.0,0.18,0.0,0.19,0.19,0.19,0.0,0.19,0.18,0.0,0.0,0.19,0.0,0.0,0.19,0.18,0.27,0.18,0.19,0.18,0.18,0.0,0.0,0.19,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34
07/26/2021,0.69,0.52,0.49,0.41,0.47,0.4,0.46,0.42,0.45,0.43,0.45,0.44,0.41,0.46,0.41,0.46,0.43,0.44,0.39,0.43,0.39,0.42,0.4,0.41,0.41,0.39,0.36,0.39,0.36,0.38,0.36,0.36,0.36,0.4,0.31,0.35,0.33,0.36,0.35,0.35,0.34,0.36,0.34,0.32,0.32,0.29,0.32,0.32,0.34,0.27,0.31,0.3,0.28,0.3,0.3,0.31,0.31,0.3,0.32,0.3,0.33,0.32,0.3,0.29,0.28,0.3,0.27,0.27,0.28,0.26,0.28,0.26,0.26,0.28,0.28,0.29,0.27,0.2,0.26,0.24,0.27,0.26,0.22,0.23,0.24,0.24,0.25,0.26,0.27,0.23,0.24,0.26,0.23,0.23,0.25,0.21,0.22,0.22,0.25,0.25,0.0,0.23,0.25,0.27,0.22,0.24,0.24,0.25,0.22,0.23,0.22,0.25,0.23,0.22,0.24,0.22,0.3,0.23,0.3,0.25,0.24,0.22,0.24,0.23,0.23,0.24,0.21,0.22,0.2,0.21,0.25,0.23,0.23,0.22,0.22,0.21,0.23,0.21,0.22,0.2,0.22,0.21,0.19,0.21,0.22,0.21,0.22,0.2,0.23,0.23,0.22,0.2,0.21,0.21,0.22,0.23,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.2,0.2,0.21,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.2,0.0,0.19,0.19,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.0,0.25,0.18,0.18,0.0,0.19,0.2,0.18,0.0,0.19,0.18,0.19,0.19,0.18,0.0,0.18,0.18,0.18,0.26,0.0,0.19,0.0,0.18,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.34
07/27/2021,0.67,0.57,0.49,0.4,0.47,0.4,0.46,0.42,0.45,0.43,0.46,0.43,0.41,0.46,0.4,0.46,0.44,0.45,0.39,0.44,0.4,0.43,0.4,0.41,0.42,0.39,0.36,0.39,0.36,0.39,0.36,0.36,0.36,0.42,0.3,0.36,0.33,0.36,0.35,0.35,0.34,0.36,0.33,0.32,0.32,0.29,0.33,0.32,0.34,0.27,0.31,0.3,0.29,0.29,0.29,0.31,0.34,0.3,0.34,0.3,0.32,0.32,0.29,0.29,0.28,0.3,0.27,0.26,0.28,0.26,0.28,0.26,0.26,0.28,0.28,0.29,0.27,0.19,0.26,0.25,0.27,0.27,0.22,0.24,0.24,0.23,0.25,0.26,0.27,0.23,0.24,0.27,0.24,0.23,0.26,0.2,0.22,0.22,0.25,0.24,0.0,0.23,0.26,0.27,0.22,0.24,0.24,0.25,0.23,0.23,0.22,0.27,0.23,0.23,0.23,0.21,0.3,0.23,0.33,0.25,0.24,0.22,0.24,0.22,0.23,0.24,0.21,0.22,0.2,0.2,0.25,0.23,0.25,0.23,0.22,0.21,0.23,0.21,0.22,0.2,0.22,0.21,0.0,0.21,0.22,0.21,0.22,0.21,0.23,0.23,0.22,0.2,0.21,0.21,0.23,0.23,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.21,0.19,0.2,0.19,0.18,0.2,0.0,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.0,0.24,0.18,0.18,0.0,0.19,0.2,0.0,0.0,0.19,0.18,0.19,0.19,0.19,0.0,0.0,0.0,0.18,0.26,0.18,0.19,0.0,0.19,0.18,0.0,0.18,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.53999999999999
07/28/2021,0.63,0.57,0.49,0.39,0.47,0.39,0.46,0.42,0.46,0.44,0.47,0.43,0.41,0.47,0.4,0.47,0.45,0.46,0.4,0.44,0.4,0.44,0.4,0.42,0.42,0.37,0.36,0.39,0.37,0.38,0.35,0.36,0.37,0.42,0.29,0.36,0.33,0.36,0.35,0.36,0.35,0.37,0.34,0.32,0.33,0.28,0.33,0.33,0.35,0.27,0.31,0.3,0.29,0.29,0.29,0.31,0.33,0.29,0.34,0.31,0.33,0.33,0.29,0.3,0.28,0.3,0.27,0.27,0.26,0.26,0.29,0.26,0.26,0.28,0.28,0.29,0.28,0.19,0.26,0.25,0.27,0.27,0.21,0.23,0.24,0.24,0.25,0.26,0.29,0.24,0.24,0.28,0.24,0.23,0.29,0.2,0.22,0.23,0.25,0.24,0.0,0.23,0.26,0.26,0.21,0.24,0.25,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.23,0.22,0.31,0.23,0.32,0.25,0.24,0.22,0.25,0.22,0.23,0.24,0.21,0.22,0.2,0.2,0.26,0.23,0.28,0.22,0.22,0.21,0.23,0.22,0.22,0.21,0.23,0.21,0.18,0.22,0.22,0.21,0.22,0.2,0.24,0.23,0.22,0.19,0.2,0.22,0.22,0.22,0.21,0.21,0.19,0.2,0.19,0.19,0.2,0.21,0.2,0.19,0.22,0.2,0.2,0.19,0.0,0.2,0.0,0.2,0.19,0.0,0.19,0.18,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.0,0.27,0.18,0.18,0.0,0.19,0.2,0.18,0.0,0.19,0.0,0.19,0.19,0.19,0.0,0.18,0.18,0.0,0.26,0.18,0.19,0.0,0.19,0.18,0.18,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.76
07/29/2021,0.61,0.57,0.49,0.41,0.44,0.33,0.45,0.4,0.48,0.44,0.47,0.43,0.41,0.47,0.4,0.45,0.45,0.46,0.39,0.44,0.4,0.42,0.4,0.42,0.42,0.37,0.36,0.39,0.37,0.38,0.36,0.36,0.37,0.42,0.28,0.36,0.33,0.37,0.35,0.36,0.34,0.37,0.34,0.31,0.32,0.36,0.3,0.32,0.34,0.27,0.3,0.3,0.28,0.29,0.29,0.31,0.34,0.27,0.33,0.31,0.33,0.33,0.29,0.29,0.28,0.3,0.27,0.27,0.26,0.26,0.29,0.26,0.26,0.27,0.29,0.29,0.27,0.19,0.26,0.26,0.28,0.27,0.21,0.24,0.24,0.24,0.26,0.27,0.28,0.23,0.23,0.28,0.24,0.23,0.29,0.2,0.22,0.22,0.26,0.25,0.0,0.24,0.26,0.26,0.22,0.24,0.25,0.25,0.23,0.24,0.22,0.26,0.23,0.23,0.24,0.22,0.3,0.23,0.31,0.25,0.24,0.24,0.24,0.23,0.23,0.25,0.21,0.22,0.2,0.2,0.26,0.23,0.28,0.22,0.23,0.21,0.23,0.22,0.22,0.21,0.23,0.2,0.0,0.22,0.23,0.21,0.22,0.2,0.24,0.23,0.22,0.18,0.19,0.21,0.22,0.21,0.22,0.21,0.19,0.21,0.19,0.19,0.2,0.22,0.2,0.19,0.21,0.2,0.2,0.19,0.0,0.2,0.0,0.2,0.2,0.0,0.19,0.18,0.19,0.2,0.2,0.0,0.19,0.19,0.0,0.18,0.27,0.18,0.18,0.18,0.2,0.21,0.18,0.0,0.19,0.18,0.19,0.19,0.0,0.0,0.0,0.19,0.0,0.26,0.19,0.19,0.0,0.19,0.18,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.7
07/30/2021,0.61,0.57,0.49,0.4,0.44,0.3,0.44,0.39,0.49,0.43,0.47,0.42,0.41,0.48,0.4,0.46,0.45,0.45,0.39,0.44,0.39,0.43,0.41,0.42,0.43,0.36,0.35,0.4,0.37,0.39,0.36,0.35,0.37,0.42,0.27,0.36,0.31,0.37,0.34,0.36,0.34,0.36,0.33,0.31,0.32,0.34,0.3,0.32,0.35,0.27,0.31,0.31,0.29,0.29,0.3,0.32,0.31,0.26,0.34,0.3,0.34,0.33,0.29,0.29,0.28,0.31,0.27,0.26,0.26,0.26,0.29,0.26,0.26,0.27,0.29,0.29,0.27,0.19,0.27,0.26,0.27,0.27,0.21,0.23,0.23,0.23,0.26,0.27,0.27,0.23,0.23,0.28,0.24,0.23,0.29,0.2,0.22,0.22,0.25,0.25,0.0,0.23,0.26,0.26,0.21,0.24,0.26,0.25,0.23,0.24,0.23,0.26,0.24,0.23,0.24,0.23,0.31,0.23,0.33,0.24,0.24,0.23,0.24,0.23,0.22,0.25,0.2,0.22,0.2,0.2,0.26,0.24,0.28,0.22,0.22,0.21,0.23,0.23,0.22,0.21,0.23,0.2,0.0,0.22,0.23,0.21,0.22,0.2,0.24,0.24,0.22,0.0,0.2,0.22,0.22,0.22,0.22,0.21,0.18,0.21,0.19,0.19,0.2,0.22,0.19,0.2,0.22,0.2,0.22,0.19,0.0,0.2,0.0,0.2,0.2,0.0,0.19,0.0,0.19,0.2,0.2,0.19,0.0,0.19,0.0,0.0,0.24,0.0,0.0,0.18,0.2,0.21,0.18,0.0,0.19,0.19,0.19,0.18,0.18,0.0,0.0,0.19,0.0,0.27,0.19,0.19,0.18,0.19,0.18,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.62
08/02/2021,0.62,0.59,0.5,0.4,0.45,0.31,0.46,0.4,0.46,0.45,0.47,0.43,0.41,0.46,0.4,0.46,0.44,0.46,0.4,0.41,0.38,0.43,0.4,0.41,0.41,0.38,0.36,0.4,0.37,0.38,0.35,0.35,0.39,0.43,0.28,0.36,0.31,0.36,0.34,0.35,0.34,0.37,0.34,0.32,0.32,0.33,0.31,0.32,0.34,0.27,0.31,0.29,0.29,0.29,0.3,0.31,0.32,0.26,0.35,0.3,0.35,0.32,0.3,0.29,0.27,0.31,0.27,0.27,0.27,0.26,0.29,0.26,0.27,0.28,0.29,0.3,0.27,0.21,0.27,0.25,0.27,0.27,0.21,0.23,0.21,0.24,0.26,0.27,0.27,0.24,0.23,0.27,0.24,0.23,0.28,0.2,0.23,0.22,0.25,0.25,0.0,0.23,0.27,0.26,0.22,0.24,0.26,0.25,0.22,0.24,0.22,0.25,0.23,0.22,0.24,0.23,0.3,0.23,0.26,0.25,0.25,0.22,0.25,0.23,0.21,0.25,0.2,0.22,0.21,0.21,0.26,0.24,0.31,0.22,0.22,0.21,0.23,0.23,0.22,0.21,0.23,0.2,0.18,0.23,0.24,0.21,0.23,0.2,0.25,0.24,0.22,0.19,0.2,0.21,0.22,0.22,0.22,0.2,0.0,0.21,0.18,0.19,0.22,0.22,0.2,0.2,0.22,0.19,0.22,0.19,0.18,0.2,0.0,0.2,0.2,0.0,0.19,0.19,0.0,0.19,0.2,0.19,0.18,0.19,0.0,0.0,0.24,0.18,0.18,0.0,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.19,0.0,0.0,0.19,0.21,0.0,0.26,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.19,0.18,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.71
08/03/2021,0.64,0.59,0.52,0.4,0.45,0.31,0.44,0.4,0.43,0.4,0.48,0.44,0.41,0.47,0.4,0.47,0.43,0.46,0.41,0.42,0.39,0.44,0.4,0.41,0.41,0.39,0.36,0.4,0.37,0.38,0.35,0.36,0.4,0.42,0.29,0.36,0.31,0.37,0.34,0.36,0.35,0.37,0.39,0.33,0.33,0.33,0.3,0.33,0.35,0.27,0.32,0.3,0.28,0.29,0.29,0.32,0.32,0.26,0.34,0.3,0.37,0.32,0.29,0.28,0.27,0.31,0.27,0.27,0.27,0.27,0.29,0.26,0.28,0.28,0.29,0.31,0.26,0.21,0.27,0.25,0.27,0.27,0.21,0.23,0.2,0.23,0.26,0.27,0.27,0.24,0.24,0.26,0.25,0.23,0.28,0.2,0.23,0.21,0.25,0.25,0.0,0.23,0.27,0.25,0.22,0.26,0.26,0.25,0.21,0.24,0.22,0.25,0.23,0.22,0.25,0.22,0.31,0.23,0.18,0.25,0.25,0.21,0.25,0.23,0.21,0.25,0.2,0.22,0.21,0.21,0.27,0.24,0.3,0.22,0.22,0.21,0.23,0.23,0.22,0.21,0.24,0.2,0.0,0.23,0.24,0.21,0.23,0.2,0.24,0.24,0.22,0.19,0.2,0.22,0.22,0.23,0.21,0.21,0.0,0.21,0.18,0.19,0.23,0.22,0.2,0.19,0.2,0.2,0.22,0.19,0.0,0.21,0.0,0.21,0.19,0.0,0.2,0.19,0.0,0.19,0.2,0.19,0.19,0.19,0.0,0.19,0.21,0.19,0.18,0.18,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.19,0.0,0.0,0.19,0.21,0.0,0.26,0.0,0.19,0.18,0.18,0.18,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.19,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8
08/04/2021,0.64,0.59,0.52,0.4,0.45,0.31,0.44,0.4,0.43,0.4,0.48,0.44,0.41,0.47,0.4,0.47,0.43,0.46,0.41,0.42,0.39,0.44,0.4,0.41,0.41,0.39,0.36,0.4,0.37,0.38,0.35,0.36,0.4,0.42,0.29,0.36,0.31,0.37,0.34,0.36,0.35,0.37,0.39,0.33,0.33,0.33,0.3,0.33,0.35,0.27,0.32,0.3,0.28,0.29,0.29,0.32,0.32,0.26,0.34,0.3,0.37,0.32,0.29,0.28,0.27,0.31,0.27,0.27,0.27,0.27,0.29,0.26,0.28,0.28,0.29,0.31,0.26,0.21,0.27,0.25,0.27,0.27,0.21,0.23,0.2,0.23,0.26,0.27,0.27,0.24,0.24,0.26,0.25,0.23,0.28,0.2,0.23,0.21,0.25,0.25,0.0,0.23,0.27,0.25,0.22,0.26,0.26,0.25,0.21,0.24,0.22,0.25,0.23,0.22,0.25,0.22,0.31,0.23,0.18,0.25,0.25,0.21,0.25,0.23,0.21,0.25,0.2,0.22,0.21,0.21,0.27,0.24,0.3,0.22,0.22,0.21,0.23,0.23,0.22,0.21,0.24,0.2,0.0,0.23,0.24,0.21,0.23,0.2,0.24,0.24,0.22,0.19,0.2,0.22,0.22,0.23,0.21,0.21,0.0,0.21,0.18,0.19,0.23,0.22,0.2,0.19,0.2,0.2,0.22,0.19,0.0,0.21,0.0,0.21,0.19,0.0,0.2,0.19,0.0,0.19,0.2,0.19,0.19,0.19,0.0,0.19,0.21,0.19,0.18,0.18,0.2,0.21,0.0,0.0,0.2,0.0,0.19,0.19,0.0,0.0,0.19,0.21,0.0,0.26,0.0,0.19,0.18,0.18,0.18,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.19,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8
08/05/2021,0.64,0.59,0.52,0.4,0.45,0.31,0.44,0.4,0.43,0.4,0.48,0.44,0.41,0.47,0.4,0.47,0.43,0.46,0.41,0.42,0.39,0.44,0.4,0.41,0.41,0.39,0.36,0.4,0.37,0.38,0.35,0.36,0.4,0.42,0.29,0.36,0.31,0.37,0.34,0.36,0.35,0.37,0.39,0.33,0.33,0.33,0.3,0.33,0.35,0.27,0.32,0.3,0.28,0.29,0.29,0.32,0.32,0.26,0.34,0.3,0.37,0.32,0.29,0.28,0.27,0.31,0.27,0.27,0.27,0.27,0.29,0.26,0.28,0.28,0.29,0.31,0.26,0.21,0.27,0.25,0.27,0.27,0.21,0.23,0.2,0.23,0.26,0.27,0.27,0.24,0.24,0.26,0.25,0.23,0.28,0.2,0.23,0.21,0.25,0.25,0.0,0.23,0.27,0.25,0.22,0.26,0.26,0.25,0.21,0.24,0.22,0.25,0.23,0.22,0.25,0.22,0.31,0.23,0.18,0.25,0.25,0.21,0.25,0.23,0.21,0.25,0.2,0.22,0.21,0.21,0.27,0.24,0.3,0.22,0.22,0.21,0.23,0.23,0.22,0.21,0.24,0.2,0.0,0.23,0.24,0.21,0.23,0.2,0.24,0.24,0.22,0.19,0.2,0.22,0.22,0.23,0.21,0.21,0.0,0.21,0.18,0.19,0.23,0.22,0.2,0.19,0.2,0.2,0.22,0.19,0.0,0.21,0.0,0.21,0.19,0.0,0.2,0.19,0.18,0.19,0.2,0.19,0.19,0.19,0.0,0.19,0.21,0.19,0.18,0.18,0.2,0.21,0.18,0.0,0.2,0.0,0.19,0.19,0.18,0.0,0.19,0.21,0.0,0.26,0.18,0.19,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8
