,2330.TW,700.HK,9988.HK,005930.KS,3690.HK,VALE3.SA,NPN.JO,RELIANCE.NS,939.HK,INFY.NS,NIO,JD,2318.HK,000660.KS,HDFC.NS,2269.HK,005935.KQ,2317.TW,BIDU,2454.TW,PDD,1810.HK,GAZP.ME,ICICIBANK.NS,035420.KS,NTES,SBER.ME,035720.KS,TCS.NS,LKOH.ME,1120.SR,006400.KS,051910.KS,1180.SR,1398.HK,M4B.,005380.KS,2010.SR,3988.HK,YUMC,HINDUNILVR.NS,ITUB4.SA,AMXL.MX,PETR4.SA,2331.HK,2020.HK,600519.SS,BBCA.JK,AXISBANK.NS,BBDC4.SA,068270.KS,2303.TW,BAJFINANCE.NS,005490.KS,BY6.,QNBK.QA,2382.HK,YNDX,2308.TW,GMKN.ME,2603.TW,2313.HK,PETR3.SA,NVTK.L,000270.KS,7010.SR,FAB.,2222.SR,NBK.,FSR.JO,2319.HK,175.HK,105560.KS,B3SA3.SA,BILI,TCOM,BHARTIARTL.NS,XTSLA,2881.TW,2002.TW,GFNORTEO.MX,012330.KS,ABEV3.SA,LI,WALMEX.MX,066570.KS,1303.TW,FEMSAUBD.MX,BEKE,ASIANPAINT.NS,2882.TW,BGNE,BBRI.JK,6098.HK,2412.TW,2688.HK,055550.KS,1301.TW,051900.KS,PBBANK.KL,CHL.,XPEV,2891.TW,HCLTECH.NS,HKD,GMEXICOB.MX,3711.TW,MARUTI.NS,LT.NS,IMP.JO,ZLAB,MTN.JO,2609.TW,207940.KS,096770.KS,CEMEXCPO.MX,291.HK,ZTO,2886.TW,1216.TW,1801.HK,1109.HK,KOTAKBANK.NS,1093.HK,SSW.JO,KFH.,OTP.BD,EDU,SNPMF,086790.KS,300750.SZ,PTT-R.BK,036570.KS,MGLU3.SA,011200.KS,000858.SZ,600036.SS,CPALL-R.BK,TCS.L,017670.KS,2333.HK,3008.TW,1326.TW,SBK.JO,WEGE3.SA,SCVUF,WIPRO.NS,TATASTEEL.NS,028260.KS,960.HK,TLKM.JK,3034.TW,TATN.ME,SBIN.NS,857.HK,6415.TW,NTCO3.SA,ETISALAT.,2884.TW,CPI.JO,M&M.NS,ROSN.ME,TECHM.NS,1101.TW,EMIRATESNBD.DB,009150.KS,HTHT,968.HK,384.HK,TME,ITSA4.SA,2357.TW,1177.HK,ULTRACEMCO.NS,1010.SR,2885.TW,5871.TW,992.HK,VIPS,GNDI3.SA,HINDALCO.NS,268.HK,SLM.JO,ANG.JO,AOT-R.BK,DIVISLAB.NS,1918.HK,2892.TW,033780.KS,2007.HK,2601.HK,GLOB,1288.HK,2379.TW,688.HK,DRREDDY.NS,SOL.JO,2382.TW,SUZB3.SA,TAL,NESTLEIND.NS,BAP,ITC.NS,GFI.JO,091990.KQ,241.HK,TITAN.NS,JSWSTEEL.NS,PKO.WA,RENT3.SA,ANSGR.IS,6186.HK,DMART.NS,SUNPHARMA.NS,2327.TW,1211.SR,TWD,BMRI.JK,2899.HK,POLY.L,AMS.JO,LREN3.SA,ABG.JO,003550.KS,SUM
07/23/2021,6.19,4.87,4.79,3.97,1.55,1.04,1.04,0.97,0.82,0.86,0.69,0.77,0.71,0.68,0.69,0.72,0.63,0.62,0.58,0.6,0.54,0.62,0.53,0.54,0.57,0.55,0.52,0.5,0.48,0.43,0.43,0.43,0.39,0.39,0.39,0.38,0.34,0.35,0.33,0.33,0.33,0.33,0.32,0.29,0.33,0.31,0.29,0.28,0.27,0.27,0.28,0.27,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.26,0.19,0.22,0.23,0.23,0.24,0.25,0.24,0.24,0.23,0.21,0.21,0.21,0.21,0.23,0.22,0.18,0.21,0.14,0.23,0.18,0.19,0.2,0.19,0.18,0.2,0.18,0.19,0.19,0.16,0.2,0.19,0.18,0.17,0.17,0.18,0.2,0.17,0.17,0.17,0.17,0.15,0.19,0.17,0.17,0.2,0.17,0.17,0.16,0.18,0.15,0.15,0.15,0.12,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.15,0.13,0.14,0.16,0.12,0.13,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.13,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.12,0.0,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.04
07/26/2021,6.22,4.83,4.79,3.93,1.52,1.05,1.06,0.97,0.81,0.86,0.73,0.79,0.7,0.67,0.69,0.69,0.63,0.61,0.59,0.59,0.56,0.6,0.54,0.53,0.55,0.55,0.52,0.47,0.48,0.43,0.43,0.42,0.39,0.39,0.38,0.38,0.34,0.35,0.33,0.33,0.33,0.33,0.32,0.3,0.32,0.3,0.29,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.17,0.22,0.24,0.23,0.24,0.25,0.24,0.24,0.23,0.21,0.22,0.22,0.21,0.23,0.23,0.18,0.21,0.14,0.23,0.18,0.2,0.19,0.19,0.19,0.2,0.18,0.19,0.2,0.16,0.2,0.19,0.17,0.18,0.17,0.18,0.2,0.17,0.17,0.16,0.17,0.15,0.2,0.17,0.17,0.0,0.17,0.17,0.16,0.18,0.15,0.14,0.15,0.11,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.13,0.13,0.16,0.13,0.14,0.16,0.11,0.13,0.12,0.13,0.13,0.13,0.16,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.13,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.97000000000001
07/27/2021,6.23,4.83,4.85,3.96,1.56,1.05,1.07,0.97,0.81,0.87,0.71,0.79,0.71,0.68,0.69,0.69,0.63,0.59,0.58,0.59,0.55,0.6,0.54,0.54,0.56,0.54,0.52,0.48,0.48,0.43,0.42,0.42,0.39,0.39,0.38,0.38,0.33,0.34,0.33,0.33,0.32,0.32,0.32,0.3,0.31,0.3,0.28,0.28,0.27,0.27,0.27,0.26,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.26,0.16,0.22,0.24,0.23,0.24,0.24,0.23,0.24,0.23,0.21,0.21,0.22,0.21,0.23,0.21,0.17,0.22,0.14,0.23,0.18,0.2,0.2,0.18,0.19,0.2,0.18,0.2,0.19,0.16,0.19,0.2,0.18,0.18,0.17,0.18,0.2,0.17,0.17,0.16,0.17,0.15,0.2,0.17,0.17,0.2,0.18,0.17,0.16,0.18,0.15,0.15,0.15,0.1,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.16,0.13,0.14,0.16,0.11,0.13,0.12,0.13,0.13,0.13,0.16,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.13,0.1,0.1,0.1,0.12,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.11,0.13,0.11,0.11,0.12,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.03
07/28/2021,6.24,4.77,4.85,3.99,1.54,1.06,1.05,0.98,0.82,0.88,0.69,0.76,0.7,0.68,0.69,0.68,0.63,0.6,0.56,0.61,0.52,0.59,0.54,0.57,0.59,0.51,0.52,0.49,0.48,0.44,0.43,0.44,0.4,0.39,0.39,0.38,0.33,0.35,0.33,0.33,0.32,0.33,0.33,0.3,0.29,0.29,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.26,0.26,0.26,0.17,0.22,0.24,0.23,0.24,0.25,0.24,0.24,0.23,0.22,0.21,0.22,0.22,0.24,0.19,0.17,0.22,0.22,0.23,0.19,0.2,0.2,0.19,0.17,0.2,0.19,0.2,0.2,0.15,0.19,0.2,0.18,0.18,0.17,0.18,0.21,0.18,0.17,0.15,0.17,0.15,0.19,0.17,0.18,0.0,0.18,0.16,0.16,0.18,0.16,0.14,0.15,0.1,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.0,0.14,0.14,0.16,0.13,0.14,0.16,0.11,0.13,0.12,0.13,0.13,0.13,0.18,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.11,0.13,0.13,0.13,0.13,0.11,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.15
07/29/2021,6.32,4.5,4.65,4.04,1.36,1.11,1.0,0.99,0.83,0.91,0.69,0.71,0.68,0.69,0.71,0.63,0.65,0.61,0.54,0.62,0.48,0.59,0.55,0.58,0.6,0.45,0.55,0.49,0.49,0.44,0.45,0.44,0.4,0.39,0.4,0.37,0.34,0.36,0.34,0.33,0.32,0.34,0.34,0.32,0.29,0.29,0.27,0.29,0.29,0.28,0.27,0.28,0.28,0.28,0.27,0.27,0.26,0.27,0.26,0.27,0.16,0.22,0.25,0.24,0.24,0.25,0.24,0.24,0.25,0.22,0.21,0.22,0.22,0.24,0.18,0.16,0.22,0.22,0.22,0.19,0.21,0.19,0.19,0.18,0.21,0.19,0.2,0.2,0.11,0.2,0.19,0.16,0.18,0.14,0.19,0.21,0.18,0.17,0.15,0.17,0.15,0.19,0.18,0.18,0.15,0.19,0.17,0.17,0.18,0.17,0.12,0.15,0.1,0.16,0.14,0.16,0.15,0.14,0.16,0.16,0.14,0.16,0.16,0.15,0.15,0.15,0.14,0.0,0.14,0.14,0.16,0.14,0.15,0.16,0.11,0.12,0.12,0.13,0.14,0.13,0.17,0.13,0.13,0.13,0.14,0.12,0.14,0.14,0.12,0.12,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.92
07/30/2021,6.47,4.19,4.44,4.13,1.14,1.11,0.95,1.0,0.86,0.93,0.65,0.71,0.67,0.7,0.71,0.59,0.66,0.63,0.54,0.64,0.44,0.57,0.56,0.59,0.61,0.45,0.55,0.51,0.5,0.45,0.45,0.46,0.42,0.41,0.41,0.37,0.35,0.37,0.35,0.32,0.33,0.35,0.35,0.32,0.26,0.28,0.26,0.29,0.28,0.29,0.28,0.28,0.29,0.3,0.26,0.28,0.26,0.26,0.26,0.28,0.15,0.22,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.22,0.21,0.22,0.23,0.24,0.17,0.17,0.23,0.14,0.22,0.19,0.21,0.2,0.2,0.16,0.21,0.19,0.2,0.21,0.11,0.2,0.19,0.16,0.18,0.12,0.19,0.21,0.18,0.17,0.15,0.17,0.15,0.17,0.18,0.18,0.18,0.2,0.17,0.17,0.19,0.17,0.11,0.15,0.0,0.17,0.15,0.16,0.15,0.14,0.16,0.16,0.13,0.15,0.16,0.14,0.15,0.15,0.15,0.0,0.14,0.15,0.15,0.14,0.15,0.16,0.12,0.11,0.12,0.13,0.13,0.13,0.17,0.13,0.13,0.13,0.14,0.12,0.14,0.14,0.13,0.12,0.14,0.14,0.12,0.13,0.11,0.13,0.13,0.14,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.12,0.12,0.11,0.14,0.12,0.11,0.13,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.1,0.0,0.12,0.11,0.13,0.11,0.1,0.0,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,67.6
08/02/2021,6.31,4.47,4.72,4.03,1.3,1.11,1.05,0.97,0.82,0.91,0.68,0.76,0.67,0.67,0.68,0.66,0.64,0.61,0.55,0.62,0.5,0.59,0.57,0.58,0.58,0.5,0.55,0.49,0.49,0.45,0.45,0.45,0.41,0.39,0.39,0.37,0.33,0.36,0.33,0.32,0.32,0.36,0.35,0.32,0.3,0.3,0.26,0.28,0.27,0.29,0.27,0.28,0.29,0.28,0.28,0.27,0.27,0.26,0.25,0.27,0.17,0.22,0.25,0.25,0.24,0.26,0.24,0.24,0.25,0.22,0.21,0.24,0.22,0.24,0.18,0.17,0.23,0.2,0.21,0.19,0.21,0.19,0.2,0.18,0.21,0.19,0.2,0.21,0.1,0.19,0.18,0.18,0.18,0.15,0.19,0.21,0.19,0.17,0.15,0.17,0.15,0.18,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.18,0.13,0.15,0.0,0.16,0.14,0.16,0.14,0.15,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.16,0.11,0.11,0.12,0.13,0.13,0.13,0.18,0.13,0.13,0.13,0.15,0.12,0.13,0.15,0.13,0.11,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.0,0.0,0.1,0.12,0.1,0.0,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.0,0.12,0.1,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.1,0.1,0.11,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,68.06
08/03/2021,6.36,4.41,4.58,4.05,1.24,1.04,1.04,0.97,0.83,0.92,0.72,0.76,0.69,0.66,0.7,0.64,0.64,0.61,0.55,0.61,0.5,0.58,0.57,0.58,0.58,0.51,0.56,0.49,0.49,0.44,0.45,0.44,0.42,0.4,0.39,0.37,0.33,0.36,0.34,0.32,0.32,0.35,0.35,0.31,0.29,0.3,0.25,0.29,0.27,0.28,0.26,0.3,0.28,0.29,0.3,0.27,0.27,0.26,0.25,0.27,0.15,0.23,0.25,0.25,0.24,0.27,0.25,0.24,0.25,0.23,0.21,0.25,0.22,0.23,0.17,0.16,0.23,0.22,0.21,0.19,0.21,0.19,0.19,0.2,0.21,0.18,0.2,0.21,0.1,0.19,0.19,0.18,0.18,0.15,0.19,0.21,0.18,0.17,0.15,0.17,0.15,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.14,0.15,0.0,0.16,0.14,0.16,0.14,0.15,0.16,0.16,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.15,0.11,0.11,0.12,0.13,0.13,0.13,0.2,0.13,0.13,0.13,0.15,0.12,0.13,0.15,0.13,0.11,0.14,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.1,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.11,0.13,0.0,0.0,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,67.97
08/04/2021,6.36,4.41,4.58,4.05,1.24,1.04,1.04,0.97,0.83,0.92,0.72,0.76,0.69,0.66,0.7,0.64,0.64,0.61,0.55,0.61,0.5,0.58,0.57,0.58,0.58,0.51,0.56,0.49,0.49,0.44,0.45,0.44,0.42,0.4,0.39,0.37,0.33,0.36,0.34,0.32,0.32,0.35,0.35,0.31,0.29,0.3,0.25,0.29,0.27,0.28,0.26,0.3,0.28,0.29,0.3,0.27,0.27,0.26,0.25,0.27,0.15,0.23,0.25,0.25,0.24,0.27,0.25,0.24,0.25,0.23,0.21,0.25,0.22,0.23,0.17,0.16,0.23,0.22,0.21,0.19,0.21,0.19,0.19,0.2,0.21,0.18,0.2,0.21,0.1,0.19,0.19,0.18,0.18,0.15,0.19,0.21,0.18,0.17,0.15,0.17,0.15,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.14,0.15,0.0,0.16,0.14,0.16,0.14,0.15,0.16,0.16,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.15,0.11,0.11,0.12,0.13,0.13,0.13,0.2,0.13,0.13,0.13,0.15,0.12,0.13,0.15,0.13,0.11,0.14,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.1,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.11,0.13,0.0,0.0,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,67.97
08/05/2021,6.36,4.41,4.58,4.05,1.24,1.04,1.04,0.97,0.83,0.92,0.72,0.76,0.69,0.66,0.7,0.64,0.64,0.61,0.55,0.61,0.5,0.58,0.57,0.58,0.58,0.51,0.56,0.49,0.49,0.44,0.45,0.44,0.42,0.4,0.39,0.37,0.33,0.36,0.34,0.32,0.32,0.35,0.35,0.31,0.29,0.3,0.25,0.29,0.27,0.28,0.26,0.3,0.28,0.29,0.3,0.27,0.27,0.26,0.25,0.27,0.15,0.23,0.25,0.25,0.24,0.27,0.25,0.24,0.25,0.23,0.21,0.25,0.22,0.23,0.17,0.16,0.23,0.22,0.21,0.19,0.21,0.19,0.19,0.2,0.21,0.18,0.2,0.21,0.1,0.19,0.19,0.18,0.18,0.15,0.19,0.21,0.18,0.17,0.15,0.17,0.15,0.19,0.18,0.19,0.18,0.18,0.18,0.16,0.18,0.18,0.14,0.15,0.0,0.16,0.14,0.16,0.14,0.15,0.16,0.16,0.15,0.13,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.15,0.11,0.11,0.12,0.13,0.13,0.13,0.2,0.13,0.13,0.13,0.15,0.12,0.13,0.15,0.13,0.11,0.14,0.13,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.1,0.12,0.12,0.0,0.12,0.11,0.11,0.13,0.12,0.11,0.13,0.0,0.0,0.1,0.12,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.12,0.11,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,67.97
08/06/2021,6.44,4.06,4.63,4.16,1.21,1.05,0.97,0.98,0.83,0.93,0.71,0.75,0.69,0.7,0.73,0.67,0.65,0.61,0.54,0.62,0.48,0.59,0.57,0.59,0.56,0.46,0.56,0.48,0.5,0.44,0.48,0.44,0.42,0.41,0.39,0.37,0.34,0.36,0.34,0.32,0.33,0.35,0.36,0.3,0.3,0.3,0.26,0.29,0.28,0.28,0.27,0.31,0.28,0.27,0.32,0.27,0.26,0.25,0.25,0.27,0.16,0.23,0.24,0.25,0.24,0.27,0.25,0.24,0.25,0.23,0.22,0.25,0.22,0.23,0.17,0.15,0.24,0.21,0.22,0.19,0.21,0.2,0.19,0.19,0.21,0.18,0.2,0.21,0.0,0.19,0.19,0.19,0.18,0.15,0.19,0.22,0.18,0.17,0.14,0.17,0.15,0.2,0.18,0.19,0.14,0.18,0.18,0.16,0.19,0.18,0.14,0.17,0.0,0.16,0.14,0.16,0.14,0.15,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.14,0.15,0.13,0.14,0.14,0.1,0.11,0.12,0.13,0.13,0.13,0.18,0.13,0.13,0.14,0.14,0.12,0.14,0.15,0.13,0.11,0.14,0.14,0.12,0.13,0.11,0.13,0.12,0.14,0.13,0.12,0.11,0.11,0.13,0.12,0.11,0.12,0.1,0.13,0.12,0.0,0.12,0.1,0.11,0.14,0.12,0.11,0.13,0.0,0.1,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.12,0.11,0.12,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,67.93
08/10/2021,6.45,4.13,4.64,4.19,1.22,1.02,0.97,0.99,0.83,0.93,0.7,0.74,0.68,0.69,0.75,0.66,0.67,0.62,0.54,0.63,0.47,0.6,0.56,0.59,0.59,0.43,0.58,0.49,0.51,0.43,0.47,0.46,0.41,0.41,0.38,0.37,0.34,0.37,0.33,0.32,0.33,0.35,0.35,0.32,0.29,0.29,0.25,0.29,0.28,0.27,0.28,0.32,0.28,0.27,0.34,0.27,0.27,0.25,0.25,0.27,0.16,0.24,0.25,0.26,0.24,0.27,0.24,0.24,0.25,0.24,0.22,0.26,0.22,0.23,0.16,0.15,0.25,0.18,0.22,0.19,0.21,0.2,0.19,0.18,0.21,0.18,0.21,0.21,0.0,0.19,0.19,0.18,0.19,0.14,0.19,0.21,0.18,0.18,0.15,0.17,0.15,0.19,0.18,0.19,0.13,0.18,0.19,0.16,0.18,0.17,0.14,0.16,0.0,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.16,0.15,0.14,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.14,0.11,0.11,0.12,0.12,0.14,0.13,0.19,0.13,0.13,0.14,0.14,0.12,0.14,0.15,0.13,0.1,0.14,0.14,0.12,0.13,0.11,0.14,0.12,0.14,0.13,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.13,0.12,0.0,0.12,0.1,0.11,0.13,0.12,0.11,0.13,0.0,0.1,0.1,0.12,0.1,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.13,0.1,0.13,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,68.05
08/11/2021,6.45,4.13,4.64,4.19,1.22,1.02,0.97,0.99,0.83,0.93,0.7,0.74,0.68,0.69,0.75,0.66,0.67,0.62,0.54,0.63,0.47,0.6,0.56,0.59,0.59,0.43,0.58,0.49,0.51,0.43,0.47,0.46,0.41,0.41,0.38,0.37,0.34,0.37,0.33,0.32,0.33,0.35,0.35,0.32,0.29,0.29,0.25,0.29,0.28,0.27,0.28,0.32,0.28,0.27,0.34,0.27,0.27,0.25,0.25,0.27,0.16,0.24,0.25,0.26,0.24,0.27,0.24,0.24,0.25,0.24,0.22,0.26,0.22,0.23,0.16,0.15,0.25,0.18,0.22,0.19,0.21,0.2,0.19,0.18,0.21,0.18,0.21,0.21,0.0,0.19,0.19,0.18,0.19,0.14,0.19,0.21,0.18,0.18,0.15,0.17,0.15,0.19,0.18,0.19,0.13,0.18,0.19,0.16,0.18,0.17,0.14,0.16,0.0,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.14,0.13,0.16,0.15,0.14,0.15,0.15,0.0,0.14,0.14,0.16,0.13,0.15,0.14,0.11,0.11,0.12,0.12,0.14,0.13,0.19,0.13,0.13,0.14,0.14,0.12,0.14,0.15,0.13,0.1,0.14,0.14,0.12,0.13,0.11,0.14,0.12,0.14,0.13,0.12,0.11,0.11,0.13,0.11,0.11,0.12,0.1,0.13,0.12,0.0,0.12,0.1,0.11,0.13,0.12,0.11,0.13,0.0,0.1,0.1,0.12,0.1,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.13,0.1,0.13,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.09,0.0,0.0,68.05
