,4739.T,ADM.L,8725.T,REL.L,ROG.SW,HEN3.DE,Croda International Plc,NOVN.SW,ENB.TO,G24.DE,8058.T,2331.T,8001.T,9735.T,LR.PA,9048.T,BVI.PA,Kakao Corp.,SU.PA,Daiwa House Residential Investment Corporation,Chocoladefabriken Lindt & Spruengli AG (Participation Certificates),NESN.SW,BARN.SW,RIO.AX,BHP.AX,CM.TO,EssilorLuxottica,TRI.TO,7459.T,DSY.PA,IFC.TO,RY.TO,DPW.DE,Amundi SA,035420.KS,SAN.PA,TD.TO,ENX.PA,4502.T,X.TO,WES.AX,BNS.TO,"Kobayashi Pharmaceutical Co., Ltd.",GIB.A.TO,9433.T,9432.T,OTEX.TO,009150.KS,005930.KS,9434.T,4528.T,018260.KS,MRW.L,000660.KS,DOL.TO,11.HK,388.HK,SIE.DE,RMS.PA,1299.HK,DPH.L,CBA.AX,KER.PA,MPL.AX,CTEC.L,DB1.DE,KBX.DE,PGHN.SW,SPX.L,SBRY.L,CPU.AX,DGE.L,ALV.DE,AZN.L,ASX.AX,HLMA.L,IAG.AX,MC.PA,OR.PA,MQG.AX,ULVR.L,HNR1.DE,Tesco Plc,ML.PA,GSK.L,ECM.L,BATS.L,RKT.L,RTO.L,SK.PA,VIV.PA,TIH.TO,UBI.PA,ZURN.SW,2914.T,BCVN.SW,BALN.SW,ASM.AS,ASML.AS,ENGI.PA,FRE.DE,4452.T,MRK.DE,CP.TO,2269.T,NIBE B.ST,T.TO,SRG.MI,BCE.TO,2897.T,FME.DE,US Dollar,Just Eat Takeaway,BE Semiconductor Industries N.V.,CNR.NE,DTE.DE,AI.PA,AKE.PA,PHIA.AS,SGRO.L,SWECO AB (Class B),005490.KS,Prosus NV,MAERSK B.CO,010130.KS,ASSA B.ST,ATCO A.ST,DSV.CO,Epiroc AB (Class A),GMG.AX,ITX.MC,Vestas Wind Systems A/S,O2D.DE,Dexus / New,SY1.DE,Anheuser-Busch InBev S.A./ N.V.,BNR.DE,Hexagon AB (Class B),Securitas AB (Class B),BXB.AX,COH.AX,TCL.AX,021240.KS,WOW.AX,TLS.AX,SHL.AX,Demant A/S,CSL.AX,COLR.BR,FPE3.DE,AZJ.AX,COL.AX,EVK.DE,035250.KS,NDA SE.ST,S68.SI,Investor AB (Class B),Sika AG (Registered),RHC.AX,NOVO B.CO,KNIN.SW,GMAB.CO,GEBN.SW,D05.SI,002790.KS,Amadeus IT Group S.A. (Class A),U11.SI,SEB A.ST,SGSN.SW,SAMPO.HE,RI.PA,O39.SI,NZYM B.CO,NESTE.HE,DSM.AS,HEIA.AS,HEIO.AS,GN.CO,BEI.DE,090430.KS,ABBN.SW,WKL.AS,SOL.AX,SWED A.ST,SHB A.ST,SCHP.SW,RCO.PA,REE.MC,"Naturgy Energy Group, S.A.",Koninklijke Ahold Delhaize N.V.,Industrivarden AB (Class C),COLO B.CO,CLNX.MC,CA.PA,BUCN.SW,BBVA.MC,SK3.IR,MB.MI,KRX.IR,IBE.MC,Holcim Ltd.,SVT.L,CRDA.L,035720.KS,LISP.SW,8984.T,EL.PA,DSYA.,AMUN.PA,4967.T,TSCO.L,CNR.TO,TKWY.AS,BESI.AS,SWEC B.ST,EPI A.ST,PRX.AS,VWS.CO,ABI.BR,HEXA B.ST,SECU B.ST,DXS.AX,INVE B.ST,DEMANT.CO,SIKA.SW,Us Dollars,AMS.MC,INDUC.ST,AD.AS,NTGY.MC,HOLN.SW,DKSH.SW,GIVN.SW,PNN.L,BN.PA,Pennon Group Plc,UU.L,EMSN.SW,FBK.MI,TEF.MC,FPE3.,ORSTED.CO,DASTF,FUPPF,SAN.MC,BKT.MC,BMED.MI,UMG.AS,PST.MI,SUM
07/23/2021,2.78,2.43,2.19,1.86,1.84,1.75,0.0,1.64,1.31,1.24,1.11,1.12,1.03,1.04,0.91,0.84,0.87,0.0,0.81,0.0,0.0,0.74,0.71,0.66,0.64,0.61,0.0,0.63,0.61,0.0,0.59,0.58,0.58,0.0,0.61,0.58,0.54,0.54,0.57,0.55,0.56,0.53,0.0,0.53,0.54,0.53,0.51,0.51,0.51,0.54,0.53,0.49,0.49,0.47,0.47,0.42,0.49,0.43,0.45,0.42,0.45,0.42,0.42,0.43,0.43,0.4,0.42,0.42,0.42,0.4,0.38,0.4,0.37,0.38,0.39,0.39,0.38,0.39,0.39,0.37,0.37,0.35,0.0,0.36,0.36,0.34,0.34,0.34,0.36,0.34,0.34,0.31,0.28,0.31,0.32,0.31,0.31,0.31,0.31,0.29,0.31,0.29,0.31,0.27,0.3,0.3,0.29,0.28,0.28,0.29,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.23,0.24,0.0,0.22,0.0,0.22,0.25,0.24,0.23,0.22,0.0,0.23,0.21,0.0,0.23,0.0,0.22,0.0,0.21,0.0,0.0,0.19,0.19,0.19,0.19,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.13,0.14,0.14,0.0,0.0,0.13,0.0,0.0,0.0,1.73,0.8,0.8,0.8,0.6,0.62,0.58,0.55,0.35,0.26,0.23,0.26,0.2,0.22,0.23,0.2,0.2,0.21,0.2,0.2,0.17,0.17,0.16,0.17,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.08
07/26/2021,2.73,2.46,2.15,1.88,1.77,1.73,0.0,1.63,1.32,1.26,1.08,1.1,1.01,1.02,0.92,0.82,0.88,0.0,0.82,0.0,0.0,0.72,0.71,0.67,0.66,0.62,0.0,0.63,0.6,0.0,0.59,0.58,0.58,0.0,0.6,0.57,0.54,0.55,0.56,0.55,0.57,0.53,0.0,0.52,0.53,0.52,0.51,0.51,0.5,0.53,0.52,0.49,0.51,0.46,0.47,0.42,0.5,0.45,0.45,0.43,0.46,0.42,0.41,0.43,0.43,0.4,0.41,0.44,0.43,0.4,0.39,0.4,0.38,0.38,0.39,0.4,0.38,0.39,0.39,0.37,0.34,0.36,0.0,0.36,0.36,0.35,0.34,0.33,0.36,0.34,0.34,0.31,0.29,0.32,0.32,0.31,0.31,0.32,0.32,0.29,0.31,0.29,0.31,0.27,0.29,0.32,0.29,0.28,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.24,0.25,0.0,0.23,0.0,0.21,0.27,0.24,0.23,0.22,0.0,0.23,0.21,0.0,0.23,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.19,0.2,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.15,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,1.74,0.76,0.8,0.8,0.61,0.63,0.58,0.55,0.35,0.26,0.24,0.27,0.21,0.22,0.23,0.22,0.21,0.21,0.21,0.2,0.17,0.18,0.16,0.22,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.19999999999999
07/27/2021,2.7,2.47,2.13,1.87,1.78,1.72,0.0,1.64,1.32,1.25,1.07,1.09,1.0,1.01,0.92,0.82,0.88,0.0,0.84,0.0,0.0,0.73,0.71,0.66,0.66,0.62,0.0,0.63,0.59,0.0,0.58,0.57,0.59,0.0,0.61,0.57,0.54,0.55,0.55,0.55,0.57,0.53,0.0,0.53,0.52,0.51,0.52,0.5,0.5,0.52,0.51,0.49,0.5,0.46,0.48,0.42,0.48,0.45,0.45,0.42,0.46,0.41,0.42,0.43,0.43,0.41,0.42,0.44,0.43,0.4,0.38,0.4,0.38,0.38,0.39,0.4,0.38,0.4,0.4,0.37,0.35,0.36,0.0,0.36,0.36,0.35,0.34,0.33,0.36,0.31,0.34,0.31,0.29,0.31,0.31,0.3,0.31,0.33,0.33,0.29,0.32,0.28,0.31,0.28,0.29,0.32,0.29,0.28,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.24,0.25,0.0,0.23,0.0,0.22,0.28,0.24,0.24,0.22,0.0,0.23,0.21,0.0,0.23,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.21,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,1.75,0.77,0.79,0.79,0.61,0.63,0.58,0.54,0.35,0.26,0.24,0.27,0.21,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.17,0.18,0.16,0.22,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06
07/28/2021,2.7,2.47,2.13,1.87,1.78,1.72,0.0,1.64,1.32,1.25,1.07,1.09,1.0,1.01,0.92,0.82,0.88,0.0,0.84,0.0,0.0,0.73,0.71,0.66,0.66,0.62,0.0,0.63,0.59,0.0,0.58,0.57,0.59,0.0,0.61,0.57,0.54,0.55,0.55,0.55,0.57,0.53,0.0,0.53,0.52,0.51,0.52,0.5,0.5,0.52,0.51,0.49,0.5,0.46,0.48,0.42,0.48,0.45,0.45,0.42,0.46,0.41,0.42,0.43,0.43,0.41,0.42,0.44,0.43,0.4,0.38,0.4,0.38,0.38,0.39,0.4,0.38,0.4,0.4,0.37,0.35,0.36,0.0,0.36,0.36,0.35,0.34,0.33,0.36,0.31,0.34,0.31,0.29,0.31,0.31,0.3,0.31,0.33,0.33,0.29,0.32,0.28,0.31,0.28,0.29,0.32,0.29,0.28,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.24,0.25,0.0,0.23,0.0,0.22,0.28,0.24,0.24,0.22,0.0,0.23,0.21,0.0,0.23,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.21,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,1.75,0.77,0.79,0.79,0.61,0.63,0.58,0.54,0.35,0.26,0.24,0.27,0.21,0.22,0.23,0.21,0.21,0.22,0.21,0.2,0.17,0.18,0.16,0.22,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06
07/29/2021,2.72,2.47,2.16,1.86,1.78,1.73,0.0,1.63,1.33,1.24,1.11,1.1,1.02,1.0,0.92,0.82,0.87,0.0,0.84,0.0,0.0,0.72,0.71,0.68,0.67,0.62,0.0,0.63,0.6,0.0,0.58,0.58,0.59,0.0,0.61,0.57,0.54,0.54,0.55,0.55,0.58,0.53,0.0,0.53,0.53,0.51,0.51,0.49,0.49,0.53,0.52,0.49,0.5,0.45,0.48,0.42,0.46,0.45,0.45,0.41,0.46,0.42,0.43,0.43,0.43,0.4,0.42,0.44,0.43,0.4,0.39,0.4,0.38,0.37,0.4,0.4,0.39,0.4,0.39,0.38,0.34,0.36,0.0,0.36,0.35,0.35,0.34,0.33,0.36,0.31,0.34,0.31,0.29,0.32,0.32,0.3,0.32,0.33,0.33,0.29,0.31,0.29,0.31,0.27,0.29,0.32,0.29,0.28,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.23,0.25,0.0,0.23,0.0,0.22,0.28,0.24,0.24,0.22,0.0,0.23,0.21,0.0,0.24,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.21,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.18,0.18,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.14,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.14,0.0,0.0,0.0,1.74,0.75,0.8,0.78,0.61,0.63,0.58,0.55,0.35,0.26,0.24,0.28,0.21,0.22,0.21,0.21,0.21,0.22,0.21,0.2,0.17,0.17,0.16,0.0,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.06
07/30/2021,2.75,2.5,2.2,1.86,1.78,1.72,0.0,1.62,1.32,1.23,1.11,1.1,1.03,1.0,0.91,0.84,0.87,0.0,0.83,0.0,0.0,0.73,0.72,0.69,0.68,0.62,0.0,0.63,0.6,0.0,0.58,0.58,0.58,0.0,0.61,0.57,0.54,0.54,0.55,0.55,0.57,0.52,0.0,0.53,0.53,0.52,0.52,0.51,0.49,0.53,0.52,0.49,0.51,0.45,0.48,0.42,0.43,0.44,0.45,0.39,0.46,0.42,0.42,0.43,0.43,0.4,0.42,0.44,0.43,0.4,0.39,0.4,0.38,0.37,0.4,0.4,0.38,0.4,0.39,0.37,0.35,0.36,0.0,0.36,0.35,0.35,0.35,0.3,0.36,0.31,0.34,0.31,0.28,0.32,0.32,0.3,0.31,0.32,0.33,0.29,0.31,0.29,0.31,0.27,0.29,0.32,0.29,0.28,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.25,0.23,0.23,0.25,0.0,0.24,0.0,0.22,0.28,0.24,0.24,0.22,0.0,0.23,0.21,0.0,0.23,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,1.84,0.76,0.83,0.79,0.61,0.64,0.58,0.55,0.36,0.26,0.25,0.27,0.21,0.22,0.19,0.2,0.21,0.22,0.21,0.2,0.17,0.18,0.16,0.0,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.17999999999999
08/02/2021,2.72,2.51,2.18,1.91,1.79,1.73,0.0,1.63,1.34,1.24,1.09,1.09,1.02,0.99,0.91,0.8,0.9,0.0,0.83,0.0,0.0,0.72,0.71,0.7,0.68,0.63,0.0,0.63,0.59,0.0,0.58,0.58,0.58,0.0,0.59,0.56,0.54,0.53,0.56,0.55,0.56,0.53,0.0,0.51,0.52,0.51,0.52,0.52,0.49,0.52,0.51,0.48,0.5,0.44,0.48,0.41,0.46,0.44,0.45,0.4,0.47,0.41,0.43,0.42,0.43,0.39,0.42,0.45,0.44,0.4,0.38,0.41,0.38,0.37,0.39,0.41,0.37,0.4,0.39,0.37,0.35,0.36,0.0,0.36,0.35,0.34,0.34,0.3,0.39,0.31,0.34,0.31,0.28,0.32,0.31,0.3,0.31,0.33,0.33,0.3,0.32,0.28,0.31,0.27,0.29,0.32,0.28,0.29,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.23,0.25,0.0,0.24,0.0,0.21,0.28,0.24,0.24,0.22,0.0,0.23,0.21,0.0,0.21,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.0,0.18,0.18,0.18,0.17,0.18,0.18,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.16,0.15,0.0,0.15,0.14,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.14,0.14,0.15,0.14,0.0,0.0,0.14,0.0,0.0,0.0,1.83,0.76,0.83,0.79,0.61,0.65,0.58,0.53,0.35,0.26,0.25,0.28,0.21,0.22,0.22,0.2,0.19,0.22,0.22,0.19,0.17,0.18,0.16,0.0,0.15,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.11
08/03/2021,2.67,2.52,2.16,1.93,1.81,1.71,1.86,1.64,1.33,1.26,1.09,1.09,1.0,0.99,0.93,0.78,0.89,0.75,0.85,0.79,0.83,0.73,0.72,0.69,0.68,0.63,0.63,0.64,0.57,0.66,0.59,0.58,0.57,0.59,0.58,0.57,0.54,0.56,0.55,0.56,0.56,0.53,0.51,0.52,0.51,0.51,0.52,0.52,0.49,0.51,0.51,0.48,0.51,0.43,0.48,0.41,0.46,0.44,0.46,0.41,0.47,0.41,0.43,0.42,0.39,0.39,0.42,0.45,0.44,0.4,0.37,0.41,0.38,0.37,0.39,0.41,0.37,0.4,0.4,0.37,0.35,0.36,0.35,0.36,0.36,0.34,0.33,0.29,0.39,0.31,0.34,0.31,0.28,0.32,0.31,0.31,0.31,0.32,0.33,0.29,0.31,0.28,0.31,0.28,0.28,0.33,0.29,0.29,0.28,0.3,0.28,0.0,0.26,0.28,0.27,0.24,0.24,0.24,0.23,0.25,0.21,0.24,0.21,0.22,0.28,0.24,0.24,0.22,0.22,0.23,0.21,0.2,0.21,0.2,0.22,0.19,0.21,0.22,0.22,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.0,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.0,0.15,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.11999999999999
08/04/2021,2.67,2.52,2.16,1.93,1.81,1.71,1.86,1.64,1.33,1.26,1.09,1.09,1.0,0.99,0.93,0.78,0.89,0.75,0.85,0.79,0.83,0.73,0.72,0.69,0.68,0.63,0.63,0.64,0.57,0.66,0.59,0.58,0.57,0.59,0.58,0.57,0.54,0.56,0.55,0.56,0.56,0.53,0.51,0.52,0.51,0.51,0.52,0.52,0.49,0.51,0.51,0.48,0.51,0.43,0.48,0.41,0.46,0.44,0.46,0.41,0.47,0.41,0.43,0.42,0.39,0.39,0.42,0.45,0.44,0.4,0.37,0.41,0.38,0.37,0.39,0.41,0.37,0.4,0.4,0.37,0.35,0.36,0.35,0.36,0.36,0.34,0.33,0.29,0.39,0.31,0.34,0.31,0.28,0.32,0.31,0.31,0.31,0.32,0.33,0.29,0.31,0.28,0.31,0.28,0.28,0.33,0.29,0.29,0.28,0.3,0.28,0.0,0.26,0.28,0.27,0.24,0.24,0.24,0.23,0.25,0.21,0.24,0.21,0.22,0.28,0.24,0.24,0.22,0.22,0.23,0.21,0.2,0.21,0.2,0.22,0.19,0.21,0.22,0.22,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.14,0.14,0.15,0.0,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.0,0.15,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.11999999999999
08/05/2021,2.78,2.49,2.2,1.91,1.81,1.7,1.86,1.63,1.32,1.25,1.12,1.12,1.03,1.01,0.92,0.78,0.89,0.74,0.84,0.8,0.83,0.73,0.72,0.69,0.68,0.62,0.64,0.63,0.6,0.66,0.58,0.57,0.57,0.6,0.58,0.56,0.53,0.55,0.55,0.55,0.56,0.52,0.53,0.51,0.51,0.52,0.51,0.51,0.49,0.52,0.52,0.48,0.51,0.44,0.47,0.41,0.47,0.44,0.46,0.4,0.47,0.42,0.44,0.42,0.37,0.39,0.41,0.45,0.44,0.4,0.37,0.41,0.35,0.37,0.39,0.41,0.37,0.4,0.4,0.37,0.35,0.35,0.35,0.36,0.36,0.34,0.33,0.3,0.39,0.31,0.34,0.31,0.27,0.32,0.32,0.3,0.31,0.33,0.34,0.29,0.3,0.28,0.31,0.27,0.29,0.32,0.28,0.29,0.28,0.31,0.27,0.0,0.26,0.28,0.26,0.24,0.24,0.24,0.23,0.25,0.21,0.23,0.21,0.22,0.28,0.23,0.23,0.22,0.22,0.23,0.21,0.21,0.21,0.2,0.21,0.19,0.21,0.22,0.21,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.0,0.16,0.15,0.13,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1
08/06/2021,2.84,2.52,2.18,1.92,1.81,1.72,0.0,1.62,1.32,1.24,1.13,1.11,1.04,1.01,0.93,0.78,0.89,0.0,0.85,0.0,0.0,0.72,0.72,0.68,0.67,0.61,0.0,0.63,0.59,0.0,0.58,0.57,0.57,0.0,0.57,0.56,0.53,0.54,0.54,0.54,0.57,0.52,0.0,0.51,0.51,0.51,0.51,0.52,0.5,0.51,0.51,0.48,0.51,0.46,0.47,0.41,0.47,0.44,0.46,0.4,0.48,0.42,0.44,0.43,0.37,0.38,0.41,0.45,0.44,0.41,0.38,0.41,0.34,0.37,0.39,0.41,0.37,0.41,0.4,0.36,0.35,0.35,0.0,0.36,0.36,0.34,0.33,0.3,0.39,0.31,0.34,0.31,0.26,0.32,0.32,0.31,0.31,0.33,0.34,0.29,0.31,0.28,0.31,0.27,0.29,0.32,0.29,0.29,0.28,0.31,0.28,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.23,0.25,0.0,0.22,0.0,0.21,0.27,0.23,0.23,0.22,0.0,0.23,0.21,0.0,0.21,0.0,0.21,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.0,0.18,0.18,0.19,0.17,0.18,0.18,0.16,0.17,0.17,0.0,0.0,0.16,0.17,0.16,0.18,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.0,0.16,0.15,0.0,0.15,0.14,0.15,0.15,0.15,0.0,0.0,0.0,0.16,0.14,0.13,0.14,0.15,0.0,0.0,0.14,0.0,0.0,0.0,1.88,0.73,0.84,0.79,0.65,0.66,0.6,0.52,0.35,0.26,0.25,0.28,0.21,0.22,0.2,0.21,0.18,0.23,0.21,0.2,0.17,0.18,0.16,0.0,0.14,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.19000000000001
08/10/2021,2.66,2.51,2.17,1.93,1.8,1.74,0.0,1.61,1.33,1.25,1.13,1.1,1.04,1.01,0.92,0.76,0.9,0.0,0.87,0.0,0.0,0.71,0.71,0.67,0.66,0.63,0.0,0.67,0.57,0.0,0.58,0.58,0.56,0.0,0.6,0.55,0.54,0.55,0.53,0.56,0.58,0.53,0.0,0.51,0.5,0.5,0.52,0.52,0.51,0.53,0.5,0.49,0.52,0.45,0.48,0.4,0.48,0.46,0.47,0.4,0.47,0.43,0.44,0.43,0.38,0.39,0.42,0.45,0.44,0.41,0.38,0.41,0.35,0.36,0.41,0.4,0.38,0.4,0.4,0.37,0.35,0.37,0.0,0.37,0.36,0.34,0.33,0.3,0.38,0.3,0.35,0.31,0.25,0.32,0.31,0.31,0.31,0.34,0.34,0.29,0.3,0.28,0.32,0.27,0.29,0.33,0.29,0.28,0.29,0.31,0.28,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.22,0.26,0.0,0.22,0.0,0.21,0.27,0.23,0.24,0.21,0.0,0.24,0.21,0.0,0.21,0.0,0.22,0.0,0.21,0.0,0.0,0.19,0.19,0.18,0.2,0.18,0.18,0.19,0.0,0.18,0.18,0.19,0.18,0.18,0.17,0.17,0.18,0.16,0.0,0.0,0.16,0.18,0.15,0.17,0.17,0.15,0.14,0.0,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.16,0.15,0.0,0.15,0.14,0.15,0.15,0.15,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.15,0.0,0.0,0.14,0.0,0.0,0.0,1.91,0.74,0.82,0.81,0.65,0.67,0.6,0.49,0.35,0.26,0.26,0.29,0.21,0.22,0.2,0.22,0.18,0.22,0.21,0.2,0.17,0.18,0.16,0.0,0.14,0.15,0.14,0.13,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25999999999999
