,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,WFC,LLY,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,C,NEE,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,BLK,AMAT,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MDLZ,MO,SYK,GILD,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,DUK,CME,UBER,TFC,GM,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,SO,FISV,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,IDXX,NOC,TWTR,WM,FCX,DOCU,AON,ECL,BIIB,VRTX,DG,S+p500 Emini Fut Sep21 Xcme 20210917,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,PSA,TROW,SLB,TEL,KMB,EBAY,WDAY,A,ROST,MET,LHX,ALGN,TT,MSCI,CMG,EXC,LULU,VEEV,MTCH,PINS,GD,APTV,CNC,INFO,AEP,SNPS,SPG,SRE,DLR,DD,APH,DXCM,3296.T,BAX,EA,ORLY,AIG,039200.KQ,CARR,BK,CDNS,GE.,PRU,FTNT,MCHP,011790.KS,RMD,3443.TW,n/a,PANW,SUM
10/08/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/11/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/12/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/13/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/14/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/15/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/18/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/19/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/20/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/21/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/22/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/25/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/26/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
10/27/2021,5.47,5.21,3.48,2.12,1.98,1.89,1.23,1.33,1.31,1.11,1.03,0.89,0.89,0.83,0.78,0.83,0.71,0.78,0.71,0.74,0.64,0.53,0.62,0.53,0.58,0.51,0.57,0.6,0.51,0.54,0.45,0.5,0.43,0.49,0.44,0.53,0.44,0.51,0.47,0.48,0.43,0.45,0.41,0.48,0.42,0.49,0.41,0.38,0.38,0.36,0.33,0.38,0.33,0.32,0.38,0.34,0.39,0.29,0.34,0.36,0.36,0.33,0.29,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.26,0.26,0.25,0.3,0.28,0.27,0.24,0.3,0.25,0.26,0.25,0.25,0.2,0.23,0.2,0.22,0.23,0.18,0.19,0.2,0.23,0.2,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.15,0.19,0.19,0.16,0.18,0.19,0.16,0.14,0.17,0.15,0.16,0.18,0.14,0.15,0.19,0.19,0.18,0.18,0.32,0.16,0.16,0.15,0.14,0.16,0.21,0.18,0.17,0.15,0.16,0.15,0.15,0.14,0.16,0.13,0.21,0.15,0.16,0.15,0.15,0.14,0.12,0.14,0.12,0.13,0.11,0.16,0.14,0.14,0.12,0.11,0.14,0.12,0.13,0.15,0.13,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.12,0.13,0.0,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.13,0.0,0.11,0.11,0.12,0.11,0.13,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.1,0.12,0.1,0.1,0.1,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.11,74.9
