,KINV B.ST,KESKOB.HE,ELUX B.ST,Cash & Cash Equivalents,CTC.A.TO,BOL.ST,ZAL.DE,SGRO.L,PAH3.DE,PUB.PA,AD.AS,HUSQ B.ST,FERG.L,ML.PA,005490.KS,SOF.BR,AKZA.AS,LOGN.SW,PGHN.SW,GMG.AX,JMAT.L,JBH.AX,1878.T,RIO.AX,PRY.MI,ANN.AX,3402.T,SKA B.ST,SHL.AX,BNR.DE,6361.T,SOON.SW,4042.T,CPU.AX,CHC.AX,DSV.CO,IMI.L,BNZL.L,6988.T,4204.T,8088.T,YAR.OL,SKF B.ST,TYRES.HE,NICE.TA,DWNI.DE,5802.T,WES.AX,RAND.AS,BUOU.SI,SECU B.ST,TATE.L,868.HK,066570.KS,GEBN.SW,9064.T,000270.KS,TREL B.ST,4182.T,NIBE B.ST,MG.TO,HEXA B.ST,CARL B.CO,LEG.DE,ADM.L,6845.T,AMC.AX,SJR.B.TO,8591.T,IMB.L,WPP.L,JHX.AX,NHY.OL,KNIN.SW,IFC.TO,6702.T,HVN.AX,TECN.SW,4188.T,033780.KS,5929.T,9101.T,GN.CO,8031.T,SWMA.ST,1928.T,SLF.TO,DPW.DE,SK3.IR,WKL.AS,MNDI.L,1802.T,SPK.NZ,GETI B.ST,A2A.MI,INVE B.ST,MIN.AX,1801.T,5201.T,FI-N.SW,INDT.ST,4185.T,7309.T,CLN.SW,161390.KS,LIGHT.AS,ABBN.SW,012330.KS,TEP.PA,8015.T,GIB.A.TO,FFH.TO,BHP.L,DLG.L,NZYM B.CO,1308.HK,ILU.AX,POW.TO,5020.T,SIKA.SW,FORTUM.HE,4183.T,CAST.ST,1113.HK,CAP.PA,6923.T,CP.TO,2433.T,WDP.BR,1721.T,EPI A.ST,6586.T,6503.T,4021.T,ERF.PA,4403.T,STMN.SW,7259.T,ENX.PA,7011.T,SAGAB.ST,GMAB.CO,086790.KS,OZL.AX,5401.T,ALFA.ST,VACN.SW,105560.KS,RMV.L,AALB.AS,MPL.AX,BME.L,5332.T,7276.T,LR.PA,1925.T,4118.T,6902.T,3407.T,AUTO.L,669.HK,POLY.L,INDU A.ST,6370.T,PGN.WA,9532.T,DSM.AS,IGM.TO,7832.T,7912.T,VNA.DE,3382.T,SOL.AX,ALL.AX,CSU.TO,SEV.PA,BXB.AX,KNEBV.HE,HOLN.SW,NXT.L,ITV.L,IFT.NZ,HUH1V.HE,DXSDB.AX,SIM.CO,KGF.L,1812.T,MONC.MI,6752.T,5713.T,CRH.L,ME8U.SI,SGO.PA,MQG.AX,8967.T,ITRK.L,NA.TO,7202.T,KPN.AS,8053.T,HEI.DE,UPM.HE,992.HK,RRTL.,SEK.AX,010130.KS,9601.T,071050.KS,3626.T,8001.T,SIGN.SW,8002.T,DWN.,SAND.ST,RIO.L,S68.SI,n/a,AZJ.AX,7701.T,5947.T,SPX.L,CAR.AX,4300.SR,DKSH.SW,9104.T,2801.T,6645.T,4507.T,7911.T,DSCT.TA,LUMI.TA,POLI.TA,MZTF.TA,ICL.TA,MVNE.TA,6501.T,6701.T,9962.T,2282.T,7164.T,SUM
07/23/2021,0.96,1.03,0.57,0.54,0.6,0.61,0.55,0.57,0.48,0.42,0.42,0.39,0.39,0.39,0.37,0.39,0.38,0.36,0.38,0.38,0.36,0.36,0.38,0.34,0.33,0.34,0.31,0.32,0.34,0.34,0.3,0.3,0.29,0.29,0.31,0.3,0.29,0.31,0.29,0.28,0.27,0.29,0.28,0.28,0.3,0.28,0.26,0.28,0.27,0.28,0.27,0.26,0.28,0.25,0.28,0.27,0.25,0.26,0.25,0.26,0.24,0.26,0.24,0.26,0.26,0.23,0.24,0.24,0.23,0.23,0.22,0.24,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.23,0.21,0.21,0.21,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.24,0.21,0.2,0.21,0.19,0.19,0.2,0.2,0.2,0.19,0.2,0.18,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.2,0.19,0.18,0.2,0.19,0.19,0.17,0.17,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.16,0.19,0.17,0.17,0.16,0.18,0.17,0.15,0.15,0.16,0.18,0.18,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.0,0.14,0.15,0.0,0.16,0.14,0.15,0.15,0.15,0.0,0.14,0.15,0.15,0.14,0.15,0.0,0.14,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.620000000000005
07/26/2021,1.01,1.03,0.56,0.54,0.6,0.59,0.57,0.58,0.49,0.44,0.42,0.4,0.39,0.39,0.38,0.4,0.37,0.37,0.39,0.38,0.36,0.36,0.37,0.34,0.33,0.33,0.3,0.33,0.34,0.34,0.29,0.31,0.29,0.3,0.3,0.3,0.29,0.31,0.29,0.28,0.27,0.28,0.29,0.28,0.3,0.0,0.26,0.29,0.27,0.28,0.27,0.26,0.28,0.25,0.28,0.27,0.25,0.26,0.25,0.27,0.24,0.27,0.24,0.27,0.26,0.23,0.24,0.24,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.23,0.21,0.21,0.2,0.22,0.2,0.22,0.22,0.21,0.2,0.22,0.24,0.21,0.2,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.2,0.18,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.19,0.18,0.18,0.19,0.17,0.17,0.18,0.16,0.19,0.17,0.17,0.16,0.18,0.18,0.16,0.16,0.15,0.18,0.18,0.15,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.16,0.0,0.16,0.15,0.15,0.15,0.15,0.0,0.14,0.15,0.15,0.14,0.15,0.14,0.14,0.0,0.14,0.0,0.14,0.15,0.0,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.83
07/29/2021,1.01,1.05,0.57,0.56,0.6,0.62,0.57,0.57,0.48,0.45,0.42,0.4,0.39,0.38,0.38,0.4,0.37,0.37,0.39,0.38,0.36,0.36,0.36,0.35,0.33,0.34,0.32,0.34,0.34,0.34,0.3,0.3,0.29,0.29,0.31,0.29,0.3,0.31,0.29,0.28,0.28,0.28,0.3,0.28,0.31,0.0,0.26,0.29,0.28,0.28,0.27,0.26,0.26,0.25,0.28,0.27,0.24,0.26,0.25,0.27,0.22,0.27,0.24,0.26,0.26,0.24,0.24,0.24,0.23,0.23,0.22,0.24,0.23,0.22,0.22,0.22,0.23,0.24,0.22,0.21,0.21,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.23,0.21,0.22,0.22,0.21,0.2,0.21,0.24,0.21,0.2,0.21,0.18,0.17,0.21,0.18,0.2,0.19,0.2,0.18,0.21,0.2,0.19,0.18,0.22,0.19,0.18,0.2,0.19,0.17,0.19,0.18,0.19,0.18,0.17,0.18,0.19,0.18,0.18,0.19,0.17,0.18,0.18,0.16,0.19,0.17,0.16,0.16,0.18,0.17,0.16,0.16,0.16,0.19,0.18,0.15,0.16,0.19,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.16,0.0,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.0,0.14,0.0,0.14,0.0,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.91
07/30/2021,1.0,1.07,0.58,0.55,0.59,0.62,0.55,0.57,0.47,0.43,0.42,0.41,0.39,0.38,0.4,0.39,0.37,0.33,0.39,0.38,0.36,0.36,0.37,0.35,0.33,0.33,0.32,0.34,0.34,0.34,0.31,0.3,0.29,0.29,0.31,0.29,0.3,0.31,0.28,0.28,0.28,0.28,0.3,0.28,0.3,0.27,0.26,0.29,0.26,0.28,0.27,0.26,0.21,0.25,0.28,0.27,0.24,0.26,0.25,0.27,0.22,0.27,0.24,0.26,0.26,0.23,0.24,0.23,0.24,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.23,0.24,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.23,0.21,0.21,0.2,0.23,0.21,0.22,0.22,0.21,0.2,0.21,0.24,0.21,0.21,0.21,0.18,0.17,0.21,0.18,0.2,0.2,0.2,0.18,0.21,0.2,0.19,0.16,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.17,0.17,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.16,0.18,0.17,0.16,0.17,0.16,0.19,0.18,0.15,0.16,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.0,0.16,0.0,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.78
08/02/2021,1.03,1.07,0.57,0.57,0.59,0.63,0.55,0.57,0.49,0.43,0.42,0.41,0.38,0.39,0.39,0.4,0.38,0.32,0.4,0.38,0.35,0.35,0.37,0.36,0.33,0.32,0.32,0.34,0.34,0.34,0.3,0.31,0.29,0.29,0.31,0.29,0.3,0.31,0.28,0.28,0.27,0.28,0.29,0.28,0.3,0.28,0.26,0.28,0.26,0.28,0.29,0.26,0.24,0.25,0.29,0.26,0.24,0.26,0.25,0.28,0.23,0.27,0.24,0.26,0.26,0.22,0.24,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.22,0.22,0.23,0.24,0.22,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.22,0.21,0.21,0.23,0.21,0.21,0.2,0.23,0.21,0.22,0.22,0.21,0.2,0.22,0.25,0.21,0.21,0.21,0.18,0.17,0.21,0.18,0.2,0.19,0.19,0.18,0.21,0.2,0.2,0.19,0.21,0.19,0.18,0.2,0.19,0.17,0.19,0.18,0.2,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.17,0.18,0.17,0.16,0.19,0.17,0.16,0.16,0.18,0.17,0.16,0.17,0.17,0.19,0.19,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.16,0.0,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.15,0.0,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.870000000000005
08/03/2021,1.01,1.08,0.57,0.58,0.59,0.62,0.53,0.58,0.49,0.43,0.43,0.41,0.38,0.39,0.4,0.4,0.38,0.33,0.4,0.38,0.35,0.34,0.36,0.35,0.33,0.32,0.32,0.33,0.34,0.34,0.3,0.31,0.29,0.28,0.32,0.3,0.3,0.31,0.28,0.28,0.27,0.28,0.29,0.29,0.31,0.28,0.26,0.28,0.26,0.28,0.29,0.26,0.25,0.24,0.29,0.26,0.24,0.27,0.25,0.28,0.23,0.27,0.24,0.26,0.27,0.22,0.24,0.24,0.23,0.23,0.22,0.23,0.24,0.22,0.22,0.2,0.23,0.25,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.2,0.22,0.21,0.21,0.23,0.21,0.2,0.2,0.24,0.21,0.22,0.22,0.2,0.2,0.22,0.25,0.22,0.2,0.21,0.18,0.18,0.21,0.18,0.2,0.19,0.2,0.18,0.21,0.2,0.2,0.18,0.21,0.19,0.18,0.2,0.19,0.17,0.19,0.18,0.2,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.17,0.18,0.18,0.16,0.19,0.16,0.17,0.16,0.19,0.18,0.16,0.17,0.17,0.19,0.19,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.16,0.0,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.98
08/04/2021,1.01,1.08,0.57,0.58,0.59,0.62,0.53,0.58,0.49,0.43,0.43,0.41,0.38,0.39,0.4,0.4,0.38,0.33,0.4,0.38,0.35,0.34,0.36,0.35,0.33,0.32,0.32,0.33,0.34,0.34,0.3,0.31,0.29,0.28,0.32,0.3,0.3,0.31,0.28,0.28,0.27,0.28,0.29,0.29,0.31,0.28,0.26,0.28,0.26,0.28,0.29,0.26,0.25,0.24,0.29,0.26,0.24,0.27,0.25,0.28,0.23,0.27,0.24,0.26,0.27,0.22,0.24,0.24,0.23,0.23,0.22,0.23,0.24,0.22,0.22,0.2,0.23,0.25,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.2,0.22,0.21,0.21,0.23,0.21,0.2,0.2,0.24,0.21,0.22,0.22,0.2,0.2,0.22,0.25,0.22,0.2,0.21,0.18,0.18,0.21,0.18,0.2,0.19,0.2,0.18,0.21,0.2,0.2,0.18,0.21,0.19,0.18,0.2,0.19,0.17,0.19,0.18,0.2,0.16,0.17,0.17,0.19,0.18,0.18,0.19,0.17,0.18,0.18,0.16,0.19,0.16,0.17,0.16,0.19,0.18,0.16,0.17,0.17,0.19,0.19,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.16,0.14,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.16,0.0,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.0,0.14,0.0,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.98
08/05/2021,1.02,1.08,0.56,0.57,0.59,0.61,0.53,0.58,0.48,0.43,0.42,0.41,0.38,0.39,0.38,0.4,0.38,0.32,0.4,0.38,0.35,0.35,0.36,0.35,0.33,0.32,0.32,0.33,0.34,0.34,0.31,0.31,0.29,0.28,0.32,0.29,0.29,0.31,0.29,0.28,0.28,0.27,0.29,0.28,0.3,0.28,0.27,0.28,0.25,0.28,0.28,0.26,0.25,0.24,0.28,0.26,0.24,0.27,0.26,0.28,0.23,0.28,0.24,0.26,0.26,0.23,0.24,0.23,0.24,0.23,0.22,0.23,0.24,0.22,0.22,0.2,0.23,0.25,0.22,0.21,0.22,0.25,0.21,0.21,0.22,0.21,0.22,0.2,0.21,0.23,0.21,0.21,0.2,0.24,0.21,0.21,0.21,0.21,0.21,0.22,0.25,0.22,0.21,0.2,0.18,0.18,0.21,0.18,0.2,0.2,0.19,0.18,0.21,0.2,0.2,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.2,0.16,0.17,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.2,0.16,0.17,0.16,0.19,0.18,0.15,0.16,0.17,0.19,0.19,0.15,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.16,0.0,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.0,0.0,0.14,0.0,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.96
08/06/2021,1.03,1.1,0.56,0.58,0.58,0.62,0.54,0.58,0.47,0.43,0.43,0.4,0.38,0.39,0.37,0.4,0.37,0.32,0.4,0.38,0.35,0.35,0.35,0.35,0.33,0.32,0.32,0.33,0.34,0.34,0.31,0.31,0.29,0.29,0.32,0.29,0.29,0.31,0.29,0.28,0.28,0.27,0.28,0.27,0.3,0.28,0.27,0.28,0.25,0.28,0.28,0.26,0.26,0.24,0.28,0.26,0.24,0.27,0.26,0.28,0.23,0.28,0.23,0.26,0.26,0.24,0.24,0.23,0.24,0.23,0.22,0.23,0.24,0.22,0.22,0.2,0.23,0.25,0.22,0.21,0.22,0.26,0.21,0.23,0.22,0.21,0.21,0.21,0.21,0.23,0.21,0.21,0.2,0.24,0.21,0.21,0.21,0.21,0.21,0.22,0.25,0.21,0.21,0.21,0.18,0.18,0.21,0.19,0.2,0.2,0.19,0.18,0.21,0.21,0.2,0.19,0.21,0.19,0.18,0.2,0.19,0.18,0.19,0.18,0.21,0.17,0.17,0.17,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.19,0.16,0.17,0.15,0.19,0.18,0.15,0.16,0.17,0.19,0.19,0.15,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.17,0.15,0.14,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.0,0.16,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.0,0.0,0.0,0.14,0.0,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.14,0.14,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.04
08/09/2021,1.08,1.09,0.55,0.0,0.6,0.6,0.52,0.6,0.47,0.43,0.42,0.41,0.38,0.4,0.37,0.41,0.37,0.33,0.41,0.39,0.34,0.35,0.34,0.35,0.33,0.32,0.31,0.33,0.34,0.34,0.32,0.32,0.28,0.29,0.32,0.29,0.29,0.31,0.29,0.28,0.27,0.27,0.28,0.26,0.29,0.27,0.25,0.29,0.25,0.27,0.28,0.25,0.24,0.24,0.29,0.26,0.24,0.26,0.25,0.28,0.23,0.28,0.23,0.26,0.26,0.23,0.24,0.23,0.24,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.23,0.25,0.21,0.21,0.23,0.3,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.23,0.22,0.2,0.2,0.24,0.21,0.22,0.21,0.19,0.21,0.22,0.26,0.21,0.21,0.2,0.18,0.18,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.17,0.21,0.2,0.18,0.2,0.19,0.17,0.19,0.18,0.21,0.16,0.17,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.2,0.16,0.2,0.15,0.17,0.15,0.2,0.18,0.15,0.16,0.18,0.19,0.2,0.15,0.18,0.19,0.16,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.16,0.15,0.16,0.16,0.14,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.16,0.0,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.14,0.14,0.0,0.14,0.0,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.97
08/10/2021,1.04,1.08,0.55,0.0,0.6,0.6,0.51,0.59,0.48,0.43,0.42,0.4,0.38,0.4,0.37,0.4,0.37,0.32,0.41,0.39,0.34,0.35,0.34,0.34,0.33,0.32,0.31,0.33,0.34,0.34,0.32,0.31,0.29,0.29,0.32,0.28,0.29,0.3,0.29,0.28,0.27,0.26,0.28,0.26,0.29,0.27,0.25,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.25,0.24,0.26,0.24,0.28,0.23,0.28,0.23,0.26,0.26,0.23,0.24,0.23,0.24,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.23,0.24,0.21,0.21,0.23,0.3,0.21,0.22,0.22,0.2,0.22,0.2,0.21,0.22,0.21,0.2,0.2,0.23,0.21,0.21,0.2,0.19,0.21,0.22,0.25,0.21,0.21,0.21,0.19,0.17,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.17,0.2,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.21,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.2,0.17,0.19,0.15,0.17,0.15,0.19,0.18,0.15,0.16,0.18,0.19,0.18,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.16,0.0,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.49,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.65
08/11/2021,1.04,1.08,0.55,0.0,0.6,0.6,0.51,0.59,0.48,0.43,0.42,0.4,0.38,0.4,0.37,0.4,0.37,0.32,0.41,0.39,0.34,0.35,0.34,0.34,0.33,0.32,0.31,0.33,0.34,0.34,0.32,0.31,0.29,0.29,0.32,0.28,0.29,0.3,0.29,0.28,0.27,0.26,0.28,0.26,0.29,0.27,0.25,0.29,0.26,0.27,0.28,0.25,0.26,0.24,0.28,0.25,0.24,0.26,0.24,0.28,0.23,0.28,0.23,0.26,0.26,0.23,0.24,0.23,0.24,0.23,0.22,0.24,0.23,0.22,0.22,0.2,0.23,0.24,0.21,0.21,0.23,0.3,0.21,0.22,0.22,0.2,0.22,0.2,0.21,0.22,0.21,0.2,0.2,0.23,0.21,0.21,0.2,0.19,0.21,0.22,0.25,0.21,0.21,0.21,0.19,0.17,0.21,0.19,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.17,0.2,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.21,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.17,0.17,0.2,0.17,0.19,0.15,0.17,0.15,0.19,0.18,0.15,0.16,0.18,0.19,0.18,0.15,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.17,0.15,0.16,0.15,0.15,0.16,0.17,0.16,0.16,0.16,0.16,0.0,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.0,0.14,0.16,0.0,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.14,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.15,0.0,0.0,0.0,0.15,0.49,0.0,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.65
