,WSM,RH,DECK,TPL,RS,NTLA,LAD,CIEN,AMED,UTHR,PWR,JBL,EHC,CHE,YETI,XTSLA,LSCC,CROX,CNXC,AMG,JEF,NVST,FAF,DLB,OMCL,DKS,LHCG,GMED,JCOM,AYI,THC,LPX,JHG,EVR,APPS,FL,UNM,SAIA,SYNA,STAA,MMS,RBC,AN,SNX,MEDP,CRUS,QRTEA,QDEL,OMF,CRNC,MTG,AMN,ENSG,PDCE,SEM,SSD,AL,UFPI,CDNA,PINC,HLI,VNT,SONO,MSM,RDN,SIG,XRX,MTDR,CNMD,R,AVT,TGNA,AR,DEN,STMP,CMC,KFY,DIOD,NAVI,MTH,NSIT,KLIC,NUVA,FN,MUSA,TRTN,LXP,APAM,ABG,KBH,HAE,EQC,MC,MMSI,MED,ATKR,FHI,PRG,AGO,SFM,BMI,MDRX,OMI,YELP,CNX,VSH,EBS,NUS,ANF,MDC,FORM,KTB,REGI,JW.A,CALX,RCII,EVTC,WERN,FIX,PRFT,ACA,SNBR,BRC,PDCO,AEL,INOV,MTX,PBH,GPI,DOOR,AMKR,RPAI,ODP,SANM,SCL,IRBT,PLXS,SPWR,TPH,SSTK,MYGN,VSTO,BOOT,PCRX,TROX,SBH,FWRD,EXPI,CORT,HRI,PDM,THRM,HCSG,RVLV,HTH,PIPR,DY,HUBG,BIG,BCC,TDS,GHC,VCEL,VCYT,MGLN,ROIC,NTCT,UCTT,HSKA,RLGY,MLI,SYKE,MODV,PRGS,WOR,OAS,PHR,UNFI,CENTA,NMRK,MGRC,TTEC,CCS,TTGT,INT,MCY,CSWI,MEI,RUSHA,HNI,EVH,KN,GMS,DLX,LNTH,LZB,HOPE,SWBI,ICFI,OSIS,ILPT,LMNX,CYH,TSE,OXM,CLDX,MHO,MBUU,XPEL,SITM,CWH,WIRE,ARCB,CDMO,PJT,MYRG,USD,ACLS,BSIG,ASO,HIBB,CRC,CRVL,STC,BISXX,n/a,RRX,ZD,-,CIVI,VRTV,SMCI,ECPG,DDS,SUPN,CUBI,CSGS,MRO,JLL,HRC,OVV,AA,OGN,BC,OLN,SPSC,TDC,CHK,RRC,EXLS,MUR,ALKS,ADS,PAG,SM,ITGR,AMEH,CVLT,WLL,WGO,BDN,WWE,CXP,WHD,VCRA,GNW,IRWD,LGF.B,JOE,FLGT,GDYN,SUM
07/23/2021,1.19,1.07,1.11,0.94,0.96,0.91,0.96,0.86,0.87,0.84,0.84,0.8,0.81,0.77,0.77,0.61,0.72,0.78,0.71,0.72,0.71,0.67,0.7,0.66,0.66,0.66,0.64,0.63,0.62,0.62,0.65,0.57,0.61,0.56,0.54,0.55,0.56,0.54,0.52,0.5,0.55,0.54,0.62,0.51,0.54,0.49,0.47,0.53,0.49,0.41,0.46,0.47,0.46,0.38,0.44,0.46,0.45,0.45,0.4,0.44,0.43,0.43,0.4,0.42,0.43,0.35,0.39,0.36,0.39,0.39,0.4,0.37,0.36,0.33,0.6,0.37,0.37,0.34,0.38,0.35,0.35,0.34,0.33,0.35,0.38,0.33,0.36,0.32,0.38,0.34,0.31,0.34,0.32,0.31,0.32,0.33,0.31,0.3,0.31,0.31,0.3,0.28,0.33,0.28,0.28,0.29,0.32,0.28,0.25,0.28,0.27,0.27,0.28,0.26,0.25,0.28,0.26,0.28,0.28,0.28,0.26,0.29,0.26,0.27,0.27,0.26,0.26,0.27,0.3,0.26,0.25,0.26,0.25,0.24,0.25,0.26,0.25,0.21,0.25,0.24,0.24,0.24,0.23,0.24,0.21,0.25,0.25,0.22,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.2,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.21,0.23,0.2,0.22,0.22,0.22,0.21,0.21,0.18,0.2,0.19,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.18,0.18,0.2,0.18,0.19,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.18,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.61
07/26/2021,1.17,1.08,1.09,0.95,0.96,0.93,0.98,0.87,0.84,0.82,0.84,0.81,0.8,0.76,0.77,0.61,0.74,0.79,0.71,0.73,0.72,0.68,0.7,0.65,0.65,0.67,0.62,0.62,0.62,0.62,0.65,0.58,0.62,0.56,0.54,0.55,0.57,0.54,0.53,0.5,0.54,0.53,0.63,0.51,0.52,0.49,0.47,0.53,0.49,0.41,0.46,0.47,0.45,0.39,0.43,0.45,0.46,0.45,0.41,0.44,0.43,0.43,0.41,0.41,0.43,0.36,0.4,0.37,0.39,0.38,0.4,0.37,0.38,0.33,0.59,0.37,0.36,0.34,0.38,0.35,0.35,0.34,0.33,0.35,0.37,0.33,0.36,0.33,0.38,0.34,0.31,0.33,0.33,0.32,0.32,0.34,0.31,0.3,0.37,0.3,0.29,0.28,0.33,0.28,0.28,0.29,0.32,0.27,0.25,0.28,0.28,0.27,0.3,0.25,0.27,0.28,0.26,0.27,0.28,0.28,0.26,0.25,0.26,0.26,0.27,0.25,0.26,0.26,0.3,0.26,0.25,0.26,0.25,0.25,0.25,0.26,0.25,0.22,0.25,0.24,0.24,0.23,0.24,0.25,0.21,0.25,0.25,0.23,0.23,0.24,0.24,0.23,0.2,0.23,0.22,0.22,0.21,0.21,0.22,0.2,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.21,0.19,0.2,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.18,0.2,0.17,0.19,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.18,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59
07/27/2021,1.15,1.09,1.13,0.95,0.97,0.91,1.01,0.87,0.86,0.84,0.84,0.81,0.8,0.77,0.79,0.62,0.74,0.88,0.71,0.72,0.71,0.68,0.73,0.64,0.66,0.68,0.63,0.64,0.62,0.61,0.64,0.58,0.61,0.57,0.55,0.55,0.57,0.54,0.53,0.5,0.54,0.54,0.63,0.51,0.52,0.5,0.47,0.58,0.49,0.41,0.46,0.46,0.45,0.39,0.42,0.45,0.45,0.45,0.41,0.44,0.44,0.43,0.4,0.41,0.43,0.36,0.4,0.38,0.39,0.39,0.4,0.36,0.38,0.32,0.6,0.37,0.36,0.34,0.38,0.35,0.34,0.34,0.33,0.34,0.37,0.33,0.36,0.32,0.38,0.34,0.31,0.33,0.34,0.32,0.31,0.33,0.31,0.29,0.3,0.3,0.29,0.28,0.34,0.28,0.28,0.29,0.31,0.27,0.25,0.28,0.28,0.27,0.28,0.25,0.27,0.28,0.27,0.27,0.27,0.28,0.25,0.25,0.26,0.26,0.27,0.26,0.26,0.27,0.3,0.25,0.25,0.26,0.25,0.24,0.25,0.26,0.25,0.21,0.26,0.25,0.25,0.23,0.24,0.25,0.21,0.25,0.24,0.24,0.23,0.25,0.24,0.23,0.2,0.23,0.22,0.22,0.21,0.22,0.22,0.2,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.21,0.19,0.21,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.0,0.17,0.2,0.17,0.19,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.78
07/28/2021,1.16,1.1,1.15,0.94,0.97,0.84,1.01,0.88,0.87,0.83,0.84,0.82,0.8,0.77,0.81,0.62,0.74,0.86,0.72,0.72,0.69,0.67,0.72,0.64,0.66,0.69,0.65,0.65,0.63,0.61,0.65,0.58,0.62,0.57,0.54,0.55,0.56,0.55,0.53,0.49,0.55,0.54,0.63,0.52,0.52,0.49,0.47,0.58,0.5,0.41,0.46,0.47,0.45,0.39,0.43,0.45,0.45,0.45,0.41,0.43,0.45,0.43,0.4,0.41,0.43,0.35,0.4,0.36,0.39,0.4,0.4,0.36,0.37,0.32,0.6,0.37,0.36,0.34,0.38,0.36,0.35,0.34,0.33,0.34,0.37,0.34,0.36,0.32,0.38,0.34,0.3,0.32,0.34,0.32,0.32,0.34,0.31,0.3,0.37,0.29,0.29,0.27,0.33,0.29,0.27,0.29,0.31,0.27,0.24,0.29,0.28,0.27,0.27,0.25,0.28,0.29,0.27,0.28,0.27,0.28,0.25,0.24,0.26,0.26,0.28,0.26,0.26,0.26,0.29,0.26,0.25,0.26,0.26,0.24,0.25,0.25,0.25,0.2,0.27,0.25,0.24,0.23,0.24,0.25,0.21,0.25,0.25,0.24,0.23,0.24,0.24,0.24,0.2,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.23,0.21,0.2,0.21,0.21,0.21,0.21,0.23,0.21,0.22,0.21,0.21,0.21,0.21,0.18,0.21,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.2,0.17,0.19,0.18,0.19,0.19,0.17,0.0,0.0,0.0,0.17,0.0,0.18,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87
07/29/2021,1.15,1.09,1.16,0.93,0.98,0.82,0.99,0.88,0.84,0.82,0.82,0.82,0.8,0.77,0.81,0.61,0.73,0.87,0.71,0.72,0.7,0.67,0.72,0.64,0.66,0.69,0.62,0.64,0.63,0.62,0.65,0.58,0.62,0.57,0.53,0.55,0.57,0.54,0.53,0.47,0.55,0.55,0.62,0.52,0.52,0.49,0.47,0.54,0.49,0.41,0.46,0.46,0.44,0.41,0.42,0.45,0.45,0.45,0.4,0.43,0.45,0.43,0.4,0.41,0.43,0.36,0.4,0.37,0.39,0.39,0.4,0.36,0.4,0.32,0.59,0.38,0.36,0.35,0.38,0.36,0.35,0.34,0.33,0.34,0.38,0.34,0.36,0.32,0.38,0.34,0.3,0.32,0.34,0.32,0.32,0.34,0.31,0.3,0.31,0.29,0.29,0.27,0.33,0.29,0.28,0.29,0.3,0.28,0.25,0.28,0.28,0.28,0.27,0.25,0.27,0.29,0.26,0.27,0.27,0.28,0.26,0.25,0.26,0.26,0.28,0.25,0.27,0.27,0.29,0.26,0.25,0.27,0.26,0.24,0.25,0.25,0.25,0.2,0.27,0.25,0.24,0.23,0.25,0.25,0.21,0.26,0.25,0.24,0.23,0.25,0.24,0.24,0.2,0.23,0.21,0.22,0.21,0.22,0.22,0.2,0.22,0.22,0.2,0.2,0.21,0.21,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.21,0.19,0.21,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.0,0.17,0.2,0.17,0.19,0.18,0.19,0.19,0.17,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65
07/30/2021,1.14,1.09,1.14,0.91,0.99,0.82,1.0,0.89,0.85,0.84,0.83,0.82,0.82,0.78,0.8,0.62,0.72,0.85,0.71,0.72,0.71,0.68,0.72,0.63,0.66,0.68,0.63,0.65,0.63,0.62,0.66,0.59,0.61,0.57,0.52,0.54,0.57,0.55,0.51,0.46,0.55,0.55,0.64,0.52,0.5,0.49,0.47,0.53,0.5,0.4,0.46,0.47,0.45,0.4,0.42,0.44,0.45,0.45,0.41,0.44,0.44,0.42,0.4,0.41,0.43,0.35,0.42,0.36,0.4,0.4,0.4,0.37,0.38,0.32,0.6,0.38,0.37,0.34,0.39,0.37,0.35,0.33,0.34,0.34,0.39,0.34,0.36,0.32,0.38,0.35,0.3,0.33,0.34,0.33,0.31,0.34,0.31,0.31,0.3,0.29,0.29,0.28,0.33,0.29,0.28,0.28,0.3,0.27,0.24,0.29,0.27,0.27,0.26,0.26,0.25,0.29,0.27,0.28,0.27,0.29,0.26,0.25,0.26,0.27,0.28,0.29,0.27,0.27,0.29,0.26,0.26,0.27,0.26,0.24,0.25,0.25,0.25,0.2,0.28,0.24,0.23,0.23,0.25,0.25,0.21,0.26,0.24,0.23,0.23,0.25,0.24,0.23,0.2,0.23,0.21,0.22,0.22,0.22,0.21,0.2,0.23,0.22,0.21,0.2,0.21,0.21,0.21,0.2,0.23,0.21,0.22,0.21,0.21,0.2,0.21,0.18,0.21,0.18,0.18,0.2,0.19,0.19,0.19,0.18,0.19,0.17,0.17,0.17,0.2,0.17,0.19,0.18,0.19,0.19,0.17,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73
08/02/2021,1.14,1.06,1.14,0.9,1.0,0.83,1.0,0.89,0.83,0.81,0.84,0.84,0.82,0.74,0.79,0.62,0.74,0.88,0.7,0.67,0.71,0.68,0.73,0.62,0.61,0.68,0.63,0.64,0.62,0.62,0.65,0.59,0.63,0.56,0.54,0.53,0.56,0.58,0.52,0.47,0.54,0.59,0.64,0.52,0.5,0.47,0.46,0.54,0.49,0.4,0.47,0.47,0.43,0.39,0.42,0.45,0.46,0.45,0.42,0.43,0.45,0.41,0.4,0.41,0.43,0.34,0.41,0.36,0.4,0.41,0.4,0.37,0.37,0.33,0.59,0.39,0.37,0.35,0.37,0.4,0.35,0.34,0.32,0.34,0.38,0.35,0.36,0.31,0.39,0.35,0.3,0.32,0.34,0.32,0.31,0.34,0.31,0.3,0.31,0.29,0.29,0.27,0.32,0.29,0.27,0.29,0.31,0.27,0.24,0.29,0.28,0.27,0.27,0.26,0.26,0.29,0.26,0.28,0.27,0.31,0.26,0.25,0.26,0.26,0.27,0.29,0.26,0.26,0.29,0.26,0.27,0.27,0.26,0.24,0.24,0.24,0.26,0.21,0.28,0.25,0.23,0.24,0.25,0.25,0.21,0.23,0.24,0.23,0.22,0.25,0.24,0.26,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.22,0.23,0.21,0.2,0.2,0.21,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.2,0.22,0.18,0.21,0.19,0.17,0.21,0.19,0.19,0.2,0.19,0.2,0.17,0.17,0.18,0.2,0.0,0.19,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65
08/03/2021,1.1,1.05,1.15,0.92,0.99,0.86,0.99,0.89,0.85,0.8,0.84,0.84,0.82,0.75,0.79,0.62,0.77,0.88,0.72,0.67,0.7,0.68,0.73,0.63,0.62,0.68,0.64,0.64,0.61,0.63,0.64,0.59,0.63,0.55,0.53,0.53,0.55,0.59,0.53,0.47,0.54,0.59,0.64,0.52,0.5,0.47,0.46,0.54,0.49,0.4,0.46,0.47,0.44,0.39,0.42,0.45,0.45,0.45,0.4,0.43,0.45,0.42,0.4,0.41,0.43,0.33,0.4,0.36,0.4,0.41,0.41,0.37,0.37,0.33,0.59,0.39,0.37,0.36,0.38,0.4,0.35,0.33,0.33,0.35,0.38,0.35,0.36,0.31,0.39,0.35,0.31,0.32,0.34,0.35,0.32,0.35,0.3,0.29,0.31,0.29,0.29,0.27,0.32,0.27,0.26,0.29,0.31,0.27,0.23,0.3,0.29,0.27,0.27,0.26,0.26,0.29,0.26,0.28,0.27,0.31,0.26,0.25,0.26,0.27,0.27,0.29,0.27,0.26,0.3,0.26,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.21,0.28,0.25,0.24,0.23,0.25,0.25,0.21,0.21,0.24,0.22,0.23,0.25,0.23,0.27,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.23,0.2,0.23,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.21,0.22,0.2,0.22,0.18,0.21,0.18,0.17,0.2,0.19,0.19,0.21,0.18,0.21,0.17,0.17,0.18,0.2,0.0,0.19,0.18,0.19,0.18,0.17,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73
08/04/2021,1.1,1.05,1.15,0.92,0.99,0.86,0.99,0.89,0.85,0.8,0.84,0.84,0.82,0.75,0.79,0.62,0.77,0.88,0.72,0.67,0.7,0.68,0.73,0.63,0.62,0.68,0.64,0.64,0.61,0.63,0.64,0.59,0.63,0.55,0.53,0.53,0.55,0.59,0.53,0.47,0.54,0.59,0.64,0.52,0.5,0.47,0.46,0.54,0.49,0.4,0.46,0.47,0.44,0.39,0.42,0.45,0.45,0.45,0.4,0.43,0.45,0.42,0.4,0.41,0.43,0.33,0.4,0.36,0.4,0.41,0.41,0.37,0.37,0.33,0.59,0.39,0.37,0.36,0.38,0.4,0.35,0.33,0.33,0.35,0.38,0.35,0.36,0.31,0.39,0.35,0.31,0.32,0.34,0.35,0.32,0.35,0.3,0.29,0.31,0.29,0.29,0.27,0.32,0.27,0.26,0.29,0.31,0.27,0.23,0.3,0.29,0.27,0.27,0.26,0.26,0.29,0.26,0.28,0.27,0.31,0.26,0.25,0.26,0.27,0.27,0.29,0.27,0.26,0.3,0.26,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.21,0.28,0.25,0.24,0.23,0.25,0.25,0.21,0.21,0.24,0.22,0.23,0.25,0.23,0.27,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.23,0.2,0.23,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.21,0.22,0.2,0.22,0.18,0.21,0.18,0.17,0.2,0.19,0.19,0.21,0.18,0.21,0.17,0.17,0.18,0.2,0.0,0.19,0.18,0.19,0.18,0.17,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73
08/05/2021,1.1,1.05,1.15,0.92,0.99,0.86,0.99,0.89,0.85,0.8,0.84,0.84,0.82,0.75,0.79,0.62,0.77,0.88,0.72,0.67,0.7,0.68,0.73,0.63,0.62,0.68,0.64,0.64,0.61,0.63,0.64,0.59,0.63,0.55,0.53,0.53,0.55,0.59,0.53,0.47,0.54,0.59,0.64,0.52,0.5,0.47,0.46,0.54,0.49,0.4,0.46,0.47,0.44,0.39,0.42,0.45,0.45,0.45,0.4,0.43,0.45,0.42,0.4,0.41,0.43,0.33,0.4,0.36,0.4,0.41,0.41,0.37,0.37,0.33,0.59,0.39,0.37,0.36,0.38,0.4,0.35,0.33,0.33,0.35,0.38,0.35,0.36,0.31,0.39,0.35,0.31,0.32,0.34,0.35,0.32,0.35,0.3,0.29,0.31,0.29,0.29,0.27,0.32,0.27,0.26,0.29,0.31,0.27,0.23,0.3,0.29,0.27,0.27,0.26,0.26,0.29,0.26,0.28,0.27,0.31,0.26,0.25,0.26,0.27,0.27,0.29,0.27,0.26,0.3,0.26,0.27,0.27,0.25,0.25,0.24,0.24,0.26,0.21,0.28,0.25,0.24,0.23,0.25,0.25,0.21,0.21,0.24,0.22,0.23,0.25,0.23,0.27,0.19,0.23,0.21,0.22,0.22,0.22,0.2,0.2,0.21,0.23,0.2,0.23,0.2,0.21,0.21,0.22,0.21,0.2,0.22,0.21,0.22,0.2,0.22,0.18,0.21,0.18,0.17,0.2,0.19,0.19,0.21,0.18,0.21,0.17,0.17,0.18,0.2,0.0,0.19,0.18,0.19,0.18,0.17,0.0,0.0,0.0,0.17,0.17,0.18,0.0,0.0,0.17,0.0,0.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.73
08/06/2021,1.15,1.04,1.2,0.91,0.99,0.84,0.95,0.89,0.84,0.8,0.84,0.85,0.83,0.75,0.82,0.63,0.78,0.89,0.71,0.68,0.71,0.69,0.72,0.65,0.63,0.7,0.64,0.63,0.61,0.63,0.64,0.58,0.62,0.53,0.53,0.52,0.55,0.61,0.51,0.47,0.53,0.59,0.63,0.52,0.5,0.45,0.46,0.54,0.49,0.4,0.46,0.48,0.44,0.4,0.42,0.45,0.45,0.45,0.39,0.43,0.43,0.42,0.4,0.41,0.43,0.34,0.41,0.34,0.38,0.42,0.41,0.36,0.36,0.33,0.59,0.39,0.37,0.37,0.38,0.41,0.35,0.33,0.31,0.34,0.39,0.35,0.36,0.32,0.38,0.35,0.3,0.31,0.33,0.33,0.32,0.39,0.3,0.28,0.31,0.28,0.29,0.27,0.3,0.27,0.26,0.29,0.3,0.27,0.24,0.3,0.29,0.28,0.26,0.26,0.26,0.3,0.26,0.28,0.27,0.32,0.26,0.24,0.27,0.26,0.28,0.29,0.26,0.26,0.29,0.26,0.28,0.26,0.25,0.25,0.25,0.24,0.25,0.21,0.29,0.24,0.26,0.25,0.25,0.25,0.2,0.21,0.24,0.22,0.24,0.25,0.23,0.27,0.19,0.24,0.21,0.23,0.22,0.22,0.2,0.2,0.19,0.22,0.2,0.23,0.2,0.21,0.2,0.19,0.23,0.2,0.22,0.21,0.22,0.2,0.21,0.18,0.21,0.18,0.18,0.2,0.19,0.19,0.21,0.18,0.21,0.17,0.18,0.18,0.2,0.16,0.2,0.18,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.18,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7
