,V,UNH,NVDA,ADBE,ABT,MA,CB,SBUX,9020.T,ASML.AS,DHR,AXP,TSM,RO.SW,SSU.,ADP,CRM,CME,NOVN.SW,INTU,IEX,PAYX,GGG,MXIM,9432.T,DPW.DE,ISRG,APTV,7182.T,KEYS,SAP.DE,6178.T,TRMB,LNC,G.MI,390.HK,ITX.MC,MCO,ROP,D05.SI,ALLE,RE,INFO,BIIB,3690.HK,WN.TO,AON,VRTX,OTIS,HUM,6902.T,ACGL,HEK.SW,EWBC,SIVB,1299.HK,9433.T,XLNX,SKA B.ST,788.HK,MUV2.DE,FBHS,SYF,9984.T,WLTW,VRSK,AJG,Z74.SI,FFIV,SIRI,QRVO,ATD.B.TO,EXO.MI,SNPS,CGNX,BBD,SCMN.SW,ALLY,DNB.OL,DOX,POOL,CDW,VRSN,O39.SI,MG.TO,ADSK,ALXN,WAL,OTP.BD,7270.T,LH,SCB-R.BK,SBNY,3382.T,MRU.TO,ADVANC.BK,TER,U11.SI,1988.HK,IHG.L,TEL.OL,9434.T,BBCA.JK,GNRC,SCHN.SW,AENA.MC,NOVO B.CO,6752.T,HAS,TELIA.ST,GBLB.BR,RMD,FLTR.L,ANSS,CABO,BRO,4452.T,INVEA.ST,SREN.SW,CHKP,ENTG,RNO.PA,CSGP,STE,AGS.BR,BMRN,5802.T,RPRX,KBANK/F.BK,INCY,4661.T,175.HK,DOCU,11.HK,KNEBV.HE,PUB.PA,4901.T,BR,7269.T,1810.HK,OLED,8TRA.DE,MSCI,First American Government Obligs X,BBRI.JK,INF.L,SPOT,IT,STM.PA,FTNT,SAP.TO,TYL,ACKB.BR,UU.L,INW.MI,QSR,SPLK,TEAM,9983.T,SVT.L,IAC,XRAY,CDNS,PRAH,CREE,2238.HK,MTN.JO,BMRI.JK,ARW,ALFA.ST,SM.PM,HEXA B.ST,BY6.,2338.HK,2388.HK,PENN,DAR,CNP.PA,IDXX,SYKE,DXCM,MRNA,SGEN,FND,2611.HK,KN,BAP,4188.T,TTMI,EL.PA,6837.HK,4612.T,2601.HK,TLKM.JK,FDS,SY1.DE,6030.HK,WAT,NWBI,ORK.OL,RH,G,ALGN,4755.T,2427.T,FGXXX,ALNY,AZN,ARE.TO,RHI,n/a,600104.SS,600519.SS,000651.SZ,002475.SZ,HOPE,ADI,600741.SS,TTEK,HRC,9042.T,6098.T,KBANK.F.BK,CREEEUR,WOLF,CHH,PFS,MMI,MBT,SUM
08/13/2021,1.71,1.37,1.28,1.29,1.21,1.13,1.07,0.97,0.86,1.06,1.03,0.91,0.85,0.9,0.81,0.88,0.78,0.76,0.72,0.77,0.72,0.69,0.65,0.62,0.63,0.6,0.65,0.65,0.59,0.58,0.54,0.54,0.56,0.55,0.5,0.45,0.47,0.51,0.5,0.5,0.47,0.5,0.49,0.44,0.34,0.49,0.5,0.42,0.47,0.4,0.44,0.44,0.41,0.43,0.42,0.39,0.4,0.42,0.42,0.39,0.39,0.39,0.4,0.34,0.36,0.4,0.38,0.37,0.4,0.34,0.36,0.39,0.37,0.36,0.35,0.31,0.35,0.37,0.32,0.32,0.34,0.35,0.3,0.33,0.3,0.36,0.0,0.32,0.3,0.29,0.33,0.28,0.31,0.28,0.32,0.3,0.28,0.3,0.25,0.27,0.29,0.28,0.29,0.28,0.29,0.26,0.31,0.28,0.27,0.26,0.27,0.29,0.26,0.25,0.26,0.24,0.23,0.25,0.23,0.24,0.22,0.2,0.23,0.23,0.21,0.19,0.19,0.18,0.17,0.18,0.2,0.22,0.22,0.19,0.2,0.19,0.19,0.21,0.19,0.19,0.18,0.18,0.22,0.0,0.18,0.19,0.14,0.21,0.21,0.22,0.17,0.19,0.17,0.19,0.17,0.17,0.17,0.22,0.14,0.19,0.13,0.15,0.18,0.0,0.15,0.15,0.17,0.15,0.15,0.17,0.14,0.17,0.17,0.17,0.14,0.14,0.16,0.14,0.15,0.14,0.17,0.27,0.14,0.16,0.12,0.13,0.0,0.13,0.12,0.13,0.12,0.11,0.11,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.13,0.12,0.13,0.11,0.0,0.0,0.13,0.0,0.0,0.12,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66
08/16/2021,1.66,1.34,1.27,1.31,1.21,1.1,1.08,0.96,0.66,1.04,1.04,0.9,0.84,0.9,0.76,0.87,0.79,0.75,0.73,0.78,0.71,0.7,0.65,0.61,0.47,0.61,0.65,0.64,0.45,0.57,0.55,0.56,0.56,0.57,0.51,0.37,0.48,0.5,0.5,0.5,0.47,0.51,0.49,0.45,0.23,0.49,0.52,0.42,0.47,0.39,0.44,0.44,0.41,0.44,0.43,0.29,0.4,0.41,0.43,0.29,0.41,0.4,0.41,0.33,0.37,0.4,0.38,0.37,0.4,0.33,0.36,0.39,0.37,0.37,0.33,0.3,0.35,0.37,0.32,0.32,0.34,0.36,0.3,0.33,0.3,0.36,0.0,0.32,0.31,0.31,0.33,0.28,0.31,0.29,0.32,0.31,0.27,0.3,0.21,0.27,0.29,0.28,0.29,0.28,0.29,0.26,0.32,0.29,0.27,0.26,0.27,0.29,0.26,0.25,0.26,0.24,0.23,0.25,0.23,0.24,0.21,0.21,0.23,0.23,0.2,0.19,0.2,0.18,0.17,0.18,0.2,0.18,0.21,0.14,0.2,0.19,0.19,0.21,0.2,0.14,0.17,0.18,0.22,0.0,0.18,0.19,0.14,0.22,0.21,0.22,0.17,0.19,0.18,0.19,0.18,0.17,0.18,0.22,0.15,0.19,0.14,0.15,0.18,0.0,0.15,0.13,0.18,0.15,0.15,0.17,0.14,0.17,0.13,0.13,0.0,0.14,0.17,0.15,0.15,0.14,0.16,0.23,0.13,0.15,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.13,0.12,0.13,0.0,0.0,1.76,0.13,0.0,0.11,0.12,0.0,0.35,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24000000000001
08/17/2021,1.66,1.34,1.27,1.31,1.21,1.1,1.08,0.96,0.66,1.04,1.04,0.9,0.84,0.9,0.76,0.87,0.79,0.75,0.73,0.78,0.71,0.7,0.65,0.61,0.47,0.61,0.65,0.64,0.45,0.57,0.55,0.56,0.56,0.57,0.51,0.37,0.48,0.5,0.5,0.5,0.47,0.51,0.49,0.45,0.23,0.49,0.52,0.42,0.47,0.39,0.44,0.44,0.41,0.44,0.43,0.29,0.4,0.41,0.43,0.29,0.41,0.4,0.41,0.33,0.37,0.4,0.38,0.37,0.4,0.33,0.36,0.39,0.37,0.37,0.33,0.3,0.35,0.37,0.32,0.32,0.34,0.36,0.3,0.33,0.3,0.36,0.0,0.32,0.31,0.31,0.33,0.28,0.31,0.29,0.32,0.31,0.27,0.3,0.21,0.27,0.29,0.28,0.29,0.28,0.29,0.26,0.32,0.29,0.27,0.26,0.27,0.29,0.26,0.25,0.26,0.24,0.23,0.25,0.23,0.24,0.21,0.21,0.23,0.23,0.2,0.19,0.2,0.18,0.17,0.18,0.2,0.18,0.21,0.14,0.2,0.19,0.19,0.21,0.2,0.14,0.17,0.18,0.22,0.0,0.18,0.19,0.14,0.22,0.21,0.22,0.17,0.19,0.18,0.19,0.18,0.17,0.18,0.22,0.15,0.19,0.14,0.15,0.18,0.0,0.15,0.13,0.18,0.15,0.15,0.17,0.14,0.17,0.13,0.13,0.0,0.14,0.17,0.15,0.15,0.14,0.16,0.23,0.13,0.15,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.13,0.12,0.13,0.0,0.0,1.76,0.13,0.0,0.11,0.12,0.0,0.35,0.15,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.24000000000001
08/18/2021,1.7,1.38,1.31,1.34,1.23,1.12,1.11,0.99,0.66,1.06,1.06,0.9,0.85,0.92,0.75,0.88,0.81,0.76,0.75,0.79,0.72,0.71,0.67,0.62,0.49,0.62,0.66,0.64,0.46,0.58,0.56,0.56,0.57,0.57,0.52,0.37,0.49,0.51,0.51,0.5,0.48,0.52,0.5,0.46,0.23,0.5,0.53,0.42,0.48,0.4,0.45,0.45,0.41,0.44,0.43,0.3,0.4,0.42,0.44,0.29,0.42,0.41,0.41,0.34,0.37,0.41,0.39,0.38,0.4,0.33,0.36,0.39,0.38,0.37,0.34,0.31,0.36,0.38,0.33,0.33,0.35,0.37,0.3,0.33,0.3,0.37,0.0,0.32,0.31,0.32,0.33,0.29,0.32,0.29,0.32,0.31,0.27,0.3,0.21,0.27,0.3,0.29,0.3,0.28,0.3,0.26,0.33,0.29,0.28,0.26,0.27,0.29,0.27,0.26,0.26,0.25,0.23,0.25,0.24,0.24,0.22,0.21,0.23,0.24,0.2,0.19,0.2,0.19,0.17,0.18,0.21,0.18,0.22,0.14,0.2,0.19,0.19,0.21,0.21,0.14,0.17,0.19,0.22,0.0,0.18,0.2,0.14,0.22,0.21,0.23,0.17,0.19,0.18,0.19,0.18,0.17,0.18,0.23,0.15,0.19,0.13,0.15,0.18,0.0,0.15,0.13,0.18,0.16,0.15,0.18,0.13,0.17,0.13,0.13,0.0,0.14,0.17,0.15,0.16,0.14,0.17,0.24,0.14,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.13,0.0,0.35,0.15,0.15,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.74
08/19/2021,1.7,1.38,1.31,1.34,1.23,1.12,1.11,0.99,0.66,1.06,1.06,0.9,0.85,0.92,0.75,0.88,0.81,0.76,0.75,0.79,0.72,0.71,0.67,0.62,0.49,0.62,0.66,0.64,0.46,0.58,0.56,0.56,0.57,0.57,0.52,0.37,0.49,0.51,0.51,0.5,0.48,0.52,0.5,0.46,0.23,0.5,0.53,0.42,0.48,0.4,0.45,0.45,0.41,0.44,0.43,0.3,0.4,0.42,0.44,0.29,0.42,0.41,0.41,0.34,0.37,0.41,0.39,0.38,0.4,0.33,0.36,0.39,0.38,0.37,0.34,0.31,0.36,0.38,0.33,0.33,0.35,0.37,0.3,0.33,0.3,0.37,0.0,0.32,0.31,0.32,0.33,0.29,0.32,0.29,0.32,0.31,0.27,0.3,0.21,0.27,0.3,0.29,0.3,0.28,0.3,0.26,0.33,0.29,0.28,0.26,0.27,0.29,0.27,0.26,0.26,0.25,0.23,0.25,0.24,0.24,0.22,0.21,0.23,0.24,0.2,0.19,0.2,0.19,0.17,0.18,0.21,0.18,0.22,0.14,0.2,0.19,0.19,0.21,0.21,0.14,0.17,0.19,0.22,0.0,0.18,0.2,0.14,0.22,0.21,0.23,0.17,0.19,0.18,0.19,0.18,0.17,0.18,0.23,0.15,0.19,0.13,0.15,0.18,0.0,0.15,0.13,0.18,0.16,0.15,0.18,0.13,0.17,0.13,0.13,0.0,0.14,0.17,0.15,0.16,0.14,0.17,0.24,0.14,0.16,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.12,0.0,0.12,0.13,0.0,0.35,0.15,0.15,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.74
08/20/2021,1.69,1.38,1.28,1.32,1.23,1.11,1.1,0.98,0.65,1.04,1.06,0.89,0.84,0.92,0.73,0.88,0.79,0.75,0.74,0.78,0.72,0.71,0.66,0.61,0.48,0.61,0.66,0.63,0.44,0.58,0.55,0.55,0.57,0.55,0.51,0.37,0.48,0.51,0.5,0.49,0.48,0.51,0.5,0.45,0.22,0.49,0.53,0.41,0.47,0.39,0.44,0.44,0.4,0.43,0.42,0.3,0.4,0.41,0.43,0.29,0.42,0.41,0.41,0.33,0.36,0.4,0.39,0.38,0.39,0.33,0.35,0.39,0.37,0.37,0.34,0.3,0.35,0.37,0.33,0.33,0.35,0.37,0.3,0.32,0.29,0.36,0.0,0.32,0.31,0.31,0.33,0.29,0.31,0.28,0.31,0.3,0.27,0.29,0.21,0.27,0.29,0.29,0.29,0.27,0.29,0.26,0.32,0.28,0.28,0.26,0.27,0.29,0.26,0.25,0.26,0.25,0.23,0.24,0.23,0.24,0.21,0.2,0.22,0.24,0.2,0.19,0.2,0.19,0.17,0.18,0.2,0.17,0.21,0.14,0.2,0.19,0.21,0.21,0.2,0.13,0.17,0.18,0.22,0.0,0.18,0.19,0.14,0.22,0.21,0.22,0.17,0.19,0.18,0.19,0.18,0.17,0.17,0.22,0.14,0.19,0.13,0.15,0.18,0.0,0.14,0.12,0.19,0.16,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.13,0.17,0.14,0.15,0.14,0.17,0.22,0.13,0.15,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.13,0.13,0.0,0.0,0.0,0.12,0.0,0.11,0.13,0.0,0.34,0.15,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71
08/23/2021,1.69,1.44,1.29,1.34,1.26,1.11,1.13,0.97,0.65,1.05,1.08,0.87,0.82,0.93,0.73,0.87,0.82,0.73,0.74,0.8,0.71,0.7,0.66,0.64,0.48,0.63,0.7,0.59,0.45,0.59,0.56,0.55,0.57,0.53,0.51,0.37,0.48,0.5,0.5,0.48,0.49,0.52,0.49,0.45,0.2,0.5,0.53,0.43,0.47,0.4,0.42,0.45,0.4,0.41,0.4,0.31,0.4,0.41,0.42,0.29,0.42,0.39,0.39,0.32,0.36,0.42,0.39,0.38,0.39,0.34,0.35,0.39,0.36,0.4,0.34,0.3,0.35,0.36,0.32,0.33,0.35,0.36,0.31,0.32,0.27,0.37,0.0,0.3,0.33,0.3,0.33,0.29,0.29,0.29,0.32,0.31,0.26,0.29,0.21,0.26,0.29,0.29,0.31,0.26,0.29,0.26,0.34,0.27,0.27,0.26,0.26,0.3,0.25,0.25,0.26,0.25,0.23,0.24,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.21,0.14,0.2,0.18,0.22,0.21,0.2,0.13,0.18,0.17,0.21,0.0,0.18,0.19,0.14,0.22,0.2,0.22,0.16,0.19,0.18,0.19,0.18,0.17,0.17,0.22,0.14,0.19,0.14,0.15,0.18,0.0,0.13,0.13,0.19,0.15,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.13,0.16,0.14,0.16,0.14,0.17,0.23,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.34,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78
08/24/2021,1.69,1.44,1.29,1.34,1.26,1.11,1.13,0.97,0.65,1.05,1.08,0.87,0.82,0.93,0.73,0.87,0.82,0.73,0.74,0.8,0.71,0.7,0.66,0.64,0.48,0.63,0.7,0.59,0.45,0.59,0.56,0.55,0.57,0.53,0.51,0.37,0.48,0.5,0.5,0.48,0.49,0.52,0.49,0.45,0.2,0.5,0.53,0.43,0.47,0.4,0.42,0.45,0.4,0.41,0.4,0.31,0.4,0.41,0.42,0.29,0.42,0.39,0.39,0.32,0.36,0.42,0.39,0.38,0.39,0.34,0.35,0.39,0.36,0.4,0.34,0.3,0.35,0.36,0.32,0.33,0.35,0.36,0.31,0.32,0.27,0.37,0.0,0.3,0.33,0.3,0.33,0.29,0.29,0.29,0.32,0.31,0.26,0.29,0.21,0.26,0.29,0.29,0.31,0.26,0.29,0.26,0.34,0.27,0.27,0.26,0.26,0.3,0.25,0.25,0.26,0.25,0.23,0.24,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.19,0.19,0.19,0.18,0.19,0.2,0.17,0.21,0.14,0.2,0.18,0.22,0.21,0.2,0.13,0.18,0.17,0.21,0.0,0.18,0.19,0.14,0.22,0.2,0.22,0.16,0.19,0.18,0.19,0.18,0.17,0.17,0.22,0.14,0.19,0.14,0.15,0.18,0.0,0.13,0.13,0.19,0.15,0.15,0.17,0.14,0.17,0.12,0.13,0.0,0.13,0.16,0.14,0.16,0.14,0.17,0.23,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.14,0.11,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.0,0.34,0.14,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78
08/25/2021,1.68,1.44,1.35,1.35,1.26,1.1,1.13,0.97,0.65,1.06,1.08,0.87,0.8,0.92,0.72,0.87,0.83,0.73,0.74,0.8,0.71,0.7,0.65,0.63,0.48,0.63,0.69,0.6,0.45,0.59,0.56,0.55,0.58,0.54,0.51,0.37,0.48,0.5,0.5,0.48,0.48,0.52,0.49,0.45,0.19,0.49,0.53,0.43,0.47,0.4,0.39,0.45,0.4,0.41,0.4,0.3,0.4,0.41,0.42,0.29,0.42,0.39,0.39,0.31,0.37,0.42,0.39,0.38,0.39,0.35,0.35,0.39,0.35,0.4,0.35,0.29,0.35,0.36,0.32,0.33,0.35,0.36,0.31,0.31,0.27,0.37,0.0,0.31,0.33,0.28,0.34,0.29,0.3,0.29,0.31,0.31,0.26,0.29,0.21,0.26,0.29,0.29,0.3,0.27,0.29,0.25,0.34,0.26,0.27,0.26,0.26,0.3,0.25,0.25,0.26,0.25,0.23,0.24,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.19,0.18,0.19,0.18,0.19,0.21,0.16,0.21,0.14,0.2,0.18,0.21,0.21,0.19,0.13,0.18,0.17,0.22,0.0,0.18,0.19,0.15,0.22,0.21,0.22,0.16,0.19,0.18,0.19,0.18,0.17,0.18,0.23,0.14,0.19,0.14,0.15,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.13,0.15,0.14,0.16,0.14,0.17,0.23,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.33,0.14,0.15,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74999999999999
08/26/2021,1.68,1.44,1.35,1.35,1.26,1.1,1.13,0.97,0.65,1.06,1.08,0.87,0.8,0.92,0.72,0.87,0.83,0.73,0.74,0.8,0.71,0.7,0.65,0.63,0.48,0.63,0.69,0.6,0.45,0.59,0.56,0.55,0.58,0.54,0.51,0.37,0.48,0.5,0.5,0.48,0.48,0.52,0.49,0.45,0.19,0.49,0.53,0.43,0.47,0.4,0.39,0.45,0.4,0.41,0.4,0.3,0.4,0.41,0.42,0.29,0.42,0.39,0.39,0.31,0.37,0.42,0.39,0.38,0.39,0.35,0.35,0.39,0.35,0.4,0.35,0.29,0.35,0.36,0.32,0.33,0.35,0.36,0.31,0.31,0.27,0.37,0.0,0.31,0.33,0.28,0.34,0.29,0.3,0.29,0.31,0.31,0.26,0.29,0.21,0.26,0.29,0.29,0.3,0.27,0.29,0.25,0.34,0.26,0.27,0.26,0.26,0.3,0.25,0.25,0.26,0.25,0.23,0.24,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.19,0.18,0.19,0.18,0.19,0.21,0.16,0.21,0.14,0.2,0.18,0.21,0.21,0.19,0.13,0.18,0.17,0.22,0.0,0.18,0.19,0.15,0.22,0.21,0.22,0.16,0.19,0.18,0.19,0.18,0.17,0.18,0.23,0.14,0.19,0.14,0.15,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.13,0.15,0.14,0.16,0.14,0.17,0.23,0.14,0.16,0.0,0.13,0.0,0.12,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.33,0.14,0.15,0.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74999999999999
08/27/2021,1.67,1.4,1.39,1.35,1.23,1.1,1.1,0.95,0.66,1.07,1.06,0.86,0.81,0.91,0.75,0.84,0.82,0.72,0.73,0.8,0.71,0.68,0.65,0.64,0.48,0.62,0.68,0.6,0.44,0.6,0.55,0.54,0.58,0.55,0.5,0.36,0.48,0.5,0.5,0.48,0.48,0.51,0.49,0.46,0.22,0.49,0.52,0.43,0.47,0.39,0.41,0.45,0.4,0.42,0.41,0.3,0.4,0.43,0.42,0.28,0.42,0.39,0.39,0.31,0.36,0.41,0.39,0.38,0.4,0.34,0.35,0.39,0.35,0.4,0.35,0.31,0.35,0.36,0.32,0.32,0.34,0.36,0.3,0.31,0.28,0.37,0.0,0.31,0.33,0.28,0.33,0.31,0.31,0.29,0.31,0.3,0.26,0.29,0.2,0.26,0.29,0.28,0.3,0.27,0.29,0.26,0.33,0.26,0.27,0.26,0.26,0.29,0.26,0.25,0.26,0.25,0.23,0.23,0.23,0.24,0.21,0.19,0.23,0.23,0.19,0.19,0.19,0.19,0.2,0.18,0.21,0.16,0.21,0.14,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.21,0.0,0.18,0.19,0.15,0.21,0.21,0.22,0.16,0.19,0.17,0.19,0.18,0.17,0.18,0.23,0.14,0.18,0.14,0.15,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.14,0.16,0.14,0.15,0.14,0.17,0.24,0.14,0.16,0.0,0.12,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.11,0.12,0.0,0.33,0.14,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.57
08/30/2021,1.65,1.38,1.41,1.35,1.23,1.07,1.1,0.95,0.67,1.08,1.06,0.89,0.86,0.91,0.74,0.84,0.85,0.72,0.72,0.8,0.71,0.68,0.65,0.65,0.48,0.62,0.68,0.59,0.45,0.61,0.55,0.54,0.59,0.55,0.5,0.37,0.47,0.5,0.5,0.49,0.48,0.5,0.49,0.45,0.22,0.49,0.53,0.42,0.47,0.38,0.43,0.44,0.4,0.42,0.4,0.3,0.4,0.43,0.42,0.28,0.41,0.39,0.4,0.31,0.35,0.42,0.39,0.37,0.39,0.34,0.35,0.38,0.35,0.41,0.35,0.3,0.34,0.36,0.33,0.32,0.34,0.36,0.3,0.31,0.27,0.34,0.0,0.31,0.32,0.29,0.33,0.31,0.31,0.28,0.31,0.31,0.26,0.29,0.2,0.26,0.29,0.28,0.3,0.28,0.29,0.25,0.33,0.26,0.27,0.25,0.26,0.3,0.26,0.25,0.26,0.25,0.23,0.23,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.2,0.19,0.19,0.2,0.18,0.21,0.16,0.21,0.13,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.22,0.0,0.18,0.19,0.15,0.22,0.21,0.23,0.16,0.19,0.17,0.18,0.18,0.17,0.18,0.23,0.14,0.18,0.14,0.15,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.14,0.17,0.24,0.15,0.15,0.0,0.12,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.13,0.33,0.14,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61
08/31/2021,1.65,1.38,1.41,1.35,1.23,1.07,1.1,0.95,0.67,1.08,1.06,0.89,0.86,0.91,0.74,0.84,0.85,0.72,0.72,0.8,0.71,0.68,0.65,0.65,0.48,0.62,0.68,0.59,0.45,0.61,0.55,0.54,0.59,0.55,0.5,0.37,0.47,0.5,0.5,0.49,0.48,0.5,0.49,0.45,0.22,0.49,0.53,0.42,0.47,0.38,0.43,0.44,0.4,0.42,0.4,0.3,0.4,0.43,0.42,0.28,0.41,0.39,0.4,0.31,0.35,0.42,0.39,0.37,0.39,0.34,0.35,0.38,0.35,0.41,0.35,0.3,0.34,0.36,0.33,0.32,0.34,0.36,0.3,0.31,0.27,0.34,0.0,0.31,0.32,0.29,0.33,0.31,0.31,0.28,0.31,0.31,0.26,0.29,0.2,0.26,0.29,0.28,0.3,0.28,0.29,0.25,0.33,0.26,0.27,0.25,0.26,0.3,0.26,0.25,0.26,0.25,0.23,0.23,0.23,0.25,0.21,0.19,0.22,0.23,0.19,0.2,0.19,0.19,0.2,0.18,0.21,0.16,0.21,0.13,0.2,0.19,0.21,0.21,0.19,0.13,0.18,0.17,0.22,0.0,0.18,0.19,0.15,0.22,0.21,0.23,0.16,0.19,0.17,0.18,0.18,0.17,0.18,0.23,0.14,0.18,0.14,0.15,0.19,0.0,0.14,0.13,0.19,0.15,0.16,0.17,0.14,0.17,0.12,0.13,0.0,0.16,0.16,0.14,0.15,0.14,0.17,0.24,0.15,0.15,0.0,0.12,0.0,0.13,0.12,0.13,0.0,0.11,0.0,0.13,0.13,0.12,0.0,0.13,0.0,0.0,0.12,0.12,0.13,0.0,0.0,0.0,0.13,0.0,0.11,0.12,0.13,0.33,0.14,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61
