,2330.TW,700.HK,BABA,005930.KS,3690.HK,VALE3.SA,RELIANCE.NS,NPN.JO,EWM,939.HK,INFY.NS,NIO,JD,USD,2318.HK,2269.HK,005935.KQ,BIDU,HDFC.NS,000660.KS,2317.TW,2454.TW,GAZP.ME,1398.HK,SBER.ME,ICICIBANK.NS,035420.KS,NTES,TCS.NS,BEKE,1120.SR,LKOH.ME,M4B.,1180.SR,2222.SR,035720.KS,006400.KS,051910.KS,3988.HK,1024.HK,KOTAKBANK.NS,2010.SR,HINDUNILVR.NS,ITUB4.SA,LU,BILI,PETR4.SA,2331.HK,005380.KS,ASIANPAINT.NS,LI,BY6.,2020.HK,BGNE,AXISBANK.NS,BBCA.JK,BBDC4.SA,AMXL.MX,YNDX,600519.SS,2303.TW,QNBK.QA,2603.TW,7010.SR,FAB.,GMKN.ME,2382.HK,2308.TW,BAJFINANCE.NS,PETR3.SA,TCOM,005490.KS,068270.KS,2313.HK,XPEV,GFNORTEO.MX,FEMSAUBD.MX,B3SA3.SA,NBK.,1301.TW,SNGS.ME,NVTK.ME,BHARTIARTL.NS,HKD,WALMEX.MX,000270.KS,2412.TW,2881.TW,2002.TW,055550.KS,2319.HK,ABEV3.SA,6098.HK,CHL.,2891.TW,105560.KS,2688.HK,LT.NS,BBRI.JK,GMEXICOB.MX,FSR.JO,STNE,ZLAB,1303.TW,2882.TW,012330.KS,GDS,HCLTECH.NS,ZTO,066570.KS,MARUTI.NS,051900.KS,2609.TW,207940.KS,SNPMF,1216.TW,PTT-R.BK,291.HK,IMP.JO,SSW.JO,EDU,3711.TW,CEMEXCPO.MX,2886.TW,MTN.JO,OTP.BD,IHC.,1109.HK,2388.HK,017670.KS,300750.SZ,ETISALAT.,688.HK,TATN.ME,SBK.JO,KFH.,2885.TW,M&M.NS,MGLU3.SA,011200.KS,IQCD.QA,1288.HK,000858.SZ,WEGE3.SA,096770.KS,SBIN.NS,TME,ULTRACEMCO.NS,3008.TW,RDOR3.SA,NTCO3.SA,036570.KS,1010.SR,086790.KS,TLKM.JK,2884.TW,TATASTEEL.NS,2007.HK,PAGS,2333.HK,1326.TW,857.HK,600036.SS,PDD,CPALL-R.BK,SUNPHARMA.NS,VIPS,1801.HK,028260.KS,SUZB3.SA,960.HK,5871.TW,ITSA4.SA,1101.TW,WIPRO.NS,JSWSTEEL.NS,3034.TW,ROSN.ME,FUTU,268.HK,DMART.NS,1658.HK,6770,BPAC11.SA,TECHM.NS,2601.HK,ITC.NS,GNDI3.SA,9633.HK,003550.KS,TAL,TITAN.NS,968.HK,091990.KQ,DRREDDY.NS,EMIRATESNBD.DB,NESTLEIND.NS,AOT-R.BK,2379.TW,2892.TW,992.HK,2357.TW,2382.TW,2899.HK,BAP,6690.HK,1918.HK,RENT3.SA,2359.HK,DIVISLAB.NS,TWD,TLEVISACPO.MX,009150.KS,ARTO.JK,2327.TW,HINDALCO.NS,ANG.JO,CPI.JO,1164.HK,SM.PM,HDFCLIFE.NS,1060.SR,INR,1211.SR,ASII.JK,POLY.L,GRASIM.NS,SQM/B.SN,BJFIN.NS,APOLLOHOSP.NS,KRW,THB,BRL,IDR,CLP,267.HK,033780.KS,BAJAJFINSV.NS,BMRI.JK,2883.TW,SMPH.PM,5880.TW,ZAIN.,XP,1088.HK,2880.TW,TATACONSUM.NS,BID.JO,POWERGRID.NS,SLM.JO,2887.TW,SBILIFE.NS,HTHT,2618.HK,ADANIPORTS.NS,IHC,2020.SR,SOL.JO,MEMZ1,--,916.HK,SCB-R.BK,CNY,586.HK,SQM.B.SN,TATAMOTORS.NS,CLV.,KPCUF,939,3968,2628,386,3037.TW,2601,SQM/B,SAR,323410.KS,YMM,ALPHADHA.,MXN,259960.KS,ADANITRANS.NS,2609,ADANIGREEN.NS,GFI.JO,SUM
07/26/2021,6.18,4.91,4.81,3.99,1.57,1.07,1.03,1.05,0.94,0.79,0.83,0.78,0.85,0.99,0.68,0.7,0.63,0.61,0.63,0.57,0.58,0.58,0.54,0.54,0.53,0.54,0.55,0.53,0.46,0.41,0.43,0.4,0.41,0.4,0.4,0.36,0.35,0.33,0.36,0.29,0.34,0.35,0.32,0.33,0.27,0.33,0.29,0.32,0.28,0.32,0.3,0.28,0.29,0.27,0.28,0.28,0.27,0.29,0.26,0.26,0.25,0.27,0.18,0.25,0.24,0.25,0.25,0.25,0.23,0.24,0.21,0.23,0.23,0.21,0.24,0.22,0.22,0.23,0.23,0.2,0.19,0.19,0.2,0.24,0.2,0.2,0.19,0.21,0.17,0.18,0.19,0.18,0.17,0.16,0.18,0.17,0.19,0.18,0.17,0.17,0.16,0.15,0.17,0.18,0.19,0.16,0.16,0.17,0.17,0.16,0.16,0.14,0.11,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.12,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.15,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.13,0.15,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.46000000000001
07/29/2021,6.28,4.58,4.48,4.1,1.4,1.14,1.05,0.98,0.96,0.81,0.88,0.73,0.76,1.05,0.67,0.63,0.65,0.57,0.65,0.59,0.58,0.6,0.56,0.56,0.56,0.58,0.59,0.43,0.47,0.27,0.45,0.41,0.4,0.4,0.41,0.37,0.36,0.34,0.37,0.25,0.36,0.36,0.32,0.34,0.24,0.26,0.3,0.29,0.28,0.32,0.28,0.29,0.28,0.25,0.29,0.29,0.28,0.31,0.27,0.25,0.27,0.28,0.16,0.26,0.24,0.26,0.24,0.25,0.25,0.25,0.18,0.25,0.23,0.21,0.23,0.23,0.23,0.24,0.25,0.21,0.2,0.2,0.22,0.25,0.21,0.2,0.2,0.21,0.18,0.18,0.19,0.18,0.15,0.16,0.19,0.18,0.2,0.19,0.18,0.19,0.17,0.15,0.14,0.18,0.19,0.16,0.13,0.18,0.16,0.16,0.16,0.13,0.0,0.16,0.14,0.15,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.12,0.12,0.14,0.13,0.13,0.14,0.11,0.13,0.12,0.11,0.13,0.12,0.13,0.1,0.14,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.14,0.11,0.13,0.16,0.12,0.11,0.11,0.1,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.0,0.11,0.11,0.1,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08
07/30/2021,6.41,4.25,4.43,4.18,1.18,1.14,1.06,0.93,0.98,0.84,0.9,0.68,0.76,1.11,0.65,0.59,0.66,0.56,0.65,0.6,0.6,0.62,0.57,0.57,0.56,0.6,0.61,0.43,0.48,0.27,0.46,0.42,0.39,0.41,0.42,0.38,0.38,0.36,0.38,0.24,0.36,0.37,0.32,0.36,0.23,0.25,0.31,0.26,0.29,0.32,0.25,0.28,0.27,0.25,0.29,0.29,0.29,0.32,0.27,0.24,0.27,0.28,0.15,0.27,0.25,0.27,0.25,0.25,0.25,0.25,0.19,0.26,0.24,0.21,0.2,0.24,0.23,0.24,0.25,0.21,0.2,0.2,0.22,0.21,0.22,0.21,0.2,0.21,0.18,0.19,0.19,0.18,0.13,0.16,0.19,0.18,0.2,0.19,0.18,0.2,0.17,0.15,0.13,0.19,0.19,0.16,0.12,0.18,0.16,0.17,0.16,0.13,0.0,0.17,0.15,0.16,0.14,0.14,0.16,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.13,0.0,0.14,0.12,0.12,0.13,0.12,0.13,0.13,0.14,0.13,0.15,0.11,0.12,0.15,0.12,0.11,0.11,0.0,0.12,0.13,0.11,0.0,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.11,0.1,0.1,0.1,0.12,0.11,0.0,0.12,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.14,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96000000000001
08/02/2021,6.28,4.55,4.56,4.1,1.35,1.14,1.03,1.03,0.95,0.8,0.88,0.72,0.82,1.08,0.66,0.67,0.65,0.58,0.63,0.57,0.58,0.6,0.57,0.54,0.56,0.59,0.57,0.48,0.47,0.25,0.45,0.42,0.4,0.4,0.41,0.37,0.37,0.35,0.36,0.26,0.34,0.36,0.31,0.36,0.23,0.26,0.31,0.3,0.28,0.31,0.28,0.3,0.29,0.28,0.27,0.29,0.29,0.32,0.26,0.24,0.27,0.28,0.17,0.27,0.25,0.26,0.25,0.24,0.25,0.26,0.2,0.25,0.23,0.21,0.21,0.24,0.24,0.24,0.25,0.21,0.2,0.21,0.22,0.18,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.19,0.16,0.16,0.18,0.18,0.2,0.18,0.17,0.19,0.17,0.15,0.15,0.18,0.18,0.16,0.13,0.18,0.16,0.16,0.15,0.13,0.0,0.16,0.14,0.15,0.14,0.14,0.17,0.15,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.13,0.1,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.16,0.11,0.13,0.17,0.12,0.11,0.11,0.1,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.14,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24000000000001
08/03/2021,6.28,4.55,4.56,4.1,1.35,1.14,1.03,1.03,0.95,0.8,0.88,0.72,0.82,1.08,0.66,0.67,0.65,0.58,0.63,0.57,0.58,0.6,0.57,0.54,0.56,0.59,0.57,0.48,0.47,0.25,0.45,0.42,0.4,0.4,0.41,0.37,0.37,0.35,0.36,0.26,0.34,0.36,0.31,0.36,0.23,0.26,0.31,0.3,0.28,0.31,0.28,0.3,0.29,0.28,0.27,0.29,0.29,0.32,0.26,0.24,0.27,0.28,0.17,0.27,0.25,0.26,0.25,0.24,0.25,0.26,0.2,0.25,0.23,0.21,0.21,0.24,0.24,0.24,0.25,0.21,0.2,0.21,0.22,0.18,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.19,0.16,0.16,0.18,0.18,0.2,0.18,0.17,0.19,0.17,0.15,0.15,0.18,0.18,0.16,0.13,0.18,0.16,0.16,0.15,0.13,0.0,0.16,0.14,0.15,0.14,0.14,0.17,0.15,0.0,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.13,0.15,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.14,0.12,0.14,0.12,0.11,0.13,0.12,0.13,0.1,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.16,0.11,0.13,0.17,0.12,0.11,0.11,0.1,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.14,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24000000000001
08/04/2021,6.31,4.49,4.56,4.11,1.28,1.07,1.03,1.03,0.96,0.81,0.89,0.76,0.82,1.11,0.67,0.64,0.65,0.57,0.64,0.57,0.58,0.59,0.58,0.55,0.57,0.59,0.57,0.49,0.47,0.24,0.46,0.41,0.39,0.4,0.41,0.37,0.37,0.35,0.37,0.24,0.34,0.36,0.31,0.36,0.23,0.25,0.3,0.29,0.28,0.31,0.3,0.32,0.29,0.29,0.27,0.29,0.28,0.32,0.26,0.23,0.29,0.28,0.15,0.27,0.25,0.27,0.26,0.24,0.25,0.25,0.19,0.26,0.23,0.22,0.22,0.24,0.24,0.23,0.25,0.21,0.2,0.21,0.22,0.18,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.18,0.15,0.16,0.19,0.18,0.2,0.19,0.17,0.18,0.17,0.15,0.16,0.18,0.18,0.16,0.13,0.18,0.16,0.16,0.16,0.13,0.0,0.16,0.14,0.15,0.13,0.13,0.17,0.15,0.0,0.16,0.15,0.15,0.15,0.15,0.15,0.12,0.15,0.13,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.14,0.12,0.1,0.13,0.11,0.13,0.1,0.14,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.16,0.11,0.12,0.19,0.12,0.11,0.11,0.1,0.12,0.14,0.11,0.11,0.12,0.1,0.1,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.1,0.0,0.1,0.12,0.0,0.1,0.11,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12
08/05/2021,6.35,4.39,4.62,4.09,1.27,1.06,1.03,1.02,0.94,0.81,0.89,0.77,0.82,1.12,0.67,0.65,0.65,0.57,0.64,0.58,0.59,0.6,0.57,0.54,0.57,0.58,0.56,0.5,0.47,0.24,0.47,0.41,0.4,0.41,0.41,0.37,0.36,0.36,0.36,0.24,0.34,0.36,0.31,0.35,0.23,0.26,0.29,0.28,0.27,0.3,0.3,0.34,0.28,0.3,0.27,0.28,0.28,0.32,0.26,0.24,0.29,0.27,0.16,0.27,0.25,0.26,0.25,0.24,0.25,0.24,0.19,0.25,0.23,0.22,0.24,0.23,0.23,0.23,0.24,0.21,0.2,0.21,0.22,0.17,0.21,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.15,0.16,0.19,0.17,0.2,0.19,0.17,0.18,0.18,0.15,0.16,0.19,0.19,0.16,0.13,0.18,0.16,0.15,0.16,0.13,0.0,0.16,0.14,0.15,0.13,0.13,0.17,0.15,0.0,0.16,0.15,0.15,0.16,0.15,0.15,0.13,0.15,0.13,0.15,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.13,0.1,0.14,0.11,0.12,0.11,0.12,0.13,0.12,0.14,0.13,0.15,0.11,0.13,0.19,0.12,0.11,0.11,0.1,0.11,0.14,0.12,0.1,0.12,0.1,0.1,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.12,0.0,0.1,0.1,0.11,0.1,0.0,0.11,0.11,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.13,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.05000000000001
08/06/2021,6.4,4.13,4.56,4.22,1.25,1.07,1.04,0.95,0.95,0.81,0.9,0.75,0.8,1.15,0.67,0.68,0.66,0.57,0.66,0.6,0.59,0.6,0.57,0.54,0.57,0.59,0.56,0.44,0.48,0.23,0.48,0.41,0.4,0.41,0.41,0.36,0.37,0.35,0.36,0.23,0.35,0.37,0.32,0.35,0.22,0.24,0.29,0.3,0.28,0.31,0.29,0.34,0.29,0.31,0.28,0.29,0.27,0.32,0.26,0.24,0.3,0.27,0.16,0.27,0.25,0.27,0.25,0.24,0.25,0.24,0.18,0.24,0.23,0.22,0.23,0.24,0.24,0.23,0.24,0.21,0.2,0.21,0.23,0.17,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.15,0.16,0.19,0.18,0.21,0.19,0.17,0.18,0.18,0.15,0.16,0.19,0.18,0.16,0.13,0.18,0.16,0.15,0.16,0.13,0.0,0.16,0.14,0.15,0.13,0.14,0.17,0.15,0.0,0.16,0.15,0.15,0.17,0.15,0.15,0.12,0.15,0.13,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.13,0.1,0.14,0.11,0.12,0.11,0.12,0.13,0.12,0.14,0.13,0.15,0.11,0.12,0.17,0.12,0.11,0.11,0.0,0.12,0.14,0.12,0.11,0.12,0.1,0.1,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.0,0.11,0.12,0.1,0.0,0.11,0.11,0.0,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.03
08/10/2021,6.42,4.34,4.55,4.2,1.36,1.04,0.91,0.96,0.98,0.81,0.92,0.74,0.79,0.0,0.63,0.69,0.67,0.58,0.69,0.6,0.59,0.61,0.56,0.54,0.58,0.6,0.58,0.41,0.49,0.21,0.48,0.4,0.39,0.42,0.41,0.37,0.38,0.37,0.36,0.18,0.32,0.37,0.32,0.0,0.22,0.24,0.31,0.3,0.28,0.3,0.27,0.36,0.31,0.29,0.28,0.3,0.27,0.31,0.26,0.23,0.31,0.28,0.16,0.27,0.25,0.26,0.25,0.24,0.27,0.25,0.19,0.24,0.24,0.23,0.3,0.23,0.23,0.23,0.25,0.21,0.2,0.21,0.24,0.0,0.21,0.2,0.2,0.2,0.18,0.19,0.22,0.18,0.16,0.15,0.19,0.18,0.2,0.19,0.18,0.18,0.18,0.15,0.17,0.19,0.18,0.16,0.13,0.18,0.16,0.16,0.16,0.13,0.09,0.13,0.14,0.16,0.13,0.14,0.16,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.21,0.12,0.15,0.0,0.15,0.14,0.13,0.13,0.15,0.14,0.13,0.14,0.13,0.11,0.14,0.12,0.1,0.13,0.11,0.13,0.1,0.14,0.11,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.15,0.11,0.14,0.18,0.12,0.11,0.11,0.43,0.11,0.14,0.12,0.1,0.11,0.1,0.09,0.13,0.12,0.13,0.13,0.12,0.13,0.11,0.1,0.11,0.14,0.11,0.11,0.11,0.12,0.0,0.11,0.1,0.12,0.09,0.0,0.11,0.12,0.11,0.09,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.35,0.11,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.61000000000001
08/11/2021,6.37,4.31,4.52,4.16,1.35,1.04,0.9,0.96,0.97,0.8,0.91,0.73,0.79,0.15,0.62,0.68,0.67,0.57,0.68,0.59,0.59,0.6,0.56,0.53,0.58,0.6,0.58,0.41,0.49,0.2,0.47,0.4,0.39,0.42,0.41,0.36,0.38,0.37,0.36,0.18,0.32,0.37,0.32,0.35,0.22,0.23,0.31,0.29,0.28,0.3,0.27,0.36,0.31,0.29,0.28,0.29,0.26,0.31,0.26,0.23,0.31,0.28,0.16,0.27,0.24,0.26,0.25,0.23,0.27,0.25,0.19,0.24,0.24,0.23,0.29,0.23,0.23,0.23,0.25,0.21,0.2,0.21,0.24,0.0,0.21,0.2,0.2,0.2,0.18,0.19,0.22,0.18,0.16,0.15,0.19,0.18,0.2,0.18,0.18,0.18,0.18,0.15,0.17,0.19,0.18,0.16,0.13,0.18,0.16,0.15,0.16,0.13,0.0,0.13,0.14,0.15,0.13,0.13,0.16,0.14,0.0,0.14,0.15,0.15,0.16,0.15,0.21,0.12,0.14,0.0,0.15,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.14,0.12,0.1,0.13,0.11,0.13,0.1,0.14,0.11,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.15,0.11,0.14,0.18,0.12,0.11,0.11,0.43,0.11,0.14,0.12,0.1,0.11,0.1,0.09,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.1,0.11,0.14,0.11,0.11,0.11,0.12,0.09,0.11,0.1,0.11,0.0,0.0,0.11,0.12,0.11,0.0,0.11,0.1,0.0,0.12,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.49000000000001
