,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,PG,MA,PYPL,DIS,BAC,ASML.AS,ADBE,ROG.SW,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,KO,WMT,PFE,MC.PA,ABT,T,ABBV,PEP,NKE,NOVN.SW,TMO,CVX,MRK,AVGO,LLY,ACN,COST,WFC,DHR,TXN,MCD,SHOP,MDT,QCOM,AZN.L,ULVR.L,ORCL,PM,UPS,HON,1299.HK,LIN,BMY,NOVO B.CO,RY.TO,NEE,SAP.DE,UNP,LOW,C,AMGN,INTU,SBUX,BLK,GS,CBA.AX,RTX,BA,TD.TO,MS,IBM,AMAT,TGT,AMT,SIE.DE,TTE.PA,MMM,DGE.L,GE,AMD,SAN.PA,AXP,CAT,HSBA.L,ISRG,NOW,BHP.AX,OR.PA,SCHW,ALV.DE,DE,CVS,SPGI,CHTR,GSK.L,PLD,ZTS,RIO.L,SYK,MU,BKNG,SQ,LMT,ANTM,CSL.AX,TMUS,BP.L,FIS,XTSLA,MDLZ,SU.PA,LRCX,CCI,ADP,MO,GILD,BATS.L,RDSA.AS,PNC,USB,ENB.TO,TJX,AI.PA,ZM,CI,COP,CSX,EQIX,CME,TFC,GM,MRNA,DUK,ENEL.MI,BNS.TO,AIR.PA,RYDBF,NSC,ITW,DPW.DE,WBC.AX,388.HK,COF,SHW,ILMN,MELI,IBE.MC,DTE.DE,BAS.DE,ADS.DE,MMC,ATVI,BDX,CNR.TO,CB,FDX,EL,DAI.DE,BAM.A.TO,BHP.L,MCO,APD,RKT.L,TWLO,KER.PA,SAN.MC,BMO.TO,ADI,NAB.AX,CL,SO,ICE,BNP.PA,EW,BX,FISV,SNAP,ADSK,ETN,BAYN.DE,NOC,PGR,HUM,WM,HCA,REGN,ABBN.SW,ZURN.SW,ANZ.AX,BSX,UBER,EMR,D,RITN.,GPN,IDXX,USD,ANSGR.IS,UBSG.SW,AON,AAL.L,LONN.SW,GE.,NXPI,GIVN.SW,ADYEN.AS,CAD,RMS.PA,DG,PRX.AS,BAM,PRU.L,SNOW,DG.PA,CFR.SW,IFX.DE,INGA.AS,DXCM,REL.L,EL.PA,CMG,KLAC,DSV.CO,LULU,MSCI,CS.PA,F,MRVL,ECL,n/a,PSA,FCX,CP.TO,VRTX,CM.TO,CNQ.TO,EOG,LLOY.L,GD,NG.L,AIG,SLB,JCI,TRP.TO,MET,EXC,SHEL.L,GLEN.L,PANW,NEM,MBG.DE,NTR.TO,SUM
09/17/2021,4.42,3.84,2.8,1.62,1.5,1.53,0.99,1.09,0.85,0.78,0.68,0.7,0.66,0.64,0.64,0.64,0.55,0.56,0.59,0.55,0.67,0.55,0.47,0.45,0.41,0.46,0.4,0.44,0.39,0.43,0.41,0.4,0.45,0.38,0.4,0.35,0.33,0.38,0.36,0.34,0.39,0.33,0.33,0.37,0.34,0.39,0.36,0.34,0.37,0.32,0.32,0.29,0.31,0.29,0.27,0.26,0.29,0.28,0.25,0.27,0.26,0.29,0.25,0.3,0.26,0.3,0.27,0.24,0.26,0.26,0.22,0.27,0.25,0.25,0.25,0.24,0.23,0.21,0.21,0.25,0.22,0.23,0.22,0.24,0.24,0.2,0.19,0.2,0.19,0.23,0.19,0.2,0.2,0.19,0.22,0.23,0.16,0.21,0.18,0.17,0.19,0.2,0.19,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.17,0.17,0.16,0.16,0.18,0.14,0.15,0.14,0.0,0.15,0.18,0.15,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.26,0.14,0.13,0.13,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.12,0.14,0.12,0.15,0.13,0.12,0.13,0.12,0.15,0.11,0.14,0.15,0.15,0.12,0.14,0.13,0.0,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.11,0.17,0.12,0.11,0.12,0.12,0.13,0.13,0.16,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.12,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36000000000001
09/20/2021,4.43,3.89,2.82,1.6,1.51,1.54,0.98,1.1,0.86,0.78,0.68,0.7,0.66,0.63,0.64,0.63,0.55,0.56,0.59,0.56,0.66,0.57,0.47,0.47,0.42,0.46,0.4,0.45,0.39,0.43,0.4,0.4,0.44,0.36,0.4,0.35,0.34,0.38,0.36,0.34,0.39,0.34,0.33,0.37,0.33,0.39,0.36,0.34,0.37,0.32,0.32,0.3,0.31,0.28,0.31,0.25,0.29,0.29,0.25,0.27,0.25,0.29,0.24,0.31,0.26,0.3,0.27,0.24,0.26,0.26,0.22,0.28,0.24,0.24,0.24,0.24,0.23,0.21,0.21,0.25,0.22,0.23,0.22,0.24,0.24,0.2,0.19,0.2,0.2,0.23,0.19,0.2,0.2,0.18,0.22,0.23,0.15,0.2,0.18,0.17,0.19,0.2,0.19,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.17,0.18,0.15,0.16,0.18,0.14,0.15,0.14,0.14,0.15,0.18,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.0,0.12,0.14,0.13,0.14,0.12,0.13,0.12,0.27,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.14,0.12,0.15,0.12,0.12,0.12,0.11,0.15,0.11,0.14,0.15,0.15,0.12,0.13,0.13,0.0,0.0,0.12,0.11,0.0,0.0,0.1,0.11,0.12,0.16,0.12,0.11,0.12,0.12,0.13,0.13,0.17,0.12,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.11,0.12,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.12,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.49000000000001
09/21/2021,4.38,3.86,2.83,1.58,1.49,1.52,0.98,1.12,0.86,0.78,0.68,0.71,0.66,0.64,0.65,0.64,0.55,0.56,0.6,0.56,0.65,0.56,0.46,0.47,0.42,0.47,0.41,0.45,0.39,0.43,0.4,0.4,0.44,0.37,0.41,0.35,0.34,0.38,0.36,0.33,0.42,0.34,0.33,0.37,0.34,0.38,0.36,0.34,0.37,0.32,0.33,0.3,0.31,0.27,0.31,0.25,0.29,0.29,0.25,0.27,0.25,0.29,0.24,0.31,0.26,0.29,0.27,0.24,0.27,0.26,0.23,0.27,0.24,0.24,0.24,0.24,0.23,0.21,0.21,0.25,0.22,0.23,0.22,0.24,0.24,0.2,0.19,0.2,0.2,0.23,0.19,0.2,0.2,0.19,0.22,0.23,0.15,0.21,0.18,0.17,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.14,0.14,0.16,0.18,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.11,0.13,0.15,0.13,0.14,0.12,0.14,0.12,0.26,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.15,0.12,0.12,0.12,0.11,0.14,0.11,0.14,0.15,0.15,0.12,0.13,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.16,0.12,0.11,0.12,0.12,0.13,0.13,0.16,0.12,0.13,0.11,0.11,0.0,0.1,0.0,0.0,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.47000000000001
09/22/2021,4.38,3.86,2.83,1.58,1.49,1.52,0.98,1.12,0.86,0.78,0.68,0.71,0.66,0.64,0.65,0.64,0.55,0.56,0.6,0.56,0.65,0.56,0.46,0.47,0.42,0.47,0.41,0.45,0.39,0.43,0.4,0.4,0.44,0.37,0.41,0.35,0.34,0.38,0.36,0.33,0.42,0.34,0.33,0.37,0.34,0.38,0.36,0.34,0.37,0.32,0.33,0.3,0.31,0.27,0.31,0.25,0.29,0.29,0.25,0.27,0.25,0.29,0.24,0.31,0.26,0.29,0.27,0.24,0.27,0.26,0.23,0.27,0.24,0.24,0.24,0.24,0.23,0.21,0.21,0.25,0.22,0.23,0.22,0.24,0.24,0.2,0.19,0.2,0.2,0.23,0.19,0.2,0.2,0.19,0.22,0.23,0.15,0.21,0.18,0.17,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.14,0.14,0.16,0.18,0.16,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.11,0.13,0.15,0.13,0.14,0.12,0.14,0.12,0.26,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.15,0.12,0.12,0.12,0.11,0.14,0.11,0.14,0.15,0.15,0.12,0.13,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.12,0.16,0.12,0.11,0.12,0.12,0.13,0.13,0.16,0.12,0.13,0.11,0.11,0.0,0.1,0.0,0.0,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.47000000000001
09/23/2021,4.37,3.86,2.79,1.57,1.49,1.53,0.96,1.09,0.85,0.79,0.68,0.71,0.67,0.65,0.65,0.64,0.55,0.55,0.59,0.55,0.65,0.56,0.47,0.47,0.42,0.47,0.41,0.46,0.39,0.43,0.41,0.41,0.45,0.37,0.41,0.36,0.34,0.39,0.36,0.34,0.42,0.34,0.34,0.37,0.34,0.39,0.36,0.34,0.38,0.32,0.33,0.3,0.32,0.28,0.33,0.26,0.3,0.29,0.25,0.27,0.24,0.29,0.25,0.31,0.26,0.3,0.27,0.24,0.27,0.26,0.23,0.27,0.24,0.24,0.24,0.24,0.23,0.21,0.21,0.25,0.22,0.23,0.22,0.24,0.23,0.21,0.19,0.2,0.2,0.23,0.2,0.2,0.19,0.18,0.22,0.23,0.14,0.2,0.18,0.16,0.19,0.2,0.2,0.18,0.17,0.18,0.17,0.13,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.14,0.16,0.14,0.15,0.16,0.17,0.15,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.11,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.26,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.14,0.12,0.15,0.12,0.12,0.12,0.11,0.15,0.11,0.14,0.15,0.15,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.17,0.12,0.11,0.12,0.12,0.12,0.13,0.16,0.12,0.13,0.11,0.11,0.0,0.1,0.0,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.56000000000002
09/24/2021,4.37,3.85,2.77,1.57,1.49,1.53,0.96,1.11,0.85,0.79,0.68,0.71,0.67,0.65,0.65,0.64,0.55,0.55,0.57,0.55,0.66,0.56,0.47,0.47,0.42,0.47,0.41,0.46,0.39,0.42,0.4,0.41,0.45,0.38,0.41,0.35,0.34,0.39,0.36,0.34,0.43,0.34,0.33,0.37,0.34,0.39,0.36,0.34,0.38,0.32,0.33,0.3,0.31,0.27,0.34,0.26,0.3,0.29,0.25,0.27,0.25,0.29,0.24,0.32,0.26,0.3,0.27,0.24,0.27,0.25,0.23,0.27,0.24,0.24,0.23,0.23,0.23,0.21,0.21,0.25,0.22,0.22,0.22,0.24,0.24,0.21,0.19,0.2,0.19,0.23,0.2,0.21,0.19,0.18,0.22,0.23,0.14,0.21,0.18,0.17,0.18,0.2,0.2,0.18,0.18,0.18,0.17,0.13,0.17,0.15,0.17,0.18,0.16,0.17,0.19,0.14,0.16,0.14,0.14,0.16,0.17,0.15,0.15,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.0,0.13,0.15,0.12,0.14,0.12,0.13,0.12,0.27,0.14,0.12,0.13,0.14,0.13,0.11,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.15,0.12,0.13,0.12,0.11,0.15,0.0,0.14,0.15,0.15,0.12,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.17,0.12,0.11,0.12,0.12,0.12,0.14,0.16,0.12,0.13,0.11,0.11,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.48000000000001
09/27/2021,4.39,3.84,2.77,1.49,1.48,1.52,1.0,1.1,0.88,0.78,0.69,0.69,0.66,0.64,0.64,0.63,0.56,0.56,0.57,0.57,0.66,0.54,0.47,0.46,0.43,0.47,0.41,0.48,0.39,0.43,0.4,0.4,0.44,0.38,0.4,0.35,0.34,0.38,0.37,0.34,0.43,0.35,0.33,0.37,0.34,0.39,0.36,0.35,0.37,0.33,0.33,0.3,0.31,0.27,0.33,0.25,0.3,0.28,0.24,0.27,0.25,0.29,0.24,0.31,0.26,0.29,0.27,0.24,0.26,0.26,0.22,0.28,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.26,0.22,0.23,0.22,0.23,0.24,0.21,0.19,0.2,0.2,0.23,0.19,0.21,0.19,0.19,0.22,0.23,0.15,0.21,0.19,0.17,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.15,0.16,0.14,0.17,0.15,0.17,0.16,0.14,0.15,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.12,0.16,0.12,0.14,0.12,0.14,0.12,0.28,0.14,0.12,0.14,0.15,0.14,0.11,0.12,0.12,0.12,0.14,0.13,0.13,0.12,0.15,0.11,0.13,0.12,0.11,0.15,0.0,0.13,0.15,0.14,0.0,0.13,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.17,0.12,0.11,0.12,0.12,0.13,0.14,0.16,0.12,0.14,0.12,0.11,0.0,0.0,0.0,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.530000000000015
09/28/2021,4.4,3.85,2.79,1.52,1.5,1.53,0.99,1.14,0.89,0.78,0.7,0.69,0.66,0.63,0.65,0.63,0.57,0.56,0.57,0.58,0.65,0.53,0.46,0.46,0.44,0.47,0.41,0.5,0.39,0.43,0.4,0.4,0.44,0.37,0.4,0.35,0.34,0.38,0.34,0.33,0.43,0.35,0.34,0.37,0.34,0.39,0.37,0.35,0.37,0.33,0.33,0.29,0.31,0.27,0.34,0.25,0.3,0.28,0.24,0.27,0.24,0.29,0.24,0.31,0.26,0.29,0.27,0.24,0.26,0.27,0.22,0.29,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.26,0.22,0.23,0.22,0.23,0.24,0.21,0.19,0.2,0.2,0.23,0.19,0.22,0.19,0.19,0.22,0.23,0.14,0.2,0.2,0.17,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.15,0.16,0.14,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.12,0.16,0.13,0.13,0.13,0.14,0.12,0.26,0.14,0.12,0.14,0.14,0.14,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.15,0.11,0.12,0.12,0.11,0.15,0.0,0.13,0.15,0.14,0.0,0.13,0.13,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.17,0.12,0.11,0.12,0.12,0.13,0.13,0.15,0.12,0.14,0.12,0.11,0.0,0.0,0.1,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.610000000000014
09/29/2021,4.4,3.85,2.79,1.52,1.5,1.53,0.99,1.14,0.89,0.78,0.7,0.69,0.66,0.63,0.65,0.63,0.57,0.56,0.57,0.58,0.65,0.53,0.46,0.46,0.44,0.47,0.41,0.5,0.39,0.43,0.4,0.4,0.44,0.37,0.4,0.35,0.34,0.38,0.34,0.33,0.43,0.35,0.34,0.37,0.34,0.39,0.37,0.35,0.37,0.33,0.33,0.29,0.31,0.27,0.34,0.25,0.3,0.28,0.24,0.27,0.24,0.29,0.24,0.31,0.26,0.29,0.27,0.24,0.26,0.27,0.22,0.29,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.26,0.22,0.23,0.22,0.23,0.24,0.21,0.19,0.2,0.2,0.23,0.19,0.22,0.19,0.19,0.22,0.23,0.14,0.2,0.2,0.17,0.19,0.2,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.18,0.18,0.16,0.17,0.19,0.15,0.16,0.14,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.0,0.12,0.16,0.13,0.13,0.13,0.14,0.12,0.26,0.14,0.12,0.14,0.14,0.14,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.15,0.11,0.12,0.12,0.11,0.15,0.0,0.13,0.15,0.14,0.0,0.13,0.13,0.0,0.1,0.12,0.0,0.0,0.0,0.0,0.11,0.12,0.17,0.12,0.11,0.12,0.12,0.13,0.13,0.15,0.12,0.14,0.12,0.11,0.0,0.0,0.1,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.610000000000014
09/30/2021,4.37,3.79,2.78,1.53,1.49,1.52,0.97,1.16,0.91,0.77,0.7,0.69,0.67,0.62,0.66,0.62,0.57,0.55,0.58,0.6,0.63,0.52,0.46,0.46,0.45,0.47,0.41,0.49,0.4,0.42,0.4,0.4,0.44,0.37,0.39,0.35,0.34,0.38,0.34,0.33,0.42,0.36,0.34,0.37,0.33,0.38,0.36,0.35,0.36,0.33,0.33,0.29,0.31,0.27,0.33,0.25,0.31,0.29,0.24,0.27,0.24,0.29,0.24,0.3,0.26,0.28,0.27,0.24,0.27,0.27,0.22,0.28,0.24,0.24,0.24,0.24,0.24,0.22,0.22,0.26,0.22,0.23,0.21,0.22,0.24,0.22,0.19,0.2,0.21,0.24,0.19,0.22,0.2,0.19,0.22,0.23,0.14,0.2,0.2,0.17,0.19,0.2,0.19,0.17,0.17,0.17,0.17,0.13,0.17,0.15,0.18,0.18,0.16,0.17,0.18,0.14,0.17,0.14,0.16,0.15,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.16,0.15,0.15,0.15,0.15,0.14,0.0,0.13,0.16,0.13,0.13,0.13,0.15,0.12,0.25,0.14,0.12,0.14,0.15,0.14,0.11,0.12,0.12,0.12,0.13,0.14,0.13,0.11,0.14,0.11,0.13,0.12,0.11,0.15,0.0,0.13,0.15,0.15,0.0,0.13,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.12,0.12,0.17,0.12,0.11,0.12,0.12,0.13,0.13,0.15,0.12,0.14,0.12,0.11,0.0,0.0,0.1,0.0,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.48
10/01/2021,4.35,3.73,2.76,1.51,1.46,1.5,0.95,1.17,0.93,0.79,0.7,0.69,0.68,0.63,0.66,0.63,0.57,0.54,0.58,0.61,0.6,0.51,0.46,0.46,0.47,0.48,0.41,0.49,0.4,0.43,0.4,0.4,0.44,0.37,0.39,0.36,0.35,0.38,0.34,0.34,0.42,0.37,0.34,0.37,0.33,0.38,0.36,0.35,0.36,0.33,0.34,0.28,0.31,0.27,0.33,0.26,0.31,0.28,0.25,0.27,0.25,0.29,0.24,0.3,0.26,0.28,0.26,0.25,0.27,0.27,0.23,0.28,0.24,0.24,0.24,0.24,0.24,0.22,0.23,0.26,0.23,0.22,0.21,0.22,0.24,0.23,0.19,0.21,0.21,0.23,0.2,0.22,0.2,0.2,0.22,0.22,0.14,0.2,0.2,0.17,0.19,0.21,0.19,0.18,0.17,0.17,0.17,0.13,0.17,0.15,0.18,0.17,0.16,0.17,0.18,0.15,0.17,0.14,0.0,0.15,0.17,0.15,0.14,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.0,0.13,0.17,0.13,0.13,0.13,0.15,0.13,0.24,0.14,0.12,0.14,0.15,0.15,0.11,0.12,0.12,0.12,0.14,0.14,0.13,0.11,0.14,0.11,0.13,0.13,0.11,0.15,0.11,0.14,0.15,0.15,0.0,0.13,0.14,0.0,0.0,0.11,0.11,0.0,0.1,0.0,0.11,0.12,0.17,0.12,0.11,0.12,0.12,0.13,0.13,0.15,0.12,0.13,0.12,0.11,0.0,0.0,0.1,0.0,0.12,0.13,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14,0.13,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.510000000000005
