,2330.TW,005930.KS,NPN.JO,RELIANCE.NS,VALE3.SA,INFY.NS,000660.KS,HDFC.NS,005935.KQ,2317.TW,2454.TW,GAZP.ME,ICICIBANK.NS,035420.KS,035720.KS,TCS.NS,SBER.ME,006400.KS,LKOH.ME,051910.KS,1120.SR,1180.SR,005380.KS,2010.SR,ITUB4.SA,HINDUNILVR.NS,AMXL.MX,PETR4.SA,GMKN.ME,QNBK.QA,005490.KS,068270.KS,BBDC4.SA,BAJFINANCE.NS,2303.TW,NVTK.L,YNDX,000270.KS,7010.SR,PETR3.SA,2603.TW,AXISBANK.NS,105560.KS,2222.SR,2308.TW,FSR.JO,B3SA3.SA,NBK.,2881.TW,WALMEX.MX,FEMSAUBD.MX,BHARTIARTL.NS,066570.KS,ABEV3.SA,2002.TW,012330.KS,GFNORTEO.MX,FAB.,1301.TW,055550.KS,051900.KS,1303.TW,GMEXICOB.MX,ASIANPAINT.NS,2891.TW,2882.TW,PTT-R.BK,PBBANK.KL,IMP.JO,096770.KS,2412.TW,1216.TW,207940.KS,MARUTI.NS,HCLTECH.NS,LT.NS,3711.TW,OTP.BD,036570.KS,2886.TW,SSW.JO,TATASTEEL.NS,MTN.JO,2884.TW,TCS.L,MGLU3.SA,WEGE3.SA,KOTAKBANK.NS,CEMEXCPO.MX,SBK.JO,ETISALAT.,CPALL-R.BK,2357.TW,KFH.,086790.KS,2609.TW,SCVUF,TECHM.NS,2885.TW,2382.TW,SBIN.NS,NTCO3.SA,ULTRACEMCO.NS,009150.KS,1326.TW,3034.TW,SUNPHARMA.NS,HINDALCO.NS,028260.KS,BBCA.JK,033780.KS,ALI.PM,AOT-R.BK,ITSA4.SA,EMIRATESNBD.DB,M&M.NS,1101.TW,1010.SR,JSWSTEEL.NS,ASII.JK,XTSLA,NTPC.NS,CPI.JO,SUZB3.SA,PKO.WA,BID.JO,DRREDDY.NS,DIVISLAB.NS,SOL.JO,034730.KS,2892.TW,WIPRO.NS,ITC.NS,BAP,DMART.NS,TITAN.NS,GLOB,TATACONSUM.NS,6415.TW,SLM.JO,PKN.WA,NESTLEIND.NS,6505.TW,091990.KQ,HDFCLIFE.NS,3008.TW,017670.KS,5880.TW,CIMB.KL,TLEVISACPO.MX,TATAMOTORS.NS,GNDI3.SA,AMS.JO,BPAC11.SA,3037.TW,MAYBANK.KL,GODREJCP.NS,RENT3.SA,018260.KS,5871.TW,POWERGRID.NS,VEDL.NS,SNGSP,003550.KS,TATN.ME,ALE.WA,090430.KS,IQCD.QA,2379.TW,BDMS-R.BK,NAUKRI.NS,BMRI.JK,3481.TW,PMETAL.KL,2409.TW,ABG.JO,HEROMOTOCO.NS,2887.TW,BJFIN.NS,KGH.WA,2880.TW,PIDILITIND.NS,5876.TW,APOLLOHOSP.NS,NVAA.,LREN3.SA,NHM.JO,PZU.WA,SBILIFE.NS,1050.SR,TOWR.JK,2883.TW,CIPLA.NS,2020.SR,PTTEP-R.BK,4938.TW,3045.TW,MOTHERSUMI.NS,DABUR.NS,SQM/B.SN,JBSS3.SA,BHARATFORG.NS,RADL3.SA,GGBR4.SA,UPL.NS,TRENT.NS,BRDT3.SA,MUTHOOTFIN.NS,GRASIM.NS,DLF.NS,ALPA4.SA,QIBK.QA,USD,CSNA3.SA,1211.SR,2890.TW,BIDI11.SA,MDKA.JK,4904.TW,ANSGR.IS,TWD,CHMF.ME,ROSN.ME,INR,BBRI.JK,011200.KS,ZAR,TLKM.JK,CLP,VOD.JO,CLS.JO,ALRS.ME,1060.SR,9910.TW,LPP.WA,5110.SR,TENAGA.KL,SIEMENS.NS,MARK.QA,BAJAJFINSV.NS,SHP.JO,KRW,MYR,BRL,GFI.JO,ANG.JO,POLY.L,PLN,2327.TW,6488,000810.KS,BPCL.NS,SAR,DELTA-R.BK,PLZL.ME,ADANITRANS.NS,ADANIGREEN.NS,SMPH.PM,2207.TW,ADANIENT.NS,BRITANNIA.NS,APN.JO,1150.SR,ADCB.,2912.TW,SQM.B.SN,PEO.WA,CEZ.PR,NPH.JO,SCCO,034020.KS,OMU.JO,GAPB.MX,2609,ATGL.NS,SUM
07/23/2021,9.81,6.32,1.66,1.59,1.58,1.39,1.1,1.09,1.02,1.01,0.92,0.84,0.89,0.94,0.79,0.78,0.77,0.7,0.67,0.64,0.67,0.63,0.55,0.55,0.55,0.52,0.52,0.46,0.48,0.46,0.43,0.46,0.44,0.43,0.43,0.38,0.4,0.4,0.4,0.39,0.29,0.37,0.35,0.38,0.36,0.35,0.37,0.36,0.38,0.35,0.33,0.33,0.31,0.31,0.3,0.32,0.31,0.31,0.3,0.29,0.29,0.3,0.29,0.31,0.29,0.31,0.26,0.28,0.26,0.25,0.27,0.26,0.28,0.25,0.27,0.28,0.28,0.26,0.25,0.25,0.23,0.27,0.25,0.25,0.24,0.27,0.24,0.24,0.23,0.22,0.23,0.22,0.22,0.23,0.21,0.17,0.21,0.22,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.19,0.18,0.14,0.19,0.16,0.16,0.16,0.16,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.14,0.13,0.0,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.0,0.0,0.12,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.12,0.0,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.13,0.0,0.13,0.14,0.13,0.0,0.0,0.12,0.0,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.13,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21000000000001
07/26/2021,9.87,6.26,1.69,1.55,1.59,1.36,1.09,1.07,1.02,1.0,0.91,0.86,0.87,0.92,0.75,0.77,0.76,0.7,0.69,0.64,0.66,0.62,0.55,0.54,0.55,0.51,0.52,0.47,0.49,0.45,0.43,0.45,0.44,0.42,0.42,0.39,0.4,0.4,0.39,0.39,0.26,0.36,0.35,0.37,0.37,0.35,0.36,0.35,0.39,0.35,0.33,0.33,0.31,0.31,0.29,0.32,0.31,0.3,0.29,0.29,0.29,0.3,0.3,0.3,0.29,0.31,0.26,0.27,0.26,0.25,0.27,0.26,0.27,0.25,0.27,0.27,0.28,0.26,0.24,0.25,0.24,0.26,0.25,0.25,0.24,0.27,0.24,0.24,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.16,0.21,0.22,0.2,0.21,0.2,0.21,0.22,0.2,0.2,0.17,0.19,0.19,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.13,0.18,0.16,0.16,0.17,0.16,0.16,0.18,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.15,0.15,0.16,0.13,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.13,0.14,0.14,0.13,0.0,0.13,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.14,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.14,0.13,0.13,0.13,0.12,0.0,0.0,0.12,0.12,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14999999999999
07/27/2021,9.88,6.3,1.69,1.59,1.59,1.42,1.1,1.09,1.02,0.97,0.91,0.86,0.9,0.94,0.76,0.78,0.76,0.7,0.69,0.64,0.65,0.61,0.55,0.53,0.54,0.5,0.52,0.46,0.48,0.44,0.45,0.44,0.44,0.44,0.43,0.39,0.4,0.4,0.39,0.39,0.24,0.36,0.35,0.36,0.36,0.35,0.37,0.34,0.39,0.35,0.32,0.34,0.31,0.31,0.29,0.32,0.31,0.3,0.3,0.29,0.28,0.31,0.3,0.3,0.29,0.32,0.26,0.27,0.26,0.25,0.27,0.26,0.26,0.25,0.27,0.29,0.27,0.25,0.24,0.25,0.24,0.27,0.25,0.25,0.24,0.27,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.22,0.21,0.14,0.21,0.23,0.19,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.19,0.2,0.19,0.2,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.2,0.19,0.0,0.18,0.16,0.16,0.17,0.16,0.17,0.18,0.17,0.17,0.18,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.15,0.15,0.16,0.13,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.0,0.13,0.13,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.0,0.0,0.12,0.13,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.14,0.0,0.12,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.13,0.13,0.0,0.0,0.12,0.0,0.13,0.13,0.13,0.12,0.0,1.2,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.05000000000001
07/28/2021,9.79,6.28,1.66,1.58,1.6,1.42,1.09,1.09,1.02,0.97,0.92,0.86,0.93,0.96,0.77,0.78,0.76,0.72,0.69,0.65,0.65,0.61,0.54,0.54,0.54,0.5,0.52,0.47,0.49,0.44,0.46,0.44,0.44,0.44,0.43,0.39,0.4,0.39,0.39,0.39,0.26,0.37,0.36,0.37,0.36,0.35,0.37,0.34,0.4,0.35,0.33,0.35,0.32,0.31,0.3,0.32,0.31,0.3,0.3,0.29,0.26,0.31,0.3,0.3,0.3,0.32,0.25,0.27,0.26,0.25,0.27,0.26,0.27,0.25,0.27,0.28,0.27,0.25,0.24,0.25,0.24,0.27,0.25,0.25,0.24,0.26,0.24,0.24,0.23,0.22,0.22,0.22,0.21,0.22,0.21,0.15,0.21,0.23,0.2,0.21,0.21,0.21,0.22,0.2,0.2,0.18,0.2,0.2,0.19,0.2,0.17,0.16,0.17,0.18,0.18,0.18,0.19,0.17,0.2,0.19,0.0,0.18,0.16,0.16,0.16,0.16,0.17,0.18,0.17,0.17,0.18,0.2,0.18,0.17,0.17,0.16,0.18,0.17,0.16,0.15,0.15,0.16,0.13,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.15,0.12,0.0,0.12,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.12,0.0,0.12,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.13,0.14,0.13,0.13,0.13,0.0,0.0,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.15
07/29/2021,9.74,6.25,1.54,1.57,1.64,1.44,1.08,1.09,1.02,0.97,0.91,0.86,0.93,0.96,0.76,0.78,0.77,0.7,0.68,0.64,0.68,0.61,0.54,0.55,0.55,0.5,0.53,0.48,0.49,0.46,0.46,0.44,0.44,0.44,0.44,0.39,0.41,0.39,0.4,0.4,0.24,0.37,0.35,0.37,0.36,0.35,0.37,0.37,0.37,0.36,0.33,0.35,0.31,0.32,0.29,0.31,0.32,0.31,0.29,0.29,0.25,0.3,0.31,0.3,0.3,0.3,0.26,0.27,0.28,0.25,0.27,0.26,0.27,0.25,0.28,0.28,0.27,0.25,0.25,0.25,0.25,0.28,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.22,0.23,0.22,0.21,0.23,0.21,0.14,0.21,0.23,0.19,0.19,0.21,0.21,0.23,0.2,0.2,0.18,0.2,0.2,0.19,0.2,0.17,0.16,0.17,0.18,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.19,0.16,0.16,0.17,0.16,0.17,0.19,0.17,0.17,0.17,0.19,0.18,0.18,0.17,0.16,0.18,0.17,0.16,0.15,0.15,0.17,0.13,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.16,0.16,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.0,0.13,0.13,0.15,0.13,0.14,0.15,0.14,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.0,0.13,0.0,0.14,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.12,0.0,0.0,0.14,0.13,0.0,0.0,0.12,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.17
07/30/2021,9.76,6.26,1.43,1.56,1.61,1.44,1.08,1.08,1.02,0.98,0.91,0.86,0.93,0.97,0.76,0.78,0.73,0.73,0.68,0.65,0.68,0.62,0.55,0.56,0.56,0.5,0.55,0.48,0.5,0.46,0.48,0.44,0.45,0.45,0.44,0.4,0.4,0.4,0.41,0.4,0.21,0.34,0.36,0.37,0.35,0.35,0.36,0.37,0.36,0.36,0.33,0.34,0.31,0.31,0.29,0.31,0.32,0.31,0.29,0.3,0.25,0.3,0.32,0.3,0.3,0.29,0.25,0.27,0.28,0.25,0.27,0.26,0.27,0.25,0.28,0.28,0.27,0.25,0.24,0.25,0.25,0.29,0.25,0.25,0.23,0.25,0.24,0.24,0.23,0.22,0.23,0.22,0.21,0.23,0.22,0.0,0.2,0.23,0.19,0.19,0.21,0.21,0.23,0.2,0.19,0.18,0.19,0.21,0.2,0.2,0.17,0.17,0.17,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.0,0.19,0.16,0.16,0.16,0.16,0.15,0.18,0.17,0.17,0.18,0.19,0.18,0.18,0.17,0.16,0.18,0.17,0.15,0.15,0.15,0.17,0.13,0.15,0.15,0.13,0.14,0.16,0.15,0.15,0.14,0.15,0.16,0.16,0.17,0.15,0.16,0.15,0.13,0.15,0.14,0.14,0.0,0.13,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.15,0.12,0.0,0.0,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.13,0.12,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.14,0.13,0.0,0.13,0.12,0.12,0.0,0.13,0.13,0.13,0.12,0.0,3.72,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.55
08/02/2021,9.7,6.23,1.61,1.54,1.71,1.44,1.05,1.06,1.01,0.97,0.9,0.88,0.94,0.93,0.76,0.77,0.84,0.73,0.69,0.65,0.68,0.61,0.53,0.55,0.58,0.49,0.55,0.49,0.49,0.46,0.46,0.43,0.45,0.46,0.44,0.42,0.39,0.39,0.42,0.41,0.24,0.33,0.36,0.37,0.35,0.35,0.36,0.37,0.35,0.35,0.35,0.36,0.32,0.32,0.3,0.31,0.32,0.31,0.3,0.3,0.25,0.3,0.31,0.29,0.29,0.29,0.25,0.27,0.3,0.25,0.27,0.26,0.27,0.24,0.28,0.28,0.27,0.26,0.25,0.25,0.26,0.31,0.24,0.25,0.23,0.25,0.26,0.23,0.24,0.22,0.23,0.21,0.21,0.23,0.22,0.13,0.2,0.23,0.19,0.18,0.21,0.2,0.23,0.21,0.19,0.17,0.2,0.23,0.2,0.19,0.17,0.17,0.16,0.19,0.18,0.17,0.19,0.18,0.2,0.17,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.18,0.17,0.17,0.17,0.19,0.18,0.18,0.17,0.16,0.18,0.14,0.15,0.15,0.13,0.16,0.13,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.14,0.16,0.14,0.16,0.18,0.15,0.13,0.15,0.13,0.15,0.0,0.15,0.0,0.13,0.13,0.14,0.13,0.0,0.15,0.14,0.0,0.14,0.12,0.12,0.0,0.13,0.12,0.14,0.16,0.14,0.14,0.0,0.0,0.15,0.14,0.14,0.13,0.12,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.14,0.13,0.0,0.13,0.12,0.12,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.14,0.13,0.12,0.0,0.12,0.0,0.0,0.15,0.12,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.08
08/03/2021,9.76,6.25,1.27,1.54,1.6,1.45,1.04,1.08,1.01,0.97,0.89,0.88,0.94,0.93,0.76,0.77,0.86,0.71,0.68,0.66,0.69,0.62,0.53,0.56,0.57,0.5,0.56,0.47,0.5,0.47,0.48,0.42,0.44,0.45,0.48,0.42,0.39,0.38,0.43,0.4,0.22,0.33,0.35,0.37,0.35,0.36,0.34,0.37,0.35,0.36,0.35,0.36,0.3,0.31,0.3,0.31,0.32,0.32,0.29,0.3,0.25,0.31,0.29,0.29,0.3,0.29,0.25,0.27,0.3,0.25,0.27,0.26,0.27,0.24,0.28,0.28,0.29,0.26,0.25,0.25,0.26,0.31,0.25,0.25,0.23,0.24,0.25,0.24,0.24,0.23,0.23,0.21,0.21,0.23,0.21,0.12,0.21,0.25,0.2,0.18,0.21,0.19,0.23,0.21,0.19,0.18,0.22,0.22,0.2,0.35,0.17,0.16,0.16,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.0,0.18,0.17,0.16,0.17,0.17,0.15,0.19,0.17,0.0,0.17,0.19,0.18,0.15,0.17,0.16,0.18,0.14,0.15,0.15,0.13,0.16,0.13,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.16,0.0,0.13,0.0,0.13,0.13,0.12,0.15,0.14,0.0,0.15,0.12,0.0,0.0,0.13,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.15,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.13,0.12,0.12,0.0,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.16,0.12,0.16,0.31,0.19,0.17,0.17,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.16999999999999
08/04/2021,9.76,6.25,1.27,1.54,1.6,1.45,1.04,1.08,1.01,0.97,0.89,0.88,0.94,0.93,0.76,0.77,0.86,0.71,0.68,0.66,0.69,0.62,0.53,0.56,0.57,0.5,0.56,0.47,0.5,0.47,0.48,0.42,0.44,0.45,0.48,0.42,0.39,0.38,0.43,0.4,0.22,0.33,0.35,0.37,0.35,0.36,0.34,0.37,0.35,0.36,0.35,0.36,0.3,0.31,0.3,0.31,0.32,0.32,0.29,0.3,0.25,0.31,0.29,0.29,0.3,0.29,0.25,0.27,0.3,0.25,0.27,0.26,0.27,0.24,0.28,0.28,0.29,0.26,0.25,0.25,0.26,0.31,0.25,0.25,0.23,0.24,0.25,0.24,0.24,0.23,0.23,0.21,0.21,0.23,0.21,0.12,0.21,0.25,0.2,0.18,0.21,0.19,0.23,0.21,0.19,0.18,0.22,0.22,0.2,0.35,0.17,0.16,0.16,0.19,0.19,0.18,0.19,0.18,0.2,0.18,0.0,0.18,0.17,0.16,0.17,0.17,0.15,0.19,0.17,0.0,0.17,0.19,0.18,0.15,0.17,0.16,0.18,0.14,0.15,0.15,0.13,0.16,0.13,0.14,0.15,0.13,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.17,0.15,0.13,0.14,0.13,0.15,0.0,0.16,0.0,0.13,0.0,0.13,0.13,0.12,0.15,0.14,0.0,0.15,0.12,0.0,0.0,0.13,0.0,0.14,0.15,0.14,0.14,0.0,0.0,0.15,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.13,0.12,0.12,0.0,0.13,0.0,0.13,0.0,0.12,0.0,0.13,0.13,0.12,0.0,0.0,0.0,0.0,0.16,0.12,0.16,0.31,0.19,0.17,0.17,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.16999999999999
08/06/2021,9.84,6.38,1.17,1.55,1.6,1.46,1.09,1.11,1.02,0.97,0.89,0.88,0.94,0.9,0.73,0.79,0.83,0.71,0.67,0.66,0.72,0.63,0.53,0.56,0.56,0.5,0.56,0.45,0.49,0.46,0.44,0.43,0.43,0.45,0.48,0.42,0.38,0.39,0.43,0.38,0.23,0.33,0.35,0.37,0.34,0.37,0.35,0.36,0.35,0.36,0.35,0.36,0.3,0.3,0.3,0.31,0.33,0.32,0.29,0.29,0.25,0.31,0.3,0.29,0.29,0.29,0.25,0.27,0.3,0.24,0.27,0.26,0.27,0.25,0.28,0.28,0.29,0.26,0.24,0.25,0.26,0.3,0.27,0.25,0.23,0.23,0.25,0.24,0.23,0.23,0.24,0.21,0.19,0.23,0.21,0.12,0.21,0.25,0.2,0.18,0.22,0.18,0.23,0.21,0.19,0.18,0.22,0.22,0.2,0.36,0.17,0.16,0.16,0.18,0.18,0.18,0.19,0.18,0.2,0.19,0.0,0.18,0.17,0.15,0.17,0.17,0.14,0.19,0.17,0.0,0.17,0.19,0.18,0.15,0.17,0.17,0.18,0.14,0.14,0.16,0.13,0.16,0.0,0.14,0.15,0.0,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.17,0.15,0.13,0.13,0.13,0.15,0.0,0.16,0.0,0.13,0.0,0.13,0.0,0.0,0.15,0.14,0.0,0.15,0.12,0.12,0.12,0.13,0.0,0.14,0.15,0.14,0.14,0.0,0.12,0.15,0.13,0.13,0.13,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.13,0.14,0.13,0.12,0.13,0.0,0.12,0.12,0.13,0.12,0.14,0.0,0.0,1.77,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.16,0.0,0.19,0.16,0.17,0.13,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.54
