,COST,RSG,WM,A,AJG,BRO,GRMN,PAYX,DOV,DHR,SHW,ARES,ZTS,NDAQ,OTIS,WST,AWK,EXPD,SO,LNT,AEE,CMS,IT,XYL,CERN,EW,DPZ,TTC,FDS,ORLY,BR,AEP,GGG,EFX,BLK,DG,CG,ITW,ICE,WAT,HRL,REGN,WEC,GD,MKC,JCI,IQV,APH,CPRT,ETN,RMD,GWW,ROK,LBRDK,AZO,CRL,ED,ETR,ES,SCI,ISRG,XEL,MSCI,VRSK,SSNC,EPAM,ATR,TT,STE,NDSN,AME,KEYS,TEL,BLL,MTD,NUE,ROP,ODFL,CSL,RPM,FAST,CSX,WTRG,IEX,HUBB,VRSN,BRKR,MNST,DVA,PEG,PPG,HON,PKI,IDXX,BIO,SYK,FRC,CAG,CARR,CBOE,EVRG,ATO,FTNT,FTV,MORN,BAX,UHAL,NEE,SJM,PPL,PKG,TRU,NSC,BKI,EMR,DTE,CTAS,LII,MASI,DLB,PNW,CCK,AFL,UNP,TSN,HCA,JBHT,SC,AVY,TW,CMG,CDW,CTSH,KSU,HUM,MAS,GNTX,RE,MKL,UGI,MANH,GPC,CABO,AMGN,RNR,JKHY,NVR,ADI,ZBRA,AOS,Y,ALLE,PPD,J,TSCO,SNPS,POOL,TRMB,ROL,LOW,AKAM,CPB,GL,DECK,STLD,RS,APO,WRB,ACGL,CE,FISV,TYL,SEIC,EHC,TDY,ANET,NVDA,LKQ,VMC,DE,FFIV,IP,PCTY,AVTR,DXCM,RHI,PCAR,FBHS,CHRW,LDOS,CINF,PWR,SCHW,SNA,HSIC,BG,CTLT,STX,HEI,FIS,FIVE,SYNH,VEEV,EMN,CGNX,AVGO,ATH,ALB,TFX,ERIE,NTAP,RGEN,FMC,NOW,IFF,MLM,SIVB,TSTXX,PAYC,MTN,KMI,KMX,WMB,LPLA,CF,TDG,CBRE,APTV,IBKR,D,AGR,ECL,FE,CNA,CNP,ZBH,WSO,FLT,PH,CSGP,VRTX,CAT,NEM,SYY,CTVA,WAB,IR,BMRN,CNC,MOH,n/a,CDNS,ROST,INCY,NWL,AMD,TREX,DLTR,CAH,PFG,ANSS,DHI,BLDR,SUM
09/28/2021,0.6,0.56,0.53,0.5,0.53,0.5,0.49,0.47,0.46,0.49,0.45,0.51,0.48,0.48,0.43,0.48,0.45,0.46,0.44,0.43,0.44,0.43,0.48,0.45,0.42,0.45,0.43,0.39,0.44,0.46,0.42,0.4,0.4,0.43,0.37,0.39,0.42,0.4,0.43,0.4,0.38,0.37,0.4,0.41,0.41,0.4,0.41,0.41,0.42,0.37,0.41,0.37,0.38,0.38,0.44,0.42,0.39,0.36,0.37,0.39,0.37,0.37,0.41,0.4,0.36,0.37,0.35,0.36,0.4,0.41,0.37,0.39,0.37,0.37,0.41,0.31,0.37,0.39,0.38,0.36,0.37,0.33,0.37,0.35,0.34,0.38,0.36,0.35,0.34,0.35,0.33,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.34,0.36,0.34,0.32,0.37,0.35,0.38,0.39,0.35,0.34,0.33,0.35,0.33,0.35,0.32,0.32,0.32,0.32,0.35,0.31,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.33,0.33,0.33,0.33,0.31,0.35,0.32,0.33,0.31,0.31,0.3,0.34,0.3,0.33,0.3,0.32,0.32,0.29,0.31,0.28,0.32,0.0,0.34,0.29,0.28,0.28,0.3,0.31,0.32,0.34,0.3,0.31,0.29,0.3,0.32,0.3,0.31,0.28,0.0,0.0,0.28,0.32,0.29,0.28,0.29,0.0,0.3,0.29,0.3,0.29,0.0,0.3,0.29,0.0,0.0,0.28,0.28,0.33,0.33,0.31,0.29,0.28,0.0,0.28,0.28,0.0,0.33,0.29,0.0,0.3,0.29,0.32,0.0,0.28,0.0,0.0,0.3,0.0,0.0,0.0,0.29,0.29,0.0,0.28,0.29,0.28,0.31,0.0,0.28,0.0,0.0,0.3,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
09/29/2021,0.6,0.56,0.53,0.5,0.53,0.5,0.49,0.47,0.46,0.49,0.45,0.51,0.48,0.48,0.43,0.48,0.45,0.46,0.44,0.43,0.44,0.43,0.48,0.45,0.42,0.45,0.43,0.39,0.44,0.46,0.42,0.4,0.4,0.43,0.37,0.39,0.42,0.4,0.43,0.4,0.38,0.37,0.4,0.41,0.41,0.4,0.41,0.41,0.42,0.37,0.41,0.37,0.38,0.38,0.44,0.42,0.39,0.36,0.37,0.39,0.37,0.37,0.41,0.4,0.36,0.37,0.35,0.36,0.4,0.41,0.37,0.39,0.37,0.37,0.41,0.31,0.37,0.39,0.38,0.36,0.37,0.33,0.37,0.35,0.34,0.38,0.36,0.35,0.34,0.35,0.33,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.34,0.36,0.34,0.32,0.37,0.35,0.38,0.39,0.35,0.34,0.33,0.35,0.33,0.35,0.32,0.32,0.32,0.32,0.35,0.31,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.33,0.33,0.33,0.33,0.31,0.35,0.32,0.33,0.31,0.31,0.3,0.34,0.3,0.33,0.3,0.32,0.32,0.29,0.31,0.28,0.32,0.0,0.34,0.29,0.28,0.28,0.3,0.31,0.32,0.34,0.3,0.31,0.29,0.3,0.32,0.3,0.31,0.28,0.0,0.0,0.28,0.32,0.29,0.28,0.29,0.0,0.3,0.29,0.3,0.29,0.0,0.3,0.29,0.0,0.0,0.28,0.28,0.33,0.33,0.31,0.29,0.28,0.0,0.28,0.28,0.0,0.33,0.29,0.0,0.3,0.29,0.32,0.0,0.28,0.0,0.0,0.3,0.0,0.0,0.0,0.29,0.29,0.0,0.28,0.29,0.28,0.31,0.0,0.28,0.0,0.0,0.3,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
09/30/2021,0.6,0.56,0.53,0.5,0.53,0.5,0.49,0.47,0.46,0.49,0.45,0.51,0.48,0.48,0.43,0.48,0.45,0.46,0.44,0.43,0.44,0.43,0.48,0.45,0.42,0.45,0.43,0.39,0.44,0.46,0.42,0.4,0.4,0.43,0.37,0.39,0.42,0.4,0.43,0.4,0.38,0.37,0.4,0.41,0.41,0.4,0.41,0.41,0.42,0.37,0.41,0.37,0.38,0.38,0.44,0.42,0.39,0.36,0.37,0.39,0.37,0.37,0.41,0.4,0.36,0.37,0.35,0.36,0.4,0.41,0.37,0.39,0.37,0.37,0.41,0.31,0.37,0.39,0.38,0.36,0.37,0.33,0.37,0.35,0.34,0.38,0.36,0.35,0.34,0.35,0.33,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.34,0.36,0.34,0.32,0.37,0.35,0.38,0.39,0.35,0.34,0.33,0.35,0.33,0.35,0.32,0.32,0.32,0.32,0.35,0.31,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.33,0.33,0.33,0.33,0.31,0.35,0.32,0.33,0.31,0.31,0.3,0.34,0.3,0.33,0.3,0.32,0.32,0.29,0.31,0.28,0.32,0.0,0.34,0.29,0.28,0.28,0.3,0.31,0.32,0.34,0.3,0.31,0.29,0.3,0.32,0.3,0.31,0.28,0.0,0.0,0.28,0.32,0.29,0.28,0.29,0.0,0.3,0.29,0.3,0.29,0.0,0.3,0.29,0.0,0.0,0.28,0.28,0.33,0.33,0.31,0.29,0.28,0.0,0.28,0.28,0.0,0.33,0.29,0.0,0.3,0.29,0.32,0.0,0.28,0.0,0.0,0.3,0.0,0.0,0.0,0.29,0.29,0.0,0.28,0.29,0.28,0.31,0.0,0.28,0.0,0.0,0.3,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
10/01/2021,0.6,0.56,0.53,0.5,0.53,0.5,0.49,0.47,0.46,0.49,0.45,0.51,0.48,0.48,0.43,0.48,0.45,0.46,0.44,0.43,0.44,0.43,0.48,0.45,0.42,0.45,0.43,0.39,0.44,0.46,0.42,0.4,0.4,0.43,0.37,0.39,0.42,0.4,0.43,0.4,0.38,0.37,0.4,0.41,0.41,0.4,0.41,0.41,0.42,0.37,0.41,0.37,0.38,0.38,0.44,0.42,0.39,0.36,0.37,0.39,0.37,0.37,0.41,0.4,0.36,0.37,0.35,0.36,0.4,0.41,0.37,0.39,0.37,0.37,0.41,0.31,0.37,0.39,0.38,0.36,0.37,0.33,0.37,0.35,0.34,0.38,0.36,0.35,0.34,0.35,0.33,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.34,0.36,0.34,0.32,0.37,0.35,0.38,0.39,0.35,0.34,0.33,0.35,0.33,0.35,0.32,0.32,0.32,0.32,0.35,0.31,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.33,0.33,0.33,0.33,0.31,0.35,0.32,0.33,0.31,0.31,0.3,0.34,0.3,0.33,0.3,0.32,0.32,0.29,0.31,0.28,0.32,0.0,0.34,0.29,0.28,0.28,0.3,0.31,0.32,0.34,0.3,0.31,0.29,0.3,0.32,0.3,0.31,0.28,0.0,0.0,0.28,0.32,0.29,0.28,0.29,0.0,0.3,0.29,0.3,0.29,0.0,0.3,0.29,0.0,0.0,0.28,0.28,0.33,0.33,0.31,0.29,0.28,0.0,0.28,0.28,0.0,0.33,0.29,0.0,0.3,0.29,0.32,0.0,0.28,0.0,0.0,0.3,0.0,0.0,0.0,0.29,0.29,0.0,0.28,0.29,0.28,0.31,0.0,0.28,0.0,0.0,0.3,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69
10/04/2021,0.59,0.56,0.53,0.47,0.53,0.5,0.45,0.47,0.46,0.47,0.45,0.49,0.47,0.48,0.43,0.46,0.44,0.45,0.45,0.44,0.44,0.43,0.46,0.43,0.42,0.43,0.44,0.4,0.47,0.47,0.43,0.41,0.4,0.42,0.37,0.4,0.42,0.4,0.43,0.38,0.39,0.36,0.4,0.42,0.41,0.39,0.39,0.4,0.41,0.37,0.39,0.37,0.38,0.38,0.46,0.39,0.4,0.36,0.37,0.39,0.36,0.38,0.39,0.4,0.36,0.34,0.36,0.35,0.39,0.41,0.37,0.38,0.36,0.37,0.38,0.32,0.37,0.39,0.39,0.36,0.37,0.34,0.37,0.35,0.35,0.37,0.34,0.34,0.35,0.36,0.33,0.34,0.35,0.33,0.33,0.35,0.35,0.38,0.34,0.36,0.34,0.33,0.35,0.35,0.37,0.4,0.36,0.34,0.34,0.35,0.34,0.35,0.32,0.33,0.32,0.33,0.34,0.31,0.32,0.31,0.32,0.31,0.32,0.31,0.34,0.33,0.33,0.34,0.33,0.31,0.34,0.32,0.32,0.31,0.31,0.3,0.35,0.3,0.33,0.31,0.31,0.33,0.29,0.32,0.28,0.32,0.0,0.33,0.28,0.28,0.28,0.31,0.32,0.32,0.34,0.29,0.3,0.28,0.3,0.32,0.29,0.32,0.29,0.0,0.0,0.29,0.33,0.3,0.28,0.3,0.28,0.29,0.3,0.3,0.29,0.0,0.29,0.29,0.0,0.0,0.28,0.29,0.31,0.31,0.31,0.29,0.29,0.0,0.28,0.3,0.0,0.33,0.29,0.0,0.3,0.31,0.31,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.0,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.0,0.0,0.29,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.45000000000002
10/05/2021,0.59,0.56,0.53,0.46,0.54,0.51,0.45,0.51,0.45,0.47,0.46,0.5,0.47,0.48,0.43,0.45,0.44,0.43,0.44,0.43,0.43,0.43,0.46,0.41,0.41,0.43,0.43,0.4,0.48,0.46,0.42,0.41,0.4,0.42,0.37,0.39,0.43,0.39,0.42,0.37,0.39,0.34,0.4,0.42,0.4,0.39,0.39,0.41,0.41,0.36,0.39,0.37,0.38,0.39,0.44,0.39,0.4,0.36,0.37,0.4,0.36,0.38,0.39,0.4,0.37,0.34,0.37,0.35,0.39,0.41,0.36,0.37,0.37,0.37,0.37,0.31,0.37,0.38,0.39,0.36,0.36,0.34,0.37,0.35,0.34,0.37,0.34,0.35,0.34,0.36,0.33,0.34,0.35,0.33,0.32,0.36,0.36,0.37,0.34,0.36,0.34,0.33,0.37,0.35,0.36,0.4,0.36,0.35,0.34,0.35,0.34,0.35,0.32,0.34,0.32,0.33,0.34,0.31,0.32,0.31,0.32,0.31,0.32,0.32,0.34,0.33,0.32,0.34,0.32,0.31,0.34,0.32,0.32,0.32,0.31,0.3,0.35,0.3,0.33,0.31,0.32,0.33,0.29,0.32,0.28,0.32,0.0,0.33,0.0,0.0,0.29,0.3,0.32,0.32,0.33,0.29,0.3,0.28,0.29,0.32,0.29,0.31,0.29,0.0,0.0,0.29,0.33,0.3,0.28,0.3,0.28,0.3,0.3,0.29,0.3,0.0,0.29,0.29,0.0,0.0,0.29,0.0,0.32,0.32,0.31,0.3,0.28,0.0,0.0,0.3,0.0,0.34,0.29,0.0,0.31,0.31,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.0,0.29,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.29,0.28,0.29,0.0,0.28,0.28,0.3,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.44
10/06/2021,0.59,0.56,0.53,0.46,0.54,0.51,0.45,0.51,0.45,0.47,0.46,0.5,0.47,0.48,0.43,0.45,0.44,0.43,0.44,0.43,0.43,0.43,0.46,0.41,0.41,0.43,0.43,0.4,0.48,0.46,0.42,0.41,0.4,0.42,0.37,0.39,0.43,0.39,0.42,0.37,0.39,0.34,0.4,0.42,0.4,0.39,0.39,0.41,0.41,0.36,0.39,0.37,0.38,0.39,0.44,0.39,0.4,0.36,0.37,0.4,0.36,0.38,0.39,0.4,0.37,0.34,0.37,0.35,0.39,0.41,0.36,0.37,0.37,0.37,0.37,0.31,0.37,0.38,0.39,0.36,0.36,0.34,0.37,0.35,0.34,0.37,0.34,0.35,0.34,0.36,0.33,0.34,0.35,0.33,0.32,0.36,0.36,0.37,0.34,0.36,0.34,0.33,0.37,0.35,0.36,0.4,0.36,0.35,0.34,0.35,0.34,0.35,0.32,0.34,0.32,0.33,0.34,0.31,0.32,0.31,0.32,0.31,0.32,0.32,0.34,0.33,0.32,0.34,0.32,0.31,0.34,0.32,0.32,0.32,0.31,0.3,0.35,0.3,0.33,0.31,0.32,0.33,0.29,0.32,0.28,0.32,0.0,0.33,0.0,0.0,0.29,0.3,0.32,0.32,0.33,0.29,0.3,0.28,0.29,0.32,0.29,0.31,0.29,0.0,0.0,0.29,0.33,0.3,0.28,0.3,0.28,0.3,0.3,0.29,0.3,0.0,0.29,0.29,0.0,0.0,0.29,0.0,0.32,0.32,0.31,0.3,0.28,0.0,0.0,0.3,0.0,0.34,0.29,0.0,0.31,0.31,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.0,0.29,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.29,0.28,0.29,0.0,0.28,0.28,0.3,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.44
10/07/2021,0.58,0.56,0.53,0.46,0.53,0.51,0.45,0.51,0.46,0.47,0.46,0.5,0.47,0.48,0.43,0.44,0.45,0.43,0.45,0.44,0.44,0.44,0.46,0.41,0.42,0.41,0.43,0.4,0.48,0.46,0.42,0.42,0.4,0.42,0.36,0.38,0.42,0.4,0.42,0.37,0.39,0.34,0.41,0.42,0.4,0.39,0.39,0.4,0.41,0.36,0.38,0.37,0.38,0.39,0.44,0.38,0.41,0.37,0.39,0.4,0.35,0.39,0.38,0.4,0.37,0.34,0.37,0.35,0.39,0.41,0.36,0.37,0.37,0.37,0.37,0.31,0.37,0.38,0.39,0.37,0.36,0.35,0.38,0.35,0.34,0.37,0.34,0.35,0.34,0.37,0.33,0.34,0.35,0.32,0.32,0.35,0.36,0.38,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.4,0.36,0.35,0.34,0.36,0.34,0.35,0.33,0.33,0.32,0.33,0.35,0.31,0.32,0.31,0.33,0.32,0.32,0.32,0.34,0.33,0.32,0.34,0.32,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.36,0.3,0.33,0.32,0.31,0.33,0.29,0.32,0.29,0.31,0.0,0.32,0.0,0.0,0.29,0.3,0.32,0.32,0.33,0.28,0.3,0.0,0.3,0.32,0.29,0.32,0.29,0.0,0.0,0.29,0.32,0.3,0.28,0.31,0.28,0.29,0.3,0.29,0.29,0.0,0.0,0.29,0.0,0.0,0.28,0.0,0.31,0.31,0.3,0.3,0.28,0.0,0.28,0.3,0.0,0.33,0.29,0.0,0.31,0.32,0.3,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.0,0.28,0.29,0.0,0.28,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.28,0.28,0.29,0.0,0.3,0.28,0.3,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.47
10/08/2021,0.58,0.56,0.53,0.46,0.53,0.51,0.45,0.51,0.46,0.47,0.46,0.5,0.47,0.48,0.43,0.44,0.45,0.43,0.45,0.44,0.44,0.44,0.46,0.41,0.42,0.41,0.43,0.4,0.48,0.46,0.42,0.42,0.4,0.42,0.36,0.38,0.42,0.4,0.42,0.37,0.39,0.34,0.41,0.42,0.4,0.39,0.39,0.4,0.41,0.36,0.38,0.37,0.38,0.39,0.44,0.38,0.41,0.37,0.39,0.4,0.35,0.39,0.38,0.4,0.37,0.34,0.37,0.35,0.39,0.41,0.36,0.37,0.37,0.37,0.37,0.31,0.37,0.38,0.39,0.37,0.36,0.35,0.38,0.35,0.34,0.37,0.34,0.35,0.34,0.37,0.33,0.34,0.35,0.32,0.32,0.35,0.36,0.38,0.34,0.36,0.35,0.34,0.36,0.35,0.36,0.4,0.36,0.35,0.34,0.36,0.34,0.35,0.33,0.33,0.32,0.33,0.35,0.31,0.32,0.31,0.33,0.32,0.32,0.32,0.34,0.33,0.32,0.34,0.32,0.31,0.34,0.32,0.32,0.32,0.31,0.31,0.36,0.3,0.33,0.32,0.31,0.33,0.29,0.32,0.29,0.31,0.0,0.32,0.0,0.0,0.29,0.3,0.32,0.32,0.33,0.28,0.3,0.0,0.3,0.32,0.29,0.32,0.29,0.0,0.0,0.29,0.32,0.3,0.28,0.31,0.28,0.29,0.3,0.29,0.29,0.0,0.0,0.29,0.0,0.0,0.28,0.0,0.31,0.31,0.3,0.3,0.28,0.0,0.28,0.3,0.0,0.33,0.29,0.0,0.31,0.32,0.3,0.0,0.29,0.0,0.0,0.28,0.0,0.0,0.0,0.28,0.29,0.0,0.28,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.35,0.28,0.28,0.29,0.0,0.3,0.28,0.3,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.47
10/11/2021,0.59,0.57,0.53,0.45,0.54,0.52,0.45,0.52,0.46,0.47,0.47,0.51,0.47,0.48,0.43,0.44,0.45,0.43,0.45,0.44,0.44,0.44,0.46,0.41,0.42,0.42,0.44,0.4,0.48,0.46,0.42,0.42,0.4,0.42,0.36,0.38,0.43,0.4,0.45,0.36,0.39,0.33,0.41,0.42,0.39,0.39,0.39,0.4,0.4,0.37,0.38,0.38,0.38,0.39,0.44,0.38,0.41,0.37,0.39,0.4,0.36,0.39,0.38,0.4,0.36,0.35,0.37,0.35,0.39,0.41,0.36,0.36,0.37,0.38,0.37,0.31,0.37,0.39,0.38,0.38,0.36,0.37,0.37,0.35,0.35,0.37,0.34,0.35,0.33,0.36,0.34,0.34,0.34,0.32,0.31,0.35,0.37,0.38,0.34,0.35,0.35,0.34,0.37,0.34,0.37,0.4,0.37,0.35,0.35,0.36,0.34,0.35,0.35,0.33,0.32,0.34,0.35,0.31,0.32,0.31,0.33,0.32,0.32,0.33,0.34,0.32,0.33,0.34,0.32,0.3,0.34,0.3,0.32,0.33,0.31,0.3,0.36,0.31,0.34,0.32,0.31,0.33,0.29,0.31,0.29,0.31,0.0,0.32,0.0,0.28,0.29,0.29,0.32,0.31,0.32,0.28,0.3,0.0,0.3,0.32,0.28,0.32,0.3,0.0,0.0,0.28,0.33,0.31,0.29,0.31,0.28,0.3,0.3,0.28,0.29,0.0,0.29,0.28,0.0,0.0,0.28,0.0,0.31,0.31,0.3,0.3,0.29,0.0,0.28,0.29,0.0,0.32,0.29,0.0,0.3,0.32,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.0,0.28,0.3,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.33,0.29,0.28,0.29,0.0,0.29,0.29,0.29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6
10/12/2021,0.59,0.58,0.54,0.45,0.55,0.53,0.44,0.52,0.45,0.46,0.46,0.52,0.47,0.49,0.43,0.43,0.44,0.42,0.45,0.43,0.44,0.43,0.45,0.41,0.42,0.41,0.43,0.39,0.48,0.46,0.43,0.41,0.39,0.42,0.36,0.39,0.44,0.4,0.46,0.36,0.39,0.33,0.4,0.42,0.39,0.38,0.39,0.41,0.41,0.37,0.37,0.38,0.38,0.37,0.44,0.38,0.4,0.37,0.39,0.4,0.35,0.38,0.38,0.41,0.37,0.35,0.37,0.34,0.4,0.4,0.36,0.36,0.38,0.37,0.37,0.31,0.37,0.38,0.39,0.36,0.37,0.37,0.37,0.35,0.34,0.36,0.33,0.34,0.32,0.35,0.34,0.34,0.34,0.32,0.31,0.35,0.37,0.37,0.33,0.36,0.34,0.33,0.37,0.34,0.38,0.39,0.38,0.35,0.34,0.35,0.33,0.34,0.35,0.33,0.32,0.33,0.35,0.3,0.32,0.31,0.29,0.32,0.33,0.33,0.33,0.32,0.32,0.34,0.32,0.31,0.34,0.3,0.32,0.33,0.33,0.31,0.37,0.32,0.34,0.32,0.31,0.34,0.28,0.31,0.3,0.32,0.0,0.32,0.0,0.28,0.29,0.3,0.32,0.32,0.32,0.28,0.3,0.0,0.3,0.32,0.28,0.31,0.3,0.0,0.0,0.28,0.35,0.31,0.3,0.31,0.0,0.3,0.3,0.28,0.28,0.29,0.29,0.3,0.0,0.0,0.28,0.0,0.31,0.3,0.3,0.31,0.3,0.0,0.29,0.3,0.0,0.32,0.3,0.0,0.31,0.32,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.31,0.0,0.0,0.31,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.28,0.0,0.3,0.0,0.3,0.29,0.29,0.28,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53
10/13/2021,0.59,0.58,0.54,0.45,0.55,0.53,0.44,0.52,0.45,0.46,0.46,0.52,0.47,0.49,0.43,0.43,0.44,0.42,0.45,0.43,0.44,0.43,0.45,0.41,0.42,0.41,0.43,0.39,0.48,0.46,0.43,0.41,0.39,0.42,0.36,0.39,0.44,0.4,0.46,0.36,0.39,0.33,0.4,0.42,0.39,0.38,0.39,0.41,0.41,0.37,0.37,0.38,0.38,0.37,0.44,0.38,0.4,0.37,0.39,0.4,0.35,0.38,0.38,0.41,0.37,0.35,0.37,0.34,0.4,0.4,0.36,0.36,0.38,0.37,0.37,0.31,0.37,0.38,0.39,0.36,0.37,0.37,0.37,0.35,0.34,0.36,0.33,0.34,0.32,0.35,0.34,0.34,0.34,0.32,0.31,0.35,0.37,0.37,0.33,0.36,0.34,0.33,0.37,0.34,0.38,0.39,0.38,0.35,0.34,0.35,0.33,0.34,0.35,0.33,0.32,0.33,0.35,0.3,0.32,0.31,0.29,0.32,0.33,0.33,0.33,0.32,0.32,0.34,0.32,0.31,0.34,0.3,0.32,0.33,0.33,0.31,0.37,0.32,0.34,0.32,0.31,0.34,0.28,0.31,0.3,0.32,0.0,0.32,0.0,0.28,0.29,0.3,0.32,0.32,0.32,0.28,0.3,0.0,0.3,0.32,0.28,0.31,0.3,0.0,0.0,0.28,0.35,0.31,0.3,0.31,0.0,0.3,0.3,0.28,0.28,0.29,0.29,0.3,0.0,0.0,0.28,0.0,0.31,0.3,0.3,0.31,0.3,0.0,0.29,0.3,0.0,0.32,0.3,0.0,0.31,0.32,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.31,0.0,0.0,0.31,0.28,0.0,0.0,0.0,0.0,0.0,0.31,0.34,0.28,0.0,0.3,0.0,0.3,0.29,0.29,0.28,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53
