,XTSLA,GME,OMCL,SAIA,GTLS,M,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,PDCE,DDD,SEM,UFPI,ITRI,JBT,BCPC,AEIS,REZI,SIG,RRC,TRUP,CNMD,WTS,LPSN,VIAV,ALRM,PPBI,GKOS,SHAK,CBU,MTDR,FHB,ROG,SPSC,STMP,KFY,BKU,AJRD,MTH,WDFC,LGIH,EXLS,NSIT,KLIC,SWN,ONTO,AIT,HP,FN,ARNC,LXP,FUL,LCII,DIOD,MED,UNF,ABG,SHOO,HI,ABCB,EPRT,BBBY,CCOI,KWR,ITGR,OMI,SMPL,MMSI,RCII,FELE,LTHM,SFBS,SHEN,EGHT,AWR,BMI,CWT,AVA,ABM,MXL,REGI,SJI,WD,DORM,MATX,FIX,MDC,SPXC,ANF,FORM,EAT,SFNC,ALGT,ONB,UFS,WWW,PRFT,ACA,KTB,FLOW,AIN,BRC,IBP,ISBC,CPE,MDRX,SCL,GPI,AAON,ATI,PBH,SM,JJSF,CVET,MD,EVTC,IBTX,AEL,RMBS,SNBR,VG,ESE,RPAI,UNIT,ROCK,SANM,ODP,UCBI,CVBF,VCEL,IRBT,PRLB,PLXS,OI,PCRX,MOG.A,BDN,MLI,FSS,VSTO,CELH,MYGN,BOOT,CAKE,SBH,COLB,GDOT,FWRD,THRM,INDB,HUBG,FBP,VICR,UCTT,CADE,EPC,B,HSKA,AX,MANT,CORT,TSE,SKYW,FCPT,BLMN,IOSP,MGLN,AVAV,IDCC,AGO,CTRE,BCC,WGO,SSTK,PRGS,COOP,FMBI,SITC,PMT,XHR,RNST,XPER,SYKE,HTH,MNRO,RLGY,CPK,RAVN,FFBC,MODV,PSMT,ROIC,FBC,NPO,VRTS,UNFI,WRE,BGS,ARI,TWO,DRH,BIG,CYH,IRT,WSFS,CYTK,GMS,KALU,COKE,CVCO,CORE,CCS,INT,STRA,MSEX,TTEC,NMIH,SVC,STAR,PLMR,TTGT,FLGT,AAWW,PATK,PIPR,AAT,XNCR,USD,CNK,THS,LGND,VGR,ATGE,AMEH,ARCB,TBK,PRAA,WIRE,MDP,TRMK,GNW,TR5.,SUM
08/26/2021,0.99,0.0,0.64,0.65,0.62,0.66,0.51,0.6,0.54,0.49,0.55,0.59,0.51,0.41,0.37,0.36,0.35,0.44,0.34,0.43,0.43,0.31,0.42,0.36,0.32,0.31,0.37,0.44,0.39,0.36,0.36,0.37,0.22,0.3,0.38,0.29,0.35,0.37,0.45,0.58,0.36,0.36,0.31,0.4,0.31,0.33,0.39,0.33,0.39,0.26,0.33,0.33,0.27,0.36,0.33,0.36,0.34,0.35,0.38,0.26,0.34,0.36,0.31,0.32,0.33,0.35,0.28,0.29,0.31,0.31,0.28,0.29,0.34,0.37,0.31,0.39,0.33,0.0,0.26,0.33,0.3,0.32,0.28,0.32,0.34,0.23,0.27,0.29,0.27,0.32,0.27,0.28,0.28,0.23,0.27,0.23,0.29,0.26,0.26,0.27,0.3,0.35,0.24,0.25,0.32,0.23,0.25,0.27,0.29,0.0,0.22,0.24,0.27,0.28,0.22,0.28,0.0,0.24,0.21,0.28,0.27,0.25,0.27,0.26,0.22,0.23,0.23,0.26,0.29,0.23,0.24,0.23,0.24,0.25,0.24,0.22,0.0,0.25,0.22,0.25,0.22,0.23,0.25,0.23,0.23,0.23,0.26,0.24,0.0,0.2,0.24,0.26,0.23,0.27,0.24,0.22,0.25,0.25,0.0,0.24,0.23,0.22,0.26,0.25,0.21,0.21,0.0,0.2,0.2,0.2,0.22,0.21,0.22,0.22,0.25,0.2,0.21,0.23,0.23,0.0,0.23,0.2,0.21,0.0,0.19,0.19,0.21,0.21,0.0,0.0,0.0,0.22,0.2,0.21,0.23,0.0,0.2,0.22,0.0,0.21,0.19,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.2,0.19,0.0,0.21,0.0,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.42999999999999
08/27/2021,0.98,0.0,0.65,0.65,0.61,0.68,0.52,0.61,0.54,0.48,0.55,0.58,0.49,0.41,0.38,0.36,0.34,0.45,0.35,0.43,0.42,0.32,0.42,0.37,0.33,0.31,0.37,0.44,0.39,0.37,0.36,0.36,0.23,0.31,0.37,0.29,0.35,0.37,0.44,0.58,0.36,0.36,0.31,0.41,0.31,0.33,0.38,0.33,0.39,0.26,0.33,0.33,0.27,0.36,0.33,0.36,0.34,0.35,0.38,0.25,0.33,0.36,0.31,0.33,0.33,0.35,0.29,0.29,0.31,0.32,0.27,0.28,0.34,0.37,0.31,0.38,0.33,0.0,0.26,0.32,0.3,0.31,0.28,0.31,0.34,0.23,0.27,0.28,0.27,0.32,0.27,0.28,0.28,0.25,0.28,0.24,0.29,0.26,0.26,0.27,0.3,0.35,0.24,0.25,0.33,0.23,0.25,0.28,0.29,0.0,0.22,0.24,0.27,0.27,0.22,0.28,0.0,0.24,0.22,0.28,0.27,0.25,0.27,0.26,0.23,0.23,0.23,0.26,0.29,0.23,0.24,0.23,0.24,0.25,0.24,0.23,0.0,0.25,0.23,0.25,0.21,0.23,0.25,0.23,0.23,0.23,0.26,0.25,0.2,0.21,0.24,0.26,0.23,0.28,0.24,0.22,0.25,0.25,0.0,0.24,0.23,0.21,0.26,0.24,0.21,0.21,0.0,0.21,0.2,0.2,0.22,0.21,0.22,0.21,0.25,0.2,0.21,0.24,0.24,0.0,0.23,0.2,0.21,0.0,0.19,0.19,0.21,0.21,0.0,0.0,0.0,0.22,0.2,0.21,0.23,0.19,0.2,0.22,0.0,0.21,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.21,0.19,0.0,0.21,0.0,0.2,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.54
08/30/2021,1.02,0.0,0.65,0.6,0.63,0.65,0.54,0.62,0.53,0.49,0.55,0.58,0.5,0.4,0.38,0.35,0.35,0.46,0.36,0.43,0.43,0.33,0.43,0.39,0.35,0.29,0.37,0.45,0.39,0.36,0.36,0.36,0.24,0.3,0.37,0.29,0.35,0.37,0.45,0.58,0.36,0.36,0.3,0.4,0.31,0.33,0.38,0.34,0.4,0.27,0.35,0.33,0.27,0.35,0.33,0.36,0.34,0.35,0.39,0.25,0.33,0.35,0.3,0.33,0.32,0.36,0.29,0.3,0.32,0.3,0.27,0.28,0.33,0.37,0.31,0.37,0.33,0.0,0.26,0.32,0.3,0.31,0.27,0.32,0.34,0.23,0.26,0.29,0.27,0.32,0.26,0.28,0.27,0.22,0.28,0.24,0.28,0.26,0.25,0.27,0.29,0.36,0.24,0.26,0.32,0.23,0.24,0.27,0.29,0.0,0.21,0.24,0.27,0.27,0.22,0.27,0.0,0.24,0.21,0.28,0.27,0.25,0.26,0.26,0.23,0.22,0.23,0.26,0.29,0.23,0.24,0.23,0.24,0.25,0.24,0.22,0.0,0.25,0.23,0.25,0.22,0.23,0.24,0.23,0.23,0.23,0.25,0.25,0.2,0.21,0.24,0.26,0.23,0.27,0.23,0.22,0.24,0.25,0.19,0.24,0.23,0.22,0.26,0.24,0.21,0.22,0.0,0.23,0.2,0.21,0.22,0.21,0.22,0.21,0.25,0.2,0.22,0.24,0.25,0.2,0.23,0.0,0.21,0.0,0.19,0.0,0.2,0.21,0.0,0.0,0.2,0.22,0.2,0.21,0.23,0.0,0.2,0.22,0.0,0.21,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.25,0.21,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.19,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5
08/31/2021,1.0,0.0,0.65,0.0,0.63,0.65,0.54,0.62,0.52,0.48,0.55,0.57,0.49,0.4,0.39,0.36,0.35,0.46,0.37,0.43,0.43,0.33,0.44,0.4,0.37,0.3,0.37,0.45,0.39,0.36,0.36,0.37,0.25,0.3,0.37,0.3,0.35,0.37,0.46,0.57,0.37,0.36,0.29,0.4,0.3,0.33,0.38,0.34,0.41,0.28,0.35,0.34,0.28,0.36,0.33,0.35,0.34,0.35,0.39,0.26,0.33,0.35,0.3,0.33,0.32,0.36,0.29,0.29,0.32,0.31,0.27,0.28,0.34,0.37,0.31,0.38,0.33,0.0,0.26,0.32,0.3,0.3,0.27,0.32,0.35,0.24,0.26,0.29,0.26,0.33,0.26,0.28,0.27,0.22,0.29,0.24,0.29,0.26,0.25,0.26,0.29,0.36,0.24,0.25,0.32,0.23,0.24,0.27,0.29,0.0,0.21,0.24,0.27,0.27,0.22,0.27,0.2,0.23,0.21,0.28,0.26,0.25,0.26,0.26,0.23,0.22,0.23,0.27,0.28,0.24,0.25,0.24,0.24,0.25,0.24,0.22,0.0,0.25,0.23,0.25,0.22,0.23,0.25,0.23,0.23,0.24,0.26,0.25,0.2,0.2,0.24,0.26,0.23,0.28,0.23,0.22,0.25,0.25,0.0,0.25,0.22,0.22,0.25,0.24,0.21,0.22,0.19,0.23,0.2,0.21,0.22,0.21,0.22,0.21,0.25,0.0,0.22,0.23,0.25,0.2,0.23,0.0,0.21,0.0,0.0,0.19,0.21,0.0,0.0,0.0,0.2,0.22,0.2,0.21,0.23,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.26,0.21,0.19,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.28
09/01/2021,1.0,0.0,0.65,0.0,0.63,0.65,0.54,0.62,0.52,0.48,0.55,0.57,0.49,0.4,0.39,0.36,0.35,0.46,0.37,0.43,0.43,0.33,0.44,0.4,0.37,0.3,0.37,0.45,0.39,0.36,0.36,0.37,0.25,0.3,0.37,0.3,0.35,0.37,0.46,0.57,0.37,0.36,0.29,0.4,0.3,0.33,0.38,0.34,0.41,0.28,0.35,0.34,0.28,0.36,0.33,0.35,0.34,0.35,0.39,0.26,0.33,0.35,0.3,0.33,0.32,0.36,0.29,0.29,0.32,0.31,0.27,0.28,0.34,0.37,0.31,0.38,0.33,0.0,0.26,0.32,0.3,0.3,0.27,0.32,0.35,0.24,0.26,0.29,0.26,0.33,0.26,0.28,0.27,0.22,0.29,0.24,0.29,0.26,0.25,0.26,0.29,0.36,0.24,0.25,0.32,0.23,0.24,0.27,0.29,0.0,0.21,0.24,0.27,0.27,0.22,0.27,0.2,0.23,0.21,0.28,0.26,0.25,0.26,0.26,0.23,0.22,0.23,0.27,0.28,0.24,0.25,0.24,0.24,0.25,0.24,0.22,0.0,0.25,0.23,0.25,0.22,0.23,0.25,0.23,0.23,0.24,0.26,0.25,0.2,0.2,0.24,0.26,0.23,0.28,0.23,0.22,0.25,0.25,0.0,0.25,0.22,0.22,0.25,0.24,0.21,0.22,0.19,0.23,0.2,0.21,0.22,0.21,0.22,0.21,0.25,0.0,0.22,0.23,0.25,0.2,0.23,0.0,0.21,0.0,0.0,0.19,0.21,0.0,0.0,0.0,0.2,0.22,0.2,0.21,0.23,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.26,0.21,0.19,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.28
09/02/2021,1.13,0.0,0.64,0.0,0.64,0.64,0.55,0.64,0.52,0.49,0.56,0.58,0.5,0.4,0.38,0.36,0.36,0.46,0.37,0.44,0.43,0.33,0.45,0.4,0.36,0.31,0.37,0.45,0.39,0.36,0.36,0.36,0.25,0.3,0.36,0.3,0.34,0.38,0.47,0.57,0.37,0.35,0.3,0.41,0.31,0.33,0.39,0.35,0.42,0.28,0.35,0.34,0.28,0.37,0.34,0.36,0.34,0.35,0.4,0.26,0.33,0.34,0.3,0.34,0.32,0.36,0.29,0.3,0.33,0.31,0.27,0.29,0.34,0.37,0.32,0.38,0.33,0.0,0.25,0.32,0.3,0.31,0.27,0.32,0.35,0.22,0.26,0.29,0.26,0.33,0.26,0.28,0.27,0.22,0.29,0.23,0.28,0.26,0.25,0.26,0.29,0.37,0.24,0.25,0.33,0.23,0.24,0.27,0.28,0.0,0.21,0.24,0.27,0.27,0.22,0.27,0.2,0.23,0.22,0.29,0.26,0.25,0.26,0.27,0.23,0.22,0.23,0.27,0.29,0.24,0.25,0.24,0.23,0.25,0.25,0.22,0.0,0.25,0.23,0.25,0.22,0.23,0.25,0.24,0.23,0.25,0.26,0.25,0.2,0.2,0.23,0.27,0.23,0.28,0.23,0.23,0.24,0.25,0.2,0.24,0.22,0.22,0.25,0.24,0.21,0.22,0.0,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.25,0.2,0.22,0.23,0.25,0.2,0.23,0.0,0.21,0.0,0.19,0.0,0.2,0.0,0.19,0.0,0.2,0.22,0.2,0.2,0.24,0.0,0.21,0.22,0.0,0.21,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.19,0.26,0.21,0.19,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.61
09/03/2021,1.13,0.0,0.64,0.0,0.64,0.64,0.55,0.63,0.52,0.49,0.56,0.58,0.51,0.4,0.4,0.36,0.36,0.44,0.36,0.44,0.44,0.33,0.44,0.4,0.36,0.29,0.37,0.45,0.39,0.36,0.36,0.36,0.26,0.3,0.37,0.3,0.35,0.38,0.46,0.58,0.36,0.35,0.3,0.4,0.31,0.34,0.39,0.35,0.42,0.28,0.35,0.33,0.28,0.36,0.32,0.36,0.34,0.34,0.39,0.26,0.33,0.34,0.3,0.33,0.32,0.36,0.28,0.29,0.33,0.31,0.27,0.29,0.34,0.36,0.31,0.38,0.33,0.0,0.25,0.33,0.3,0.31,0.27,0.32,0.34,0.22,0.27,0.31,0.26,0.33,0.26,0.28,0.27,0.21,0.29,0.23,0.28,0.27,0.25,0.26,0.28,0.38,0.23,0.24,0.32,0.23,0.25,0.27,0.29,0.0,0.21,0.24,0.27,0.27,0.22,0.27,0.2,0.24,0.22,0.26,0.26,0.25,0.26,0.26,0.22,0.23,0.22,0.27,0.29,0.23,0.25,0.24,0.24,0.25,0.24,0.22,0.2,0.25,0.23,0.25,0.22,0.23,0.24,0.24,0.23,0.26,0.26,0.25,0.21,0.2,0.24,0.27,0.23,0.27,0.23,0.23,0.24,0.25,0.0,0.25,0.22,0.21,0.25,0.24,0.21,0.21,0.0,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.25,0.2,0.22,0.22,0.25,0.2,0.23,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.22,0.2,0.21,0.24,0.19,0.21,0.22,0.0,0.22,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.26,0.2,0.0,0.0,0.21,0.2,0.2,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.48
09/06/2021,1.04,0.0,0.65,0.0,0.66,0.64,0.57,0.63,0.51,0.48,0.56,0.58,0.52,0.41,0.41,0.38,0.36,0.44,0.36,0.45,0.44,0.33,0.44,0.42,0.41,0.29,0.36,0.44,0.4,0.37,0.37,0.35,0.26,0.3,0.36,0.3,0.34,0.37,0.46,0.57,0.37,0.35,0.31,0.4,0.31,0.34,0.39,0.34,0.43,0.3,0.36,0.32,0.28,0.37,0.32,0.37,0.34,0.34,0.39,0.26,0.33,0.33,0.29,0.33,0.31,0.36,0.28,0.3,0.33,0.31,0.28,0.29,0.34,0.36,0.31,0.39,0.32,0.0,0.27,0.33,0.29,0.31,0.28,0.31,0.35,0.21,0.27,0.32,0.25,0.34,0.26,0.28,0.26,0.21,0.29,0.23,0.27,0.27,0.25,0.26,0.29,0.37,0.23,0.24,0.31,0.23,0.24,0.27,0.28,0.0,0.21,0.24,0.26,0.26,0.22,0.27,0.21,0.23,0.21,0.26,0.26,0.24,0.26,0.26,0.21,0.24,0.22,0.27,0.29,0.23,0.24,0.23,0.23,0.24,0.26,0.22,0.2,0.25,0.23,0.25,0.22,0.23,0.24,0.24,0.22,0.27,0.26,0.24,0.2,0.0,0.23,0.28,0.23,0.27,0.23,0.23,0.24,0.26,0.0,0.25,0.22,0.21,0.26,0.23,0.2,0.22,0.0,0.22,0.21,0.2,0.22,0.21,0.22,0.21,0.24,0.2,0.21,0.23,0.24,0.0,0.24,0.0,0.21,0.0,0.19,0.0,0.2,0.0,0.0,0.0,0.21,0.22,0.2,0.2,0.25,0.0,0.2,0.22,0.0,0.22,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.26,0.21,0.19,0.0,0.21,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.440000000000005
09/07/2021,1.06,0.0,0.65,0.0,0.65,0.62,0.58,0.63,0.53,0.48,0.57,0.58,0.52,0.41,0.41,0.38,0.36,0.43,0.35,0.45,0.44,0.33,0.44,0.42,0.43,0.29,0.36,0.44,0.41,0.37,0.37,0.35,0.26,0.3,0.35,0.3,0.34,0.37,0.46,0.57,0.37,0.35,0.31,0.39,0.31,0.34,0.39,0.34,0.43,0.31,0.36,0.32,0.28,0.37,0.32,0.37,0.34,0.33,0.39,0.26,0.33,0.33,0.29,0.32,0.31,0.37,0.27,0.3,0.33,0.31,0.28,0.28,0.34,0.36,0.31,0.38,0.33,0.0,0.26,0.33,0.29,0.31,0.28,0.31,0.36,0.21,0.26,0.31,0.25,0.34,0.26,0.27,0.26,0.2,0.3,0.22,0.27,0.27,0.25,0.26,0.29,0.38,0.23,0.24,0.32,0.23,0.24,0.27,0.28,0.0,0.2,0.24,0.26,0.26,0.22,0.27,0.21,0.23,0.2,0.25,0.26,0.24,0.26,0.26,0.22,0.24,0.21,0.28,0.29,0.23,0.24,0.23,0.23,0.24,0.25,0.22,0.2,0.25,0.23,0.24,0.22,0.23,0.24,0.24,0.22,0.27,0.26,0.24,0.2,0.0,0.23,0.28,0.23,0.26,0.23,0.23,0.24,0.26,0.2,0.25,0.21,0.21,0.25,0.23,0.2,0.22,0.0,0.22,0.21,0.2,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.24,0.2,0.24,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.22,0.2,0.2,0.24,0.19,0.21,0.22,0.0,0.22,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.21,0.19,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.38
09/08/2021,1.06,0.0,0.65,0.0,0.65,0.62,0.58,0.63,0.53,0.48,0.57,0.58,0.52,0.41,0.41,0.38,0.36,0.43,0.35,0.45,0.44,0.33,0.44,0.42,0.43,0.29,0.36,0.44,0.41,0.37,0.37,0.35,0.26,0.3,0.35,0.3,0.34,0.37,0.46,0.57,0.37,0.35,0.31,0.39,0.31,0.34,0.39,0.34,0.43,0.31,0.36,0.32,0.28,0.37,0.32,0.37,0.34,0.33,0.39,0.26,0.33,0.33,0.29,0.32,0.31,0.37,0.27,0.3,0.33,0.31,0.28,0.28,0.34,0.36,0.31,0.38,0.33,0.0,0.26,0.33,0.29,0.31,0.28,0.31,0.36,0.21,0.26,0.31,0.25,0.34,0.26,0.27,0.26,0.2,0.3,0.22,0.27,0.27,0.25,0.26,0.29,0.38,0.23,0.24,0.32,0.23,0.24,0.27,0.28,0.0,0.2,0.24,0.26,0.26,0.22,0.27,0.21,0.23,0.2,0.25,0.26,0.24,0.26,0.26,0.22,0.24,0.21,0.28,0.29,0.23,0.24,0.23,0.23,0.24,0.25,0.22,0.2,0.25,0.23,0.24,0.22,0.23,0.24,0.24,0.22,0.27,0.26,0.24,0.2,0.0,0.23,0.28,0.23,0.26,0.23,0.23,0.24,0.26,0.2,0.25,0.21,0.21,0.25,0.23,0.2,0.22,0.0,0.22,0.21,0.2,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.24,0.2,0.24,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.21,0.22,0.2,0.2,0.24,0.19,0.21,0.22,0.0,0.22,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.21,0.19,0.0,0.21,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.38
09/09/2021,1.05,0.0,0.64,0.0,0.65,0.61,0.57,0.63,0.52,0.48,0.57,0.57,0.52,0.4,0.4,0.38,0.36,0.43,0.35,0.45,0.43,0.32,0.43,0.41,0.42,0.29,0.35,0.44,0.41,0.37,0.36,0.35,0.26,0.29,0.35,0.29,0.34,0.37,0.46,0.57,0.37,0.35,0.31,0.39,0.31,0.34,0.39,0.34,0.43,0.31,0.36,0.32,0.27,0.37,0.32,0.37,0.34,0.32,0.39,0.26,0.33,0.33,0.29,0.32,0.31,0.36,0.27,0.3,0.33,0.3,0.28,0.28,0.34,0.36,0.31,0.38,0.32,0.0,0.26,0.32,0.29,0.31,0.27,0.31,0.35,0.21,0.26,0.31,0.25,0.34,0.26,0.27,0.26,0.2,0.29,0.22,0.27,0.26,0.25,0.26,0.28,0.38,0.23,0.24,0.31,0.22,0.24,0.26,0.28,0.0,0.2,0.24,0.26,0.26,0.22,0.27,0.2,0.23,0.2,0.25,0.26,0.24,0.26,0.26,0.21,0.24,0.21,0.27,0.29,0.23,0.24,0.23,0.23,0.24,0.25,0.22,0.2,0.25,0.23,0.24,0.22,0.23,0.24,0.23,0.22,0.27,0.26,0.24,0.2,0.19,0.23,0.28,0.23,0.26,0.22,0.22,0.24,0.26,0.0,0.25,0.21,0.21,0.25,0.23,0.2,0.21,0.0,0.22,0.21,0.2,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.24,0.0,0.24,0.19,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.22,0.2,0.2,0.24,0.19,0.2,0.22,0.0,0.22,0.0,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93
09/10/2021,1.18,0.0,0.67,0.0,0.66,0.63,0.59,0.63,0.48,0.48,0.57,0.57,0.51,0.4,0.4,0.39,0.37,0.43,0.36,0.46,0.43,0.33,0.43,0.39,0.42,0.27,0.36,0.45,0.42,0.37,0.36,0.36,0.27,0.3,0.35,0.3,0.34,0.37,0.46,0.58,0.38,0.35,0.31,0.39,0.31,0.34,0.39,0.34,0.44,0.32,0.37,0.32,0.29,0.37,0.33,0.37,0.33,0.33,0.39,0.27,0.33,0.32,0.29,0.31,0.31,0.37,0.26,0.3,0.33,0.31,0.27,0.28,0.34,0.36,0.31,0.4,0.33,0.0,0.27,0.33,0.29,0.32,0.28,0.3,0.35,0.21,0.26,0.32,0.25,0.35,0.26,0.28,0.26,0.2,0.3,0.23,0.28,0.27,0.25,0.26,0.28,0.38,0.23,0.24,0.31,0.23,0.24,0.26,0.28,0.0,0.2,0.24,0.26,0.25,0.21,0.27,0.21,0.23,0.2,0.25,0.26,0.24,0.27,0.26,0.21,0.25,0.21,0.28,0.29,0.22,0.25,0.22,0.24,0.24,0.25,0.22,0.2,0.25,0.23,0.24,0.22,0.23,0.24,0.23,0.22,0.27,0.26,0.24,0.2,0.19,0.23,0.28,0.23,0.26,0.23,0.23,0.24,0.26,0.2,0.25,0.21,0.21,0.25,0.24,0.2,0.22,0.0,0.22,0.21,0.2,0.22,0.21,0.22,0.21,0.23,0.2,0.22,0.23,0.24,0.0,0.24,0.0,0.21,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.21,0.22,0.2,0.2,0.24,0.0,0.21,0.23,0.0,0.22,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.24,0.21,0.0,0.0,0.21,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.21,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.51
